,Chr,Start,End
332751,chr11,64597308,64597309
333663,chr11,69541358,69541359
334850,chr11,133842706,133842707
334852,chr11,133848063,133848064
335687,chr12,48473144,48473145
337090,chr12,114007915,114007916
337659,chr12,130195452,130195453
339097,chr13,110903606,110903607
339388,chr13,114530593,114530594
339597,chr14,23829163,23829164
340104,chr14,61547426,61547427
340549,chr14,91730426,91730427
340661,chr14,96180552,96180553
340672,chr14,96514243,96514244
340746,chr14,100039424,100039425
340875,chr14,101030386,101030387
341013,chr14,103389654,103389655
341066,chr14,103984264,103984265
341152,chr14,104566230,104566231
341161,chr14,104583653,104583654
341216,chr14,104843218,104843219
341253,chr14,105102382,105102383
341626,chr15,20486423,20486424
341839,chr15,38746780,38746781
341929,chr15,41136300,41136301
342007,chr15,41795475,41795476
342044,chr15,42174516,42174517
342658,chr15,74511100,74511101
342661,chr15,74514326,74514327
342662,chr15,74514346,74514347
342727,chr15,75108783,75108784
342909,chr15,77847243,77847244
343325,chr15,94404977,94404978
343411,chr15,101267785,101267786
344156,chr16,1075357,1075358
344171,chr16,1094478,1094479
344339,chr16,1351404,1351405
344340,chr16,1351410,1351411
345091,chr16,3223541,3223542
345466,chr16,9849656,9849657
345490,chr16,11018384,11018385
346593,chr16,58061456,58061457
346873,chr16,68394977,68394978
347352,chr16,85095301,85095302
347559,chr16,86549357,86549358
347817,chr16,88701074,88701075
348236,chr16,89776535,89776536
348732,chr17,1975539,1975540
348845,chr17,2868896,2868897
349685,chr17,17463363,17463364
350130,chr17,28804643,28804644
350337,chr17,34958689,34958690
351055,chr17,44952529,44952530
351236,chr17,47269769,47269770
351891,chr17,65040231,65040232
351900,chr17,65713882,65713883
351986,chr17,70419296,70419297
351987,chr17,70419318,70419319
352138,chr17,72857401,72857402
352280,chr17,73732681,73732682
352504,chr17,75525496,75525497
352836,chr17,78041423,78041424
352841,chr17,78041464,78041465
352894,chr17,78262132,78262133
353730,chr17,80085324,80085325
353731,chr17,80085332,80085333
354069,chr18,1126120,1126121
354204,chr18,8744225,8744226
354542,chr18,45194239,45194240
355453,chr19,844133,844134
355504,chr19,912359,912360
355712,chr19,1158800,1158801
356183,chr19,1985348,1985349
356188,chr19,1985398,1985399
356882,chr19,4059545,4059546
357734,chr19,10515988,10515989
358614,chr19,17536138,17536139
359068,chr19,33134037,33134038
359098,chr19,33641913,33641914
359346,chr19,37178731,37178732
359347,chr19,37178733,37178734
360372,chr19,48229404,48229405
360483,chr19,49200003,49200004
360881,chr19,51703549,51703550
360918,chr19,52873171,52873172
360919,chr19,52873173,52873174
361028,chr19,55598698,55598699
361468,chr2,467403,467404
361838,chr2,9920249,9920250
362123,chr2,25384611,25384612
363035,chr2,95690685,95690686
363775,chr2,129447871,129447872
364127,chr2,174877677,174877678
364128,chr2,174877685,174877686
364468,chr2,206641088,206641089
364469,chr2,206641090,206641091
364613,chr2,219433897,219433898
364618,chr2,219516621,219516622
364885,chr2,231851892,231851893
364886,chr2,231851904,231851905
364977,chr2,233204527,233204528
364991,chr2,233285958,233285959
365120,chr2,237828432,237828433
365396,chr2,241351632,241351633
365875,chr20,3725614,3725615
366254,chr20,30084760,30084761
366528,chr20,35169981,35169982
366651,chr20,38449816,38449817
367069,chr20,49308028,49308029
367081,chr20,49493043,49493044
367337,chr20,60689857,60689858
367460,chr20,60912611,60912612
367461,chr20,60912649,60912650
367616,chr20,61371472,61371473
367878,chr20,62084231,62084232
368266,chr21,9825820,9825821
368277,chr21,9913766,9913767
368575,chr21,38070148,38070149
368828,chr21,44803651,44803652
368860,chr21,44863984,44863985
368883,chr21,45337209,45337210
369068,chr21,46170112,46170113
369116,chr21,46388162,46388163
369964,chr22,25019761,25019762
369966,chr22,25019781,25019782
369979,chr22,25789213,25789214
370197,chr22,30776039,30776040
370329,chr22,34452967,34452968
370351,chr22,36090303,36090304
370424,chr22,37799579,37799580
370639,chr22,40804713,40804714
371124,chr22,45899215,45899216
371218,chr22,46474873,46474874
371223,chr22,46476414,46476415
371820,chr22,50698696,50698697
372591,chr3,38356376,38356377
373110,chr3,50496345,50496346
373408,chr3,64671088,64671089
373413,chr3,64671130,64671131
373912,chr3,128209530,128209531
373913,chr3,128209550,128209551
374561,chr3,183523045,183523046
374799,chr3,195590112,195590113
375057,chr4,828301,828302
375072,chr4,852639,852640
375273,chr4,1394661,1394662
375284,chr4,1544575,1544576
375302,chr4,1558717,1558718
375303,chr4,1558723,1558724
375305,chr4,1558736,1558737
375500,chr4,2366963,2366964
375501,chr4,2366970,2366971
375656,chr4,3761941,3761942
375885,chr4,7741547,7741548
376264,chr4,47839904,47839905
376541,chr4,85404026,85404027
376542,chr4,85404032,85404033
376649,chr4,104857800,104857801
377430,chr5,603227,603228
377446,chr5,628874,628875
377716,chr5,1246384,1246385
377905,chr5,1887983,1887984
377906,chr5,1887997,1887998
378863,chr5,123993284,123993285
378980,chr5,133272460,133272461
380275,chr6,1393250,1393251
381127,chr6,41304458,41304459
381939,chr6,137809521,137809522
382039,chr6,148830831,148830832
382202,chr6,156830764,156830765
382203,chr6,156830767,156830768
382225,chr6,157738429,157738430
382534,chr6,168973648,168973649
382894,chr7,1259438,1259439
383896,chr7,27283085,27283086
383897,chr7,27283095,27283096
384055,chr7,39989239,39989240
384768,chr7,98437889,98437890
384769,chr7,98437918,98437919
385061,chr7,100843572,100843573
385161,chr7,102212906,102212907
385290,chr7,121946923,121946924
385291,chr7,121946944,121946945
386264,chr7,155590044,155590045
386500,chr7,157772374,157772375
386519,chr7,158046153,158046154
386719,chr8,1940358,1940359
386722,chr8,2037954,2037955
386723,chr8,2037968,2037969
386724,chr8,2037976,2037977
386725,chr8,2037985,2037986
386726,chr8,2038013,2038014
386842,chr8,11323556,11323557
388029,chr8,124197463,124197464
388101,chr8,134094845,134094846
388268,chr8,142484537,142484538
388291,chr8,142942209,142942210
388292,chr8,142942222,142942223
388293,chr8,142942225,142942226
388661,chr8,144694108,144694109
389000,chr8,145166422,145166423
390100,chr9,91994457,91994458
390239,chr9,96539415,96539416
390240,chr9,96539481,96539482
390554,chr9,115708079,115708080
390604,chr9,120141543,120141544
390756,chr9,127104235,127104236
391240,chr9,131862467,131862468
391889,chr9,137175665,137175666
391932,chr9,137313798,137313799
392050,chr9,138248824,138248825
392077,chr9,138476553,138476554
392082,chr9,138642667,138642668
392172,chr9,139070268,139070269
392200,chr9,139145860,139145861
392400,chr9,139548004,139548005
392401,chr9,139548009,139548010
393015,chrX,21392210,21392211
393016,chrX,21392224,21392225
393019,chrX,21392839,21392840
393144,chrX,48432936,48432937
393145,chrX,48456564,48456565
393156,chrX,48659951,48659952
393157,chrX,48659956,48659957
393158,chrX,48659962,48659963
393159,chrX,48659965,48659966
393160,chrX,48659972,48659973
393207,chrX,49687469,49687470
393208,chrX,49687485,49687486
393209,chrX,49687490,49687491
393328,chrX,102470652,102470653
393409,chrX,119695213,119695214
393411,chrX,119695227,119695228
393427,chrX,128788707,128788708
393450,chrX,129299292,129299293
393461,chrX,133306857,133306858
393472,chrX,134048875,134048876
393473,chrX,134048884,134048885
393474,chrX,134048891,134048892
393475,chrX,134048894,134048895
393476,chrX,134048905,134048906
393477,chrX,134048916,134048917
393478,chrX,134048932,134048933
393512,chrX,138287384,138287385
393534,chrX,149736933,149736934
393660,chrX,153607909,153607910
393661,chrX,153607913,153607914
393663,chrX,153607932,153607933
393664,chrX,153607935,153607936
393666,chrX,153607942,153607943
393667,chrX,153607954,153607955
393668,chrX,153627189,153627190
393719,chrY,13471675,13471676
394467,chr1,3327108,3327109
394468,chr1,3327117,3327118
396093,chr1,40974110,40974111
