"","Chr","Start","End","SYMBOL","Spearman.Correlation","Spearman.P.value"
"30","chr22",18718174,18718175,"GGT3P",-0.359725553744616,1.96428827964311e-05
"31","chr6",58778937,58778938,"GUSBP4",-0.457533304921599,4.60460678718675e-11
"32","chrY",13474410,13474411,"GYG2P1",-0.533722791294886,3.37134128375894e-14
"33","chr5",2145840,2145841,"IRX4",0.380830094936715,3.16589753217053e-05
"34","chr11",127234011,127234012,"KIRREL3",0.257773585142892,0.00793558802557852
"35","chr16",33975078,33975079,"LINC00273",-0.436247666461744,1.73237434753024e-08
"36","chr8",46852494,46852495,"LINC00293",-0.53256049710986,3.00432377126593e-13
"37","chr20",47132180,47132181,"LINC00494",0.466507713743505,1.21855569135404e-09
"38","chr19",27736716,27736717,"LINC00662",0.615477670749196,2.50692458651225e-15
"39","chr10",38817719,38817720,"LINC00999",0.428234037626438,5.6547434241892e-08
"40","chr5",3323860,3323861,"LINC01019",0.403300555502668,1.25066081446318e-05
"41","chr15",21315854,21315855,"LINC01193",-0.46461274479663,2.10840105159256e-09
"42","chr8",58122358,58122359,"LINC01606",0.320599458581976,0.000378380646597051
"43","chr5",17519840,17519841,"LINC02111",0.354297126995884,0.000136173172656411
"44","chr17",21563842,21563843,"LINC02693",0.244002384055859,0.0113175042400105
"45","chr9",66835904,66835905,"LOC286297",0.591894237286886,1.08365284545812e-12
"46","chr16",33293896,33293897,"LOC390705",-0.413339015788403,4.25441839941791e-07
"47","chr10",42383337,42383338,"LOC441666",-0.648347340996269,3.02476634317776e-22
"48","chr18",15407956,15407957,"LOC644669",0.263877914254315,0.00578936823727387
"49","chr7",56439650,56439651,"LOC650226",-0.277699929174265,0.00213453680034374
"50","chr1",144990488,144990489,"LOC653513",-0.238458361219371,0.0138322935154253
"51","chr11",39352064,39352065,"LRRC4C",-0.314384227842506,0.00109021768424402
"52","chr2",91738487,91738488,"LSP1P4",0.319748314340361,0.00029458136235008
"53","chr1",149034151,149034152,"LSP1P5",0.454445132876617,1.85036198280064e-07
"54","chr21",9699133,9699134,"MIR3648-1",0.253648407711872,0.00499690344026365
"55","chr1",16891654,16891655,"MIR3675",0.302771039471421,0.000513211833357698
"56","chr2",89869859,89869860,"MIR4436A",0.622305417646836,8.96368437765751e-18
"57","chr17",25266329,25266330,"MIR4522",0.530774264150832,1.52383034788339e-11
"58","chr2",133006044,133006045,"MIR663B",0.375579905085173,2.01837519301559e-05
"59","chr20",29638451,29638452,"MLLT10P1",-0.270209721566085,0.00577293794704504
"60","chr2",150707912,150707913,"MMADHC",0.218735904894599,0.0223077012535138
"61","chr1",2585588,2585589,"MMEL1",-0.476700108348746,3.89433526772021e-09
"62","chr17",22258396,22258397,"MTRNR2L1",0.585258855413209,4.38348447329732e-16
"63","chr7",100643426,100643427,"MUC17",-0.265919055425224,0.00175381281132494
"64","chr11",1093412,1093413,"MUC2",0.436251604476675,1.52301947745069e-06
"65","chr1",16938955,16938956,"NBPF1",-0.23656775055364,0.0166723122189128
"66","chr1",145193833,145193834,"NBPF10",0.280814567819677,0.00425116368899907
"67","chr17",36402269,36402270,"NPEPPSP1",-0.238688020391999,0.015694212989471
"68","chr14",19028724,19028725,"OR11H12",0.235974654040395,0.0169551750382209
"69","chr11",51580221,51580222,"OR4C46",0.667829699586543,2.41667741597015e-17
"70","chr1",145057452,145057453,"PDE4DIP",-0.347143668328083,0.000327492683098299
"71","chrX",115004730,115004731,"PLS3",-0.245831950797545,0.0118886800332234
"72","chr8",43822388,43822389,"POTEA",0.562009104592694,1.27936417833256e-14
"73","chr1",148850458,148850459,"PPIAL4F",0.397600908972731,2.3497446825874e-06
"74","chr13",57722462,57722463,"PRR20D",0.222216080711557,0.0233777306218753
"75","chr19",43366476,43366477,"PSG10P",-0.271043858948489,0.00561834873397915
"76","chr2",162135517,162135518,"PSMD14",0.445959483701045,9.54750882097512e-09
"77","chr9",66461493,66461494,"PTGER4P2-CDK2AP2P2",0.416400381913672,3.10282922520495e-07
"78","chr7",157941035,157941036,"PTPRN2-AS1",0.404510276030016,2.1501530048287e-07
"79","chr8",86572457,86572458,"REXO1L1P",0.276045278736394,0.00282499587079905
"80","chr8",86568090,86568091,"REXO1L2P",-0.373241657470888,1.95921390011119e-05
"81","chr18",18520278,18520279,"ROCK1",0.623540052578874,1.29197078995897e-18
"82","chr18",110009,110010,"ROCK1P1",-0.50516479117806,4.52911018540058e-12
"83","chr3",196625733,196625734,"SENP5",0.484579935683243,2.14566769747763e-11
"84","chr16",32817719,32817720,"SLC6A10P",0.482143894642629,1.66629158595985e-07
"85","chr16",1075357,1075358,"SOX8",-0.30741513762227,0.00142283432143708
"86","chrX",61685628,61685629,"SPIN4",-0.368882344713275,1.5702648118266e-05
"87","chrY",58983236,58983237,"SPRY3",0.555528470020673,3.91308950287789e-12
"88","chr20",46523605,46523606,"SULF2",0.518635865686854,4.69272885369584e-09
"89","chr21",10087747,10087748,"TEKT4P2",0.402948918072953,5.04612106024473e-06
"90","chr16",33239140,33239141,"TP53TG3B",0.463029136301446,2.74983438236077e-09
"91","chr21",10807170,10807171,"TPTE",0.605229625847425,2.94457893827312e-16
"92","chrY",9944021,9944022,"TTTY23",0.320075137620998,0.000365555872440826
"93","chrY",28816697,28816698,"TTTY3",-0.567436908368202,1.52034909516648e-10
"94","chr4",9249950,9249951,"USP17L11",0.368406650898508,5.50800735207955e-05
"95","chr4",9273684,9273685,"USP17L20",0.238218441592819,0.0143998440908548
"96","chr4",48689,48690,"ZNF595",0.338765367811866,0.000464861526638808
"97","chr7",57549488,57549489,"ZNF716",0.661150934498443,6.62544867307109e-16
"98","chr4",60904,60905,"ZNF718",-0.233337492326006,0.0171335168702403
"99","chr7",61794587,61794588,"ZNF733P",0.418578316506995,8.02939570483807e-08
"100","chr19",37784396,37784397,"ZNF875",-0.344947523922243,0.000122124196403048
"101","chrX",58565759,58565760,"ZXDA",0.283847240441055,0.00334239074707278
"102","chr22",20325989,20325990,NA,0.438585792547068,6.59849385252791e-09
