"","Chr","Start","End","SYMBOL","Spearman.Correlation","Spearman.P.value"
"203","chr2",207308345,207308346,"ADAM23",-0.347419584069637,0.000397855875634473
"204","chr4",176013369,176013370,"ADAM29",-0.262908979826871,0.0100516132229201
"205","chr20",3654801,3654802,"ADAM33",-0.310826383352874,0.00132068409838444
"206","chr10",135082343,135082344,"ADAM8",-0.265567897466287,0.00929382651658008
"207","chr8",38854330,38854331,"ADAM9",-0.364285268565875,0.00026356295249727
"208","chr21",28217050,28217051,"ADAMTS1",-0.407951995269048,1.17349647890151e-05
"209","chr19",8657677,8657678,"ADAMTS10",-0.439210492424032,1.86134091784549e-05
"210","chr5",33892276,33892277,"ADAMTS12",-0.365580881070261,0.000198474446731915
"211","chr9",136314977,136314978,"ADAMTS13",-0.310475391015763,0.00289922323963131
"212","chr10",72462170,72462171,"ADAMTS14",0.332515831368765,0.00227181382003691
"213","chr11",130343335,130343336,"ADAMTS15",-0.311592041211311,0.00312524864593122
"214","chr5",5140491,5140492,"ADAMTS16",-0.396922974784003,5.19986015662392e-05
"215","chr15",100881392,100881393,"ADAMTS17",-0.315614293111956,0.000740205800735227
"216","chr16",77468816,77468817,"ADAMTS18",-0.370309228533153,0.000239016262332988
"217","chr5",128796355,128796356,"ADAMTS19",-0.277993823148923,0.00999452892965141
"218","chr5",178771696,178771697,"ADAMTS2",-0.335795275584319,0.000492459428321827
"219","chr12",43946045,43946046,"ADAMTS20",-0.234390877439548,0.0183121815211962
"220","chr4",73435062,73435063,"ADAMTS3",-0.295200653659092,0.00192514227152076
"221","chr1",161160120,161160121,"ADAMTS4",-0.210420294296922,0.050436414602898
"222","chr21",28339619,28339620,"ADAMTS5",-0.40387766109542,1.93336215338756e-05
"223","chr5",64780639,64780640,"ADAMTS6",0.2330800902048,0.0288582903439612
"224","chr15",79103532,79103533,"ADAMTS7",-0.348158506573648,0.000508999841734027
"225","chr11",130278442,130278443,"ADAMTS8",-0.293719163333981,0.00317025044515622
"226","chr3",64672147,64672148,"ADAMTS9",-0.45554006946824,2.16033695251269e-06
"227","chr3",64671088,64671089,"ADAMTS9-AS2",-0.2982181553166,0.00285897112332326
"228","chr9",18438705,18438706,"ADAMTSL1",-0.342429876162297,0.000682006850126016
"229","chr9",136399736,136399737,"ADAMTSL2",-0.301858108942182,0.00265719593576387
"230","chr15",84322942,84322943,"ADAMTSL3",-0.323811961140371,0.00107726124507963
"231","chr1",150521480,150521481,"ADAMTSL4",-0.28615089600484,0.0020260173109312
"232","chr19",1513513,1513514,"ADAMTSL5",-0.362910472670512,0.000113363908244232
"233","chr7",994380,994381,"ADAP1",-0.307535222558466,0.00149483627327674
"234","chr17",29249044,29249045,"ADAP2",-0.317889398201028,0.00226397692477976
"235","chr1",154703705,154703706,"ADAR",-0.324970420816418,0.000637295937754844
"236","chr21",46494639,46494640,"ADARB1",-0.265767530153944,0.0036288578731718
"237","chr10",1401891,1401892,"ADARB2",0.422075390357886,5.17162165279565e-05
"238","chr10",1531529,1531530,"ADARB2-AS1",0.366189916072781,0.000179047502090585
"239","chr16",75657489,75657490,"ADAT1",0.226214621866235,0.027500602266903
"240","chr6",143771839,143771840,"ADAT2",0.232152773835398,0.0214352203609588
"241","chr19",1910121,1910122,"ADAT3",0.252225858602364,0.0126893852236861
"242","chr14",78447640,78447641,"ADCK1",-0.30878459129181,0.00306479697005028
"243","chr7",140373737,140373738,"ADCK2",-0.276556865990904,0.00448455728325149
"244","chr8",145597690,145597691,"ADCK5",-0.287918315931738,0.00251464951936928
"245","chr7",45614541,45614542,"ADCY1",-0.377774589034212,6.54360980721441e-05
"246","chr1",167833283,167833284,"ADCY10",-0.259157336104096,0.0194792780330623
"247","chr6",41068812,41068813,"ADCY10P1",-0.209994840915092,0.0649917359857825
"248","chr5",7395434,7395435,"ADCY2",-0.464658873582733,3.48599760382665e-06
"249","chr2",25141685,25141686,"ADCY3",0.338808010461786,0.00225608701093689
"250","chr14",24802038,24802039,"ADCY4",-0.315173408136271,0.00349870671309552
"251","chr3",123167522,123167523,"ADCY5",-0.351082962935182,0.000296954374261129
"252","chr16",50317862,50317863,"ADCY7",0.291211609606202,0.00159123058906439
"253","chr8",132052485,132052486,"ADCY8",-0.307793151352125,0.00204846180139108
"254","chr16",4166195,4166196,"ADCY9",-0.280746228721613,0.00466495449476282
"255","chr18",908290,908291,"ADCYAP1",-0.322503159909779,0.000892649036926623
"256","chr7",31092567,31092568,"ADCYAP1R1",-0.311763045732907,0.00102163846811866
"257","chr4",2845772,2845773,"ADD1",-0.236094738189953,0.0158297376223702
"258","chr2",70994744,70994745,"ADD2",-0.272762670783967,0.00428996894609367
"259","chr10",111921503,111921504,"ADD3",-0.222012418217166,0.0492463887750127
"260","chr10",111768246,111768247,"ADD3-AS1",-0.268459495925486,0.00692129151232467
"261","chr10",134902007,134902008,"ADGRA1",-0.426329797557848,1.20277905633241e-05
"262","chr8",37655086,37655087,"ADGRA2",-0.276767202728589,0.00465326822350606
"263","chr4",22517243,22517244,"ADGRA3",-0.350672091200862,0.00164590809611602
"264","chr8",143533594,143533595,"ADGRB1",-0.456744839131568,8.59959096553628e-07
"265","chr1",32220205,32220206,"ADGRB2",-0.298223300753699,0.00285846742146909
"266","chr6",69345774,69345775,"ADGRB3",-0.318342890514792,0.000786175759832817
"267","chr12",131590460,131590461,"ADGRD1",0.30999748734775,0.00179282108499198
"268","chr9",127215954,127215955,"ADGRD2",-0.381192555596056,9.91372406704476e-05
"269","chr19",6857265,6857266,"ADGRE1",-0.282966061019957,0.00829285460889817
"270","chr19",14863072,14863073,"ADGRE2",-0.305792313719055,0.00303364562021756
"271","chr19",14459378,14459379,"ADGRE5",-0.277828811563084,0.0030179762406293
"272","chr6",46980662,46980663,"ADGRF1",-0.260502085294511,0.0167001044565417
"273","chr2",26526955,26526956,"ADGRF3",0.249969675447421,0.00589664850457431
"274","chr6",46836810,46836811,"ADGRF5",-0.206992076395068,0.0387971376164761
"275","chr16",57657203,57657204,"ADGRG1",-0.323108344306249,0.00346309716976914
"276","chrX",19140495,19140496,"ADGRG2",0.28874498783217,0.0103529081253409
"277","chr16",57717983,57717984,"ADGRG3",-0.225064274769838,0.0236462558477897
"278","chr16",57609489,57609490,"ADGRG5",-0.235106492277071,0.028377058500871
"279","chr6",142623123,142623124,"ADGRG6",-0.246512588716547,0.0149295859675882
"280","chr19",14288437,14288438,"ADGRL1",-0.250937965615053,0.0197812188341299
"281","chr19",14260651,14260652,"ADGRL1-AS1",0.315308187546358,0.00131948902292785
"282","chr1",82267679,82267680,"ADGRL2",-0.396497469405747,5.30592532224427e-05
"283","chr4",62066111,62066112,"ADGRL3",-0.255248557393449,0.0092647125922554
"284","chr1",79471984,79471985,"ADGRL4",-0.269913529892931,0.00966948450354322
"285","chr5",89854706,89854707,"ADGRV1",-0.218023489499409,0.0234059153960867
"286","chr4",100281057,100281058,"ADH1C",-0.203731999912852,0.0527477778980403
"287","chr8",67344818,67344819,"ADHFE1",-0.242944227327156,0.0242033420201087
"288","chr2",3523318,3523319,"ADI1",-0.222142913388105,0.0180406245664534
"289","chr3",186545400,186545401,"ADIPOQ",0.266598394613519,0.00487304814708685
"290","chr1",202927122,202927123,"ADIPOR1",-0.254085073192266,0.021253106712603
"291","chr12",1800105,1800106,"ADIPOR2",-0.260373610511499,0.00821780582405962
"292","chr10",88728458,88728459,"ADIRF",-0.300638683612752,0.001832128883583
"293","chr10",75928531,75928532,"ADK",0.266374809590962,0.00870777823485955
"294","chr11",10329310,10329311,"ADM",-0.314518323661237,0.000553186918484691
"295","chr22",50919840,50919841,"ADM2",-0.37370101858121,0.000363402675732217
"296","chr19",50193139,50193140,"ADM5",-0.355336256181978,0.000247483749784382
"297","chr20",49501818,49501819,"ADNP",-0.272370597644596,0.00757876353246692
"298","chr18",77867476,77867477,"ADNP2",-0.295212470662556,0.00246759556871321
"299","chr10",64565334,64565335,"ADO",-0.239394896931709,0.0148725991534402
"300","chr1",203087275,203087276,"ADORA1",-0.306602741630966,0.000907198382862761
"301","chr22",24820148,24820149,"ADORA2A",-0.340470633650718,0.000291781361696213
"302","chr22",24890690,24890691,"ADORA2A-AS1",-0.310206957236839,0.00198653715459445
"303","chr17",15848389,15848390,"ADORA2B",-0.293970999857112,0.00222364777837286
"304","chr15",73075919,73075920,"ADPGK",0.250049625716774,0.0100943842116269
"305","chr15",73075587,73075588,"ADPGK-AS1",-0.229978249642369,0.0182703173364321
"306","chr3",119298646,119298647,"ADPRH",-0.244258848071242,0.0143214876754966
"307","chr13",114061812,114061813,"ADPRHL1",0.277909454226311,0.00559417408656614
"308","chr17",10601010,10601011,"ADPRM",-0.210121456910134,0.0340319199905254
"309","chr1",36554488,36554489,"ADPRS",0.254381620335993,0.00987844676307258
"310","chr8",26722565,26722566,"ADRA1A",-0.327138747795263,0.000430471525376789
"311","chr5",159343687,159343688,"ADRA1B",-0.381492906067128,0.000522570255896637
"312","chr20",4202355,4202356,"ADRA1D",-0.385750029435846,3.74080730421638e-05
"313","chr10",112837034,112837035,"ADRA2A",-0.342341229331194,0.000782627194108159
"314","chr2",96782176,96782177,"ADRA2B",-0.39890559562804,0.000107906058472711
"315","chr4",3767994,3767995,"ADRA2C",-0.336409236912893,0.00118742404802774
"316","chr10",115821256,115821257,"ADRB1",-0.348613588502918,0.000189727648513648
"317","chr5",148205886,148205887,"ADRB2",-0.246729930778302,0.00535065201969573
"318","chr8",37822938,37822939,"ADRB3",-0.299242558818954,0.00165490312493973
"319","chr20",60887319,60887320,"ADRM1",0.305188150892794,0.00530321049442564
"320","chr22",40743329,40743330,"ADSL",-0.242112616528768,0.0128334517742964
"321","chr14",105189817,105189818,"ADSS1",-0.239001576632212,0.0150428864658187
"322","chr1",244615333,244615334,"ADSS2",-0.244644556199322,0.0146679813292644
"323","chr6",11653704,11653705,"ADTRP",-0.33528768160048,0.001406694082633
"324","chr7",44144258,44144259,"AEBP1",0.302306557288596,0.0016351165251886
"325","chr12",19566081,19566082,"AEBP2",-0.286757320258949,0.00461745447946516
"326","chr4",7940839,7940840,"AFAP1",-0.235051349828101,0.0179773188654931
"327","chr4",7729975,7729976,"AFAP1-AS1",-0.397465763888831,0.000286643605505543
"328","chr5",148650932,148650933,"AFAP1L1",-0.24969891097957,0.00792810674506591
"329","chr10",116164307,116164308,"AFAP1L2",-0.327122639129708,0.00145858447284668
"330","chr6",168228185,168228186,"AFDN",-0.384677651891725,0.000255254410429131
"331","chr6",168226731,168226732,"AFDN-DT",-0.285240350283951,0.00333585293857499
"332","chr4",87856467,87856468,"AFF1",0.258146552402614,0.0120025609159128
"333","chr4",87853220,87853221,"AFF1-AS1",0.238208937343868,0.0214856482349532
"334","chrX",147582277,147582278,"AFF2",0.467453995136122,5.00083287253994e-06
"335","chr2",100443418,100443419,"AFF3",0.270660194672071,0.00267674137608372
"336","chr5",132298836,132298837,"AFF4",-0.304491779873062,0.00636510647965013
"337","chr6",108616049,108616050,"AFG1L",0.21312935954648,0.0282676502534058
"338","chr16",90039008,90039009,"AFG3L1P",-0.202131370586365,0.0377190738104523
"339","chr4",178458545,178458546,"AGA",0.27843965020846,0.00440067703231049
"340","chr2",236403449,236403450,"AGAP1",-0.383892398951857,4.85828096295211e-05
"341","chr10",88730561,88730562,"AGAP11",-0.271413653817182,0.00379530514376443
"342","chr12",58132264,58132265,"AGAP2",-0.247383225405371,0.0224543156786641
"343","chr12",58119713,58119714,"AGAP2-AS1",-0.314869765882261,0.00280900637572302
"344","chr7",150812373,150812374,"AGAP3",0.33751421114874,0.000823266009986861
"345","chr15",87115285,87115286,"AGBL1-AS1",-0.311691986882709,0.00188471281574951
