"","Chr","Start","End","SYMBOL","Spearman.Correlation","Spearman.P.value"
"38","chr1",82200632,82200633,"ADGRL2",-0.203104027327543,0.186073075242173
"39","chr2",3489167,3489168,"ADI1",-0.284206142833651,0.238303792135677
"40","chr22",24819498,24819499,"ADORA2A",0.607549343386292,0.00348643585556301
"41","chr15",73075587,73075588,"ADPGK-AS1",0.533107831278347,0.0187561519150572
"42","chr20",4230179,4230180,"ADRA1D",0.327638162596204,0.147096167215178
"43","chr14",105207056,105207057,"ADSS1",-0.40202869539275,0.0514796245571673
"44","chr7",44144079,44144080,"AEBP1",0.532169260424921,0.0190052926353764
"45","chr2",236397363,236397364,"AGAP1",-0.287064967174564,0.0390761573876327
"46","chr12",58131090,58131091,"AGAP2",0.360377461125671,0.118555079114716
"47","chr12",58121508,58121509,"AGAP2-AS1",-0.259863403688103,0.255285760060357
"48","chr7",150818264,150818265,"AGAP3",0.354492510139643,0.105504746310879
"49","chr7",100137320,100137321,"AGFG2",0.389352982113725,0.0994130838516604
"50","chr1",36396838,36396839,"AGO3",0.370116605098803,0.0986395218922468
"51","chr7",128864535,128864536,"AHCYL2",0.378248977733749,0.100089165478829
"52","chr11",62313250,62313251,"AHNAK",0.389525682491308,0.0992500274330782
"53","chr14",105444910,105444911,"AHNAK2",0.320784000022109,0.180554265759474
"54","chr5",400354,400355,"AHRR",0.225650088023169,0.352956508760701
"55","chr2",61404078,61404079,"AHSA2P",-0.369875408197918,0.0988763912990093
"56","chr9",4710508,4710509,"AK3",0.442424668227869,0.0236218267501775
"57","chr14",96857971,96857972,"AK7",0.358746576647369,0.120353869334567
"58","chr15",85924311,85924312,"AKAP13",0.399066185781436,0.0905402026634849
"59","chr14",105261355,105261356,"AKT1",0.351152948119939,0.118562534638298
"60","chr15",58358811,58358812,"ALDH1A2",-0.205563257507622,0.33522923783947
"61","chr15",101420989,101420990,"ALDH1A3",-0.383262801172363,0.0863484432629795
"62","chr12",34494764,34494765,"ALG10",0.380594135802469,0.0605337319581659
"63","chr19",6372485,6372486,"ALKBH7",0.441831153230772,0.0582308610867496
"64","chr2",3751038,3751039,"ALLC",0.409280245130392,0.0731422041311995
"65","chr17",6560106,6560107,"ALOX15P1",-0.212800382335373,0.381745824322373
"66","chr1",110612693,110612694,"ALX3",-0.274253106778534,0.255855959575691
"67","chr11",44331492,44331493,"ALX4",0.382547843476094,0.105993764868073
"68","chr3",134092629,134092630,"AMOTL2",0.371028004510974,0.0891330880090397
"69","chr7",2760806,2760807,"AMZ1",-0.322357028944182,0.133579226639755
"70","chr2",112546587,112546588,"ANAPC1",0.327168306257304,0.137216365386419
"71","chr9",140082674,140082675,"ANAPC2",0.41790520059949,0.0529461572922651
"72","chr1",213189026,213189027,"ANGEL2",-0.256825128075596,0.225717676930628
"73","chr8",108348749,108348750,"ANGPT1",-0.338817270281299,0.105324923825854
"74","chr9",129895924,129895925,"ANGPTL2",0.516592574015432,0.019694992021137
"75","chr8",41753289,41753290,"ANK1",-0.456548664649056,0.0285345730782588
"76","chr5",14871830,14871831,"ANKH",0.250709091501446,0.198159862918027
"77","chr7",91876031,91876032,"ANKIB1",-0.266613477676717,0.26986733514737
"78","chr19",17389218,17389219,"ANKLE1",-0.306776309466883,0.164933059017816
"79","chr12",133335588,133335589,"ANKLE2",0.581170315812642,0.00906368597489293
"80","chr9",33523794,33523795,"ANKRD18B",-0.386182598039216,0.0466280320177783
"81","chr1",143146315,143146316,"ANKRD20A12P",-0.282173706677908,0.111612713793912
"82","chr9",69511358,69511359,"ANKRD20A4P",-0.238842535083479,0.102072309649659
"83","chr10",37472831,37472832,"ANKRD30A",0.218061758645346,0.369803502430981
"84","chr18",14931932,14931933,"ANKRD30B",0.20791511990434,0.318615451022575
"85","chr2",133016363,133016364,"ANKRD30BL",-0.289536489097416,0.135056667507353
"86","chr21",14437720,14437721,"ANKRD30BP2",0.207468894428634,0.380110394724107
"87","chr15",40574947,40574948,"ANKRD63",0.230974765799275,0.327197959739823
"88","chr16",4785164,4785165,"ANKS3",0.442098163419005,0.034667240066242
"89","chr15",69112910,69112911,"ANP32A",0.533226955353434,0.0187247170394312
"90","chr2",69240516,69240517,"ANTXR1",0.275931436636823,0.252840583700954
"91","chr3",183887837,183887838,"AP2M1",-0.204501674624315,0.373889973391386
"92","chr19",47364848,47364849,"AP2S1",0.297313361013367,0.216396275203099
"93","chr5",77590891,77590892,"AP3B1",-0.470904308454262,0.017505734523247
"94","chr9",72287925,72287926,"APBA1",0.368369936388743,0.120700979812324
"95","chr1",150241389,150241390,"APH1A",-0.298730108867382,0.200758030729562
"96","chr3",195346684,195346685,"APOD",-0.354400170902512,0.0465739905673353
"97","chr9",67339164,67339165,"AQP7P1",0.332578143781054,0.130456656841325
"98","chr15",58418185,58418186,"AQP9",-0.392264124918311,0.0641232560493411
"99","chr8",143664849,143664850,"ARC",0.424902560555778,0.0548523060144958
"100","chr22",43191049,43191050,"ARFGAP3",0.276165648849728,0.225590061513744
"101","chr6",138482889,138482890,"ARFGEF3",0.440126794753661,0.0458612218402219
"102","chr17",36571031,36571032,"ARHGAP23",0.543539001509513,0.0132483893970508
"103","chr14",32546244,32546245,"ARHGAP5",0.32497388974006,0.121272732484631
"104","chr14",32466663,32466664,"ARHGAP5-AS1",0.259381768336134,0.256199282166785
"105","chr8",1792549,1792550,"ARHGEF10",0.227704744753429,0.163274646923411
"106","chr1",155947698,155947699,"ARHGEF2",0.302027896857409,0.208849878010434
"107","chr3",153839743,153839744,"ARHGEF26",0.368391762361106,0.0699874343270014
"108","chr14",21537298,21537299,"ARHGEF40",-0.224314371184005,0.281050269534441
"109","chr9",34627824,34627825,"ARID3C",0.560661791018901,0.00235039626495244
"110","chr14",58765347,58765348,"ARID4A",-0.387808945698931,0.100879530508262
"111","chr3",97483488,97483489,"ARL6",0.555628390754037,0.00320986179086478
"112","chr12",123466258,123466259,"ARL6IP4",-0.367239422143292,0.121933015184635
"113","chr7",98971678,98971679,"ARPC1B",-0.384515370908485,0.0852396017149626
"114","chr1",183604749,183604750,"ARPC5",0.294111313842107,0.121466012472078
"115","chr8",131371136,131371137,"ASAP1-IT1",-0.454789503726101,0.0383224222872349
"116","chr15",93311910,93311911,"ASB9P1",-0.261626192108939,0.0941982544571819
"117","chr22",30254179,30254180,"ASCC2",0.282634968992699,0.241021832300689
"118","chr12",103349994,103349995,"ASCL1",0.275626438283917,0.226534342623364
"119","chr16",29911881,29911882,"ASPHD1",0.498402647119112,0.0253079984503039
"120","chr1",177133536,177133537,"ASTN1",-0.293431509902555,0.209248872505149
"121","chr20",30946990,30946991,"ASXL1",0.337821419406958,0.145189138205241
"122","chr2",26100571,26100572,"ASXL2",0.250709733794381,0.300537560404437
"123","chr18",31158947,31158948,"ASXL3",0.211021738093221,0.311274257214109
"124","chr2",23923629,23923630,"ATAD2B",-0.283391080958956,0.225981993789951
"125","chr1",212782760,212782761,"ATF3",0.408707876220015,0.0249341148760457
"126","chr5",81242553,81242554,"ATG10",0.330605582359717,0.143252389232026
"127","chr11",72525006,72525007,"ATG16L2",-0.578499154637389,0.00946430948105194
"128","chr2",85981375,85981376,"ATOH8",0.483175639528963,0.00919866484253686
"129","chr13",113343968,113343969,"ATP11A",0.553600819145948,0.00922671914001874
"130","chr3",194207093,194207094,"ATP13A3-DT",-0.25842567845118,0.285404171104425
"131","chr3",193154720,193154721,"ATP13A4",0.294717536765743,0.0398143112896828
"132","chr1",160094127,160094128,"ATP1A2",-0.393723436155906,0.0858731644692477
"133","chr19",42501604,42501605,"ATP1A3",0.236297460627468,0.277695508057597
"134","chr1",169076036,169076037,"ATP1B1",0.20168609274338,0.368082240294814
"135","chr3",10749513,10749514,"ATP2B2",-0.225366490369303,0.35357806701259
"136","chr19",1242171,1242172,"ATP5F1D",0.532169260424921,0.0190052926353764
"137","chr12",54088832,54088833,"ATP5MC2",-0.304918038457832,0.138314929253877
"138","chr2",176046561,176046562,"ATP5MC3",0.332695555530778,0.163995073331685
"139","chr7",149745974,149745975,"ATP6V0E2-AS1",-0.236369510703776,0.289574342485516
"140","chr7",128499417,128499418,"ATP6V1F",-0.252072415205965,0.283652802669762
"141","chr5",10190119,10190120,"ATPSCKMT",-0.468903161844046,0.0370199587438991
"142","chr20",3451856,3451857,"ATRN",-0.354694313026985,0.0967749091804737
"143","chr6",16762586,16762587,"ATXN1",0.558297991241562,0.0129803464787222
"144","chr12",74947187,74947188,"ATXN7L3B",0.380022698094688,0.0810623061769097
"145","chr12",63545421,63545422,"AVPR1A",0.272453768161699,0.219936140915891
"146","chr8",103819582,103819583,"AZIN1",0.393131312280386,0.0424968287963914
"147","chr11",134259764,134259765,"B3GAT1",-0.247908626698649,0.30614925047603
"148","chr2",62423572,62423573,"B3GNT2",0.445264548105228,0.0120691011555305
"149","chr3",182971814,182971815,"B3GNT5",0.479546824402399,0.0177290519758522
"150","chr17",80928843,80928844,"B3GNTL1",-0.240392830887205,0.321515401158119
"151","chr12",58026066,58026067,"B4GALNT1",-0.331385754977378,0.142253670187908
"152","chr20",48329743,48329744,"B4GALT5",0.304913618332411,0.138320934466554
"153","chr8",104153061,104153062,"BAALC",0.526098704293562,0.0171848262718709
"154","chr21",42595912,42595913,"BACE2",-0.377710788523295,0.110858150454108
"155","chr6",91006671,91006672,"BACH2",-0.258997033504813,0.270184016961034
"156","chr9",33264379,33264380,"BAG1",-0.333790110982817,0.0956171466870196
"157","chr21",11055903,11055904,"BAGE",-0.233834310324399,0.169874272608655
"158","chr21",11169065,11169066,"BAGE3",-0.337365469683375,0.0190305304294379
"159","chr17",79370671,79370672,"BAHCC1",0.448972454587908,0.0165482342929559
"160","chr15",40733504,40733505,"BAHD1",0.361668462836052,0.0981496389161031
"161","chr16",1384450,1384451,"BAIAP3",0.361575120785049,0.107284084340839
"162","chr16",88211962,88211963,"BANP",-0.213120149840856,0.353638501712229
"163","chr9",135462266,135462267,"BARHL1",0.376264645006882,0.112343038567576
"164","chr9",96718152,96718153,"BARX1",0.506743319735185,0.0225955049587809
"165","chr1",212873024,212873025,"BATF3",0.358476130640858,0.120654034435143
"166","chr4",122791079,122791080,"BBS7",0.256058798626874,0.289995662769488
"167","chr1",156627830,156627831,"BCAN",0.344662962810583,0.0533846595981501
"168","chr2",60781640,60781641,"BCL11A",0.526634360823522,0.02052838791866
"169","chr14",99590226,99590227,"BCL11B",0.453641037906129,0.0510792384681789
"170","chr3",187461602,187461603,"BCL6",-0.361566108663113,0.0982518174738111
"171","chr11",118796684,118796685,"BCL9L",0.602250141539897,0.00635969598124562
"172","chr3",197282119,197282120,"BDH1",0.36241611341322,0.0750104511880487
"173","chr11",27721493,27721494,"BDNF",0.276670561796505,0.171233816769301
"174","chr2",127864266,127864267,"BIN1",0.214545322145465,0.377761557304187
"175","chr22",16123315,16123316,"BMS1P18",-0.444104732979655,0.0203055881162778
"176","chr3",112930747,112930748,"BOC",0.287066430366323,0.184143532944787
"177","chr4",13629380,13629381,"BOD1L1",0.302161154263786,0.208639128657755
"178","chr1",149871167,149871168,"BOLA1",0.635222685625681,0.002617182291698
"179","chr7",140624948,140624949,"BRAF",0.592841728100144,0.00364099370542542
"180","chr9",122131596,122131597,"BRINP1",-0.41642311216016,0.067793991310939
"181","chr5",72733052,72733053,"BTF3",0.266140388598038,0.256717259979713
"182","chr7",73098105,73098106,"BUD23",0.399093996571669,0.0657740699473449
"183","chr14",104825678,104825679,"C14orf180",-0.352838562513541,0.0908058764294692
"184","chr18",43753768,43753769,"C18orf25",0.532169260424921,0.0190052926353764
"185","chr5",34190475,34190476,"C1QTNF3",-0.338493289645439,0.0131687903489487
"186","chr13",24932327,24932328,"C1QTNF9",-0.206382129687376,0.311760755654582
"187","chr1",162360343,162360344,"C1orf226",-0.447237016229182,0.0249892798397583
"188","chr19",411115,411116,"C2CD4C",-0.636850054010934,0.000268538492359653
"189","chr1",151812404,151812405,"C2CD4D",0.350350304723712,0.0932665189809483
"190","chr1",151810336,151810337,"C2CD4D-AS1",0.288014009561018,0.182635370331481
"191","chr5",2756205,2756206,"C5orf38",0.475997695369909,0.0161636473761303
"192","chr6",49518221,49518222,"C6orf141",-0.207607408515447,0.246328434839615
"193","chr7",1156955,1156956,"C7orf50",-0.436835420483915,0.00979103808541879
"194","chr8",145753872,145753873,"C8orf82",0.320140845015972,0.181479269851716
"195","chr9",74526624,74526625,"C9orf85",-0.226454428892673,0.337016478221347
"196","chr17",50235744,50235745,"CA10",-0.343039747514864,0.127915030304899
"197","chr20",60991047,60991048,"CABLES2",0.287009145307519,0.219854728921568
"198","chr9",140772502,140772503,"CACNA1B",-0.258770735630828,0.270617730979847
"199","chr12",2576956,2576957,"CACNA1C",0.257809087862383,0.286595964779945
"200","chr1",181696429,181696430,"CACNA1E",-0.294174839339802,0.153469988259618
"201","chr17",48638843,48638844,"CACNA1G",0.316358914050421,0.186983154715281
"202","chr16",1249748,1249749,"CACNA1H",0.418624175020001,0.0662067161919167
"203","chr12",2017274,2017275,"CACNA2D4",0.299868161246501,0.212285086467138
"204","chr10",18430087,18430088,"CACNB2",0.463928837060812,0.0341371718704929
"205","chr12",49211998,49211999,"CACNB3",0.479519013928393,0.0278331942634618
"206","chr22",37099703,37099704,"CACNG2",0.348724617195613,0.102927486765001
"207","chr3",183977488,183977489,"CAMK2N2",-0.381269480031964,0.0971882180932197
"208","chr1",200708272,200708273,"CAMSAP2",0.202962962962963,0.32002127999098
"209","chr1",7554523,7554524,"CAMTA1",-0.329361821407653,0.134446140136892
"210","chr19",36619212,36619213,"CAPNS1",0.472070539150456,0.0412778735439752
"211","chr17",73502081,73502082,"CASKIN2",-0.437886992175207,0.0607799027759549
"212","chr11",65790365,65790366,"CATSPER1",-0.272086504309915,0.259782006537897
"213","chr19",38827042,38827043,"CATSPERG",0.265925253909706,0.243966079279482
"214","chr7",116166170,116166171,"CAV1",0.534051385700315,0.0185083077041404
"215","chr17",40575212,40575213,"CAVIN1",0.567882265776467,0.00900232494889016
"216","chr16",89070343,89070344,"CBFA2T3",-0.250848896948049,0.286075017335833
"217","chr3",105598966,105598967,"CBLB",-0.205680716152479,0.371081305322688
"218","chr16",49309483,49309484,"CBLN1",-0.293025622344631,0.197361039435786
"219","chr9",70646706,70646707,"CBWD3",-0.472875220774891,0.0408855928533371
"220","chr17",77752824,77752825,"CBX2",0.397380864245329,0.0827429800702912
"221","chr7",26240837,26240838,"CBX3",0.402110985693689,0.0707579143896414
"222","chr17",77813797,77813798,"CBX4",0.409147269345925,0.0471132304065577
"223","chr17",77783702,77783703,"CBX8",0.408667139422683,0.0736155305096401
"224","chr18",57364812,57364813,"CCBE1",0.428254229037852,0.0595888823128467
"225","chr2",131100001,131100002,"CCDC115",0.369394425669094,0.099349988071183
"226","chr7",128434530,128434531,"CCDC136",-0.565749358839949,0.00395915985783964
"227","chr3",123680247,123680248,"CCDC14",0.369514495370191,0.0992316068065475
"228","chr2",223160410,223160411,"CCDC140",-0.206115529975238,0.38329545637148
"229","chr7",76751257,76751258,"CCDC146",0.275884540281642,0.213952240997854
"230","chr18",31020825,31020826,"CCDC178",0.221434572448636,0.321998193200513
"231","chr12",48577710,48577711,"CCDC184",0.418169124212336,0.0592342936699487
"232","chr22",20142602,20142603,"CCDC188",0.35711143928854,0.133370814278715
"233","chr17",41400943,41400944,"CCDC200",-0.39663242890231,0.00768660939951584
"234","chr17",78011942,78011943,"CCDC40",0.477861196442171,0.0385184813347205
"235","chr3",191047460,191047461,"CCDC50",0.428602946454874,0.0671105055213435
"236","chr12",49284785,49284786,"CCDC65",0.260512291191654,0.281393622756025
"237","chr12",498478,498479,"CCDC77",0.387979598708598,0.100716688416483
"238","chr19",46919793,46919794,"CCDC8",0.482437879537055,0.0364400582840191
"239","chr2",56412630,56412631,"CCDC85A",0.308331371489066,0.142685676416146
"240","chr12",28343559,28343560,"CCDC91",-0.425450871543026,0.0614612692340194
"241","chr12",124457133,124457134,"CCDC92",0.520327929203138,0.0186759621691475
"242","chr2",118771240,118771241,"CCDC93",-0.385704038913002,0.102903784227241
"243","chr20",30583896,30583897,"CCM2L",-0.314598466247629,0.176715692143299
"244","chr13",37005673,37005674,"CCNA1",0.277521280679975,0.223227452964971
"245","chr12",4380479,4380480,"CCND2",0.302835110872611,0.110302006681002
"246","chr3",156877704,156877705,"CCNL1",0.378248977733749,0.100089165478829
"247","chr19",40732076,40732077,"CCNP",0.336260760516508,0.116694159805271
"248","chr7",6998221,6998222,"CCZ1B",0.483380200164777,0.0143690542607759
"249","chr7",97557534,97557535,"CCZ1P-OR7E38P",0.44993808021706,0.0356337847173696
"250","chr1",158237115,158237116,"CD1A",-0.581764194322975,0.0035915714789126
"251","chr19",7805722,7805723,"CD209",-0.301496478873239,0.209691719646935
"252","chr12",6901903,6901904,"CD4",-0.355917751011134,0.0743367538640752
"253","chr11",35161051,35161052,"CD44",0.614567011763943,0.000502368778335677
"254","chr1",207925600,207925601,"CD46",0.405567166346416,0.0760438428369043
"255","chr3",107810308,107810309,"CD47",0.515687412125549,0.0167208880128466
"256","chr1",227505532,227505533,"CDC42BPA",0.295941184328057,0.192732326844882
"257","chr14",103541652,103541653,"CDC42BPB",0.37746991116391,0.0572917105427785
"258","chr2",37898491,37898492,"CDC42EP3",0.536778854581049,0.0100034352919248
"259","chr20",44934715,44934716,"CDH22",0.370352053449506,0.0819346357969948
"260","chr16",68680148,68680149,"CDH3",-0.453804672288337,0.044453330112388
"261","chr20",59982006,59982007,"CDH4",-0.371794871794872,0.106498264620851
"262","chr7",90225771,90225772,"CDK14",0.374292029027651,0.0715595720344951
"263","chr12",96794237,96794238,"CDK17",0.521114517602614,0.0184668407344638
"264","chr1",205474012,205474013,"CDK18",0.420286738869587,0.0364523911718717
"265","chr7",92464064,92464065,"CDK6",-0.316196888922001,0.187221423932205
"266","chr11",2906765,2906766,"CDKN1C",-0.376949668901016,0.0762214135136097
"267","chr1",51434923,51434924,"CDKN2C",0.44739241098991,0.0149552539225288
"268","chr11",125974869,125974870,"CDON",-0.454099012382383,0.044298218328971
"269","chr17",20475276,20475277,"CDRT15L2",-0.213066235851697,0.329007098718449
"270","chr3",133292873,133292874,"CDV3",0.298955480539474,0.200402053026112
"271","chr6",4580430,4580431,"CDYL",0.244042460456741,0.313997511780605
"272","chr22",17745447,17745448,"CECR3",0.271887610326929,0.260144305088578
"273","chr22",17517505,17517506,"CECR7",0.27011658063415,0.116571735524046
"274","chr18",34906081,34906082,"CELF4",-0.485714332637542,0.0350061862057502
"275","chr19",59118057,59118058,"CENPBD2P",-0.288088264414712,0.172207284654007
"276","chr18",13098558,13098559,"CEP192",0.314473995109555,0.176896273421445
"277","chr2",65283138,65283139,"CEP68",0.532169260424921,0.0190052926353764
"278","chr5",640933,640934,"CEP72",0.354437202848117,0.114920251165222
"279","chr5",603918,603919,"CEP72-DT",-0.352422907488987,0.138913020954232
"280","chr2",182521372,182521373,"CERKL",-0.2731935198858,0.257771305019413
"281","chr1",161369328,161369329,"CFAP126",-0.309352911144188,0.197472405501466
"282","chr2",55746287,55746288,"CFAP36",0.278393063130418,0.198345663375188
"283","chr15",20545700,20545701,"CHEK2P2",-0.636605405327445,0.00254406756770051
"284","chr14",93425162,93425163,"CHGA",-0.402804957599478,0.0702274662019224
"285","chr20",32397507,32397508,"CHMP4B",-0.460208495786358,0.0311487991267854
"286","chr8",141567425,141567426,"CHRAC1",0.470828906587949,0.0418888353399882
"287","chr3",184097554,184097555,"CHRD",0.319094779387166,0.147762131421686
"288","chr20",62047094,62047095,"CHRNA4",0.256129926357482,0.275711219686411
"289","chr15",32535118,32535119,"CHRNA7",-0.277779467334595,0.199377701895335
"290","chr1",154544637,154544638,"CHRNB2",-0.583518384586602,0.00872296382174682
"291","chr3",126241178,126241179,"CHST13",0.258704546643008,0.270744668675967
"292","chr3",142839068,142839069,"CHST2",-0.34456757126824,0.148556063061477
"293","chr19",42796743,42796744,"CIC",0.618629565143739,0.0027939257732335
"294","chr14",77564750,77564751,"CIPC",-0.361463841341406,0.0983539875612738
"295","chr19",1261791,1261792,"CIRBP",0.292599412018875,0.175457127923473
"296","chr14",103988839,103988840,"CKB",0.341953865847818,0.129205603336358
"297","chr2",122406587,122406588,"CLASP1",0.376561274384604,0.112037307583564
"298","chr3",184079230,184079231,"CLCN2",0.311362706521281,0.0939606536822749
"299","chr3",170136539,170136540,"CLDN11",0.395576034559414,0.0759019960449427
"300","chr7",73222959,73222960,"CLDN4",0.416550841093362,0.0480162221424548
"301","chr19",51227286,51227287,"CLEC11A",-0.273858940645797,0.242653592872057
"302","chr16",69985435,69985436,"CLEC18A",0.257103815036711,0.204817284227297
"303","chr16",74444648,74444649,"CLEC18B",-0.299887027178495,0.198935128954426
"304","chr12",9892519,9892520,"CLECL1",0.27643512416461,0.238072109375514
"305","chr6",35754873,35754874,"CLPSL1",-0.28125,0.24343412455034
"306","chr5",1333674,1333675,"CLPTM1L",0.409317558146522,0.0180121149600015
"307","chr3",139655022,139655023,"CLSTN2",0.388339261674753,0.0819198488871534
"308","chr8",62186513,62186514,"CLVS1",-0.208840307375192,0.316418187637468
"309","chr3",28167734,28167735,"CMC1",0.201993139278259,0.259620396185217
"310","chr2",7005909,7005910,"CMPK2",0.479511226913523,0.0177387088671364
"311","chr8",88339773,88339774,"CNBD1",-0.310708204258131,0.170414998781387
"312","chr20",34589749,34589750,"CNBD2",0.403014514913254,0.0871041172884416
"313","chr1",224803954,224803955,"CNIH3",0.400178854597223,0.089562035960196
"314","chr19",54648553,54648554,"CNOT3",-0.237971369397546,0.262815051450698
"315","chr2",68546997,68546998,"CNRIP1",0.278349380198942,0.23470418069606
"316","chr9",34590343,34590344,"CNTFR",-0.371343371020926,0.0974411996668059
"317","chr1",205014399,205014400,"CNTN2",-0.290781256695959,0.141166827496579
"318","chr9",39131695,39131696,"CNTNAP3",0.209782460239264,0.336690985409556
"319","chr2",124782181,124782182,"CNTNAP5",0.275485760885118,0.192596497552293
"320","chr7",51454413,51454414,"COBL",-0.262726804823057,0.133314362402243
"321","chr10",71561842,71561843,"COL13A1",0.50648526325008,0.0226758153239649
"322","chr17",48278581,48278582,"COL1A1",-0.348587565062425,0.131999911799313
"323","chr7",101007018,101007019,"COL26A1",0.250778772480103,0.300400041148889
"324","chr9",116917098,116917099,"COL27A1",0.458677353463158,0.0211019950901401
"325","chr13",110951522,110951523,"COL4A1",-0.220659532514108,0.363985795904189
"326","chr13",111062247,111062248,"COL4A2-AS1",0.25264123661202,0.296704553374742
"327","chr18",500086,500087,"COLEC12",0.72675123455534,0.000190321555779098
"328","chr10",76994245,76994246,"COMTD1",0.445153906185842,0.0378891668312404
"329","chr1",176176004,176176005,"COP1",0.378248977733749,0.100089165478829
"330","chr16",30180290,30180291,"CORO1A",0.460168063295387,0.0180082416656641
"331","chr15",68870393,68870394,"CORO2B",-0.254908537463678,0.278087054909558
"332","chr17",27945608,27945609,"CORO6",0.246370650134434,0.3092570463068
"333","chr3",194057635,194057636,"CPN2",0.327191201429151,0.127521267266604
"334","chr6",36807524,36807525,"CPNE5",0.378963059882963,0.0993977268376615
"335","chr7",99037021,99037022,"CPSF4",-0.378534125891649,0.0998126405863751
"336","chr20",2785721,2785722,"CPXM1",0.316328985445722,0.174218067133131
"337","chr10",125705986,125705987,"CPXM2",0.57121621913932,0.00851913077462705
"338","chr1",207818618,207818619,"CR1L",0.217814256757297,0.265514669565043
"339","chr1",156676532,156676533,"CRABP2",-0.206730331997019,0.332432059851
"340","chr1",197170433,197170434,"CRB1",0.607169363645956,0.00583478021590259
"341","chr2",208394809,208394810,"CREB1",0.387808945698931,0.100879530508262
"342","chr11",46299234,46299235,"CREB3L1",0.499389266294985,0.0249743465398924
"343","chr2",36582681,36582682,"CRIM1-DT",0.294035721776093,0.208268832013353
"344","chr14",105940326,105940327,"CRIP2",0.519935968372217,0.0187808718213548
"345","chr8",75875452,75875453,"CRISPLD1",-0.28637568365966,0.041618153596914
"346","chr1",17241084,17241085,"CROCC",0.524086182679473,0.0176936145466586
"347","chr1",16971050,16971051,"CROCCP2",0.474210493008091,0.00347967542107715
"348","chr1",153930617,153930618,"CRTC2",0.419891104865182,0.0167327996143426
"349","chr15",91074073,91074074,"CRTC3",0.294883912309794,0.152434894151534
"350","chr12",107486834,107486835,"CRY1",0.291733046480764,0.21202013127446
"351","chr8",4849919,4849920,"CSMD1",-0.335793371461058,0.126553925734047
"352","chr10",126849495,126849496,"CTBP2",0.578458780079781,0.00196419890587132
"353","chr9",111775093,111775094,"CTNNAL1",-0.629749274215679,0.00128134514282255
"354","chr20",36346964,36346965,"CTNNBL1",0.258412753623554,0.21231275143973
"355","chr5",11903681,11903682,"CTNND2",0.433211838469837,0.0344583677183895
