# GREAT version 4.0.4	Species assembly: hg19	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
# Ontology summary statistics are provided in the footer.
#
# Ontology	ID	Desc	BinomRank	BinomP	BinomBonfP	BinomFdrQ	RegionFoldEnrich	ExpRegions	ObsRegions	GenomeFrac	SetCov	HyperRank	HyperP	HyperBonfP	HyperFdrQ	GeneFoldEnrich	ExpGenes	ObsGenes	TotalGenes	GeneSetCov	TermCov	Regions	Genes
Ensembl Genes	11395	GPR39	27	1.748759e-8	3.243773e-4	1.201397e-5	1.220938e+1	8.190423e-1	10	4.095211e-4	5.000000e-3	1	1.133215e-1	1.000000e+0	1.000000e+0	8.824453e+0	1.133215e-1	1	1	4.757374e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	GPR39
Ensembl Genes	14370	MRFAP1	28	2.273875e-8	4.217811e-4	1.506361e-5	6.392991e+1	7.821066e-2	5	3.910533e-5	2.500000e-3	1	1.133215e-1	1.000000e+0	1.000000e+0	8.824453e+0	1.133215e-1	1	1	4.757374e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed	MRFAP1
Ensembl Genes	10688	FAM150B	29	2.325705e-8	4.313950e-4	1.487569e-5	2.458361e+1	2.847426e-1	7	1.423713e-4	3.500000e-3	1	1.133215e-1	1.000000e+0	1.000000e+0	8.824453e+0	1.133215e-1	1	1	4.757374e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	FAM150B
Ensembl Genes	6885	SSTR5	30	2.328853e-8	4.319789e-4	1.439930e-5	6.362117e+1	7.859020e-2	5	3.929510e-5	2.500000e-3	1	1.133215e-1	1.000000e+0	1.000000e+0	8.824453e+0	1.133215e-1	1	1	4.757374e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed	SSTR5
Ensembl Genes	14319	NKX1-1	31	2.873525e-8	5.330102e-4	1.719388e-5	3.530365e+1	1.699541e-1	6	8.497705e-5	3.000000e-3	1	1.133215e-1	1.000000e+0	1.000000e+0	8.824453e+0	1.133215e-1	1	1	4.757374e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	NKX1-1
Ensembl Genes	17029	ELFN1	32	3.233767e-8	5.998314e-4	1.874473e-5	1.741410e+1	4.593980e-1	8	2.296990e-4	4.000000e-3	1	1.133215e-1	1.000000e+0	1.000000e+0	8.824453e+0	1.133215e-1	1	1	4.757374e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	ELFN1
Ensembl Genes	11018	ETAA1	33	3.538116e-8	6.562851e-4	1.988743e-5	9.681087e+0	1.136236e+0	11	5.681180e-4	5.500000e-3	1	1.133215e-1	1.000000e+0	1.000000e+0	8.824453e+0	1.133215e-1	1	1	4.757374e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	ETAA1
Ensembl Genes	1136	HIST2H3PS2	34	3.662133e-8	6.792891e-4	1.997909e-5	1.713108e+1	4.669874e-1	8	2.334937e-4	4.000000e-3	1	1.133215e-1	1.000000e+0	1.000000e+0	8.824453e+0	1.133215e-1	1	1	4.757374e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	HIST2H3PS2
Ensembl Genes	15673	PCDHGA11	35	4.731515e-8	8.776487e-4	2.507568e-5	4.554838e+2	6.586403e-3	3	3.293202e-6	1.500000e-3	1	1.133215e-1	1.000000e+0	1.000000e+0	8.824453e+0	1.133215e-1	1	1	4.757374e-4	1.000000e+0	unnamed,unnamed,unnamed	PCDHGA11
Ensembl Genes	9194	CTDP1	36	5.070541e-8	9.405347e-4	2.612596e-5	2.189814e+1	3.196618e-1	7	1.598309e-4	3.500000e-3	1	1.133215e-1	1.000000e+0	1.000000e+0	8.824453e+0	1.133215e-1	1	1	4.757374e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	CTDP1
Ensembl Genes	2876	TMEM80	37	6.544548e-8	1.213948e-3	3.280941e-5	4.087252e+2	7.339894e-3	3	3.669947e-6	1.500000e-3	1	1.133215e-1	1.000000e+0	1.000000e+0	8.824453e+0	1.133215e-1	1	1	4.757374e-4	1.000000e+0	unnamed,unnamed,unnamed	TMEM80
Ensembl Genes	5467	POU4F1	38	7.418046e-8	1.375973e-3	3.620983e-5	1.560571e+1	5.126330e-1	8	2.563165e-4	4.000000e-3	1	1.133215e-1	1.000000e+0	1.000000e+0	8.824453e+0	1.133215e-1	1	1	4.757374e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	POU4F1
Ensembl Genes	1135	NBPF16	39	7.751795e-8	1.437880e-3	3.686873e-5	1.551497e+1	5.156309e-1	8	2.578154e-4	4.000000e-3	1	1.133215e-1	1.000000e+0	1.000000e+0	8.824453e+0	1.133215e-1	1	1	4.757374e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	NBPF16
Ensembl Genes	12364	SLC35C2	40	9.294018e-8	1.723947e-3	4.309868e-5	4.803436e+1	1.040922e-1	5	5.204608e-5	2.500000e-3	1	1.133215e-1	1.000000e+0	1.000000e+0	8.824453e+0	1.133215e-1	1	1	4.757374e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed	SLC35C2
Ensembl Genes	10487	ZNF331	41	1.255267e-7	2.328395e-3	5.679012e-5	4.518272e+1	1.106618e-1	5	5.533089e-5	2.500000e-3	1	1.133215e-1	1.000000e+0	1.000000e+0	8.824453e+0	1.133215e-1	1	1	4.757374e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed	ZNF331
Ensembl Genes	11315	PSD4	42	1.284050e-7	2.381784e-3	5.670915e-5	4.497449e+1	1.111741e-1	5	5.558706e-5	2.500000e-3	1	1.133215e-1	1.000000e+0	1.000000e+0	8.824453e+0	1.133215e-1	1	1	4.757374e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed	PSD4
Ensembl Genes	17564	FIS1	43	3.336259e-7	6.188427e-3	1.439169e-4	7.433717e+1	5.380888e-2	4	2.690444e-5	2.000000e-3	1	1.133215e-1	1.000000e+0	1.000000e+0	8.824453e+0	1.133215e-1	1	1	4.757374e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed	FIS1
Ensembl Genes	5466	EDNRB	44	3.519646e-7	6.528591e-3	1.483771e-4	1.267966e+1	6.309317e-1	8	3.154659e-4	4.000000e-3	1	1.133215e-1	1.000000e+0	1.000000e+0	8.824453e+0	1.133215e-1	1	1	4.757374e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	EDNRB
Ensembl Genes	8502	HOXB5	45	3.787552e-7	7.025530e-3	1.561229e-4	2.273197e+2	1.319727e-2	3	6.598635e-6	1.500000e-3	1	1.133215e-1	1.000000e+0	1.000000e+0	8.824453e+0	1.133215e-1	1	1	4.757374e-4	1.000000e+0	unnamed,unnamed,unnamed	HOXB5
Ensembl Genes	17208	TBX20	46	5.344645e-7	9.913782e-3	2.155170e-4	1.538142e+1	4.550944e-1	7	2.275472e-4	3.500000e-3	1	1.133215e-1	1.000000e+0	1.000000e+0	8.824453e+0	1.133215e-1	1	1	4.757374e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	TBX20
Ensembl Genes	8284	KRT26	47	5.356571e-7	9.935904e-3	2.114022e-4	2.024349e+2	1.481958e-2	3	7.409791e-6	1.500000e-3	1	1.133215e-1	1.000000e+0	1.000000e+0	8.824453e+0	1.133215e-1	1	1	4.757374e-4	1.000000e+0	unnamed,unnamed,unnamed	KRT26
Ensembl Genes	8285	KRT27	48	5.818505e-7	1.079274e-2	2.248489e-4	1.969089e+2	1.523547e-2	3	7.617735e-6	1.500000e-3	1	1.133215e-1	1.000000e+0	1.000000e+0	8.824453e+0	1.133215e-1	1	1	4.757374e-4	1.000000e+0	unnamed,unnamed,unnamed	KRT27
Ensembl Genes	3244	CREB3L1	49	7.888679e-7	1.463271e-2	2.986267e-4	3.102298e+1	1.611708e-1	5	8.058541e-5	2.500000e-3	1	1.133215e-1	1.000000e+0	1.000000e+0	8.824453e+0	1.133215e-1	1	1	4.757374e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed	CREB3L1
Ensembl Genes	19628	JADE3	50	8.723471e-7	1.618117e-2	3.236233e-4	3.038816e+1	1.645378e-1	5	8.226888e-5	2.500000e-3	1	1.133215e-1	1.000000e+0	1.000000e+0	8.824453e+0	1.133215e-1	1	1	4.757374e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed	JADE3
Ensembl Genes	12363	CDH22	51	1.016098e-6	1.884760e-2	3.695608e-4	2.944950e+1	1.697821e-1	5	8.489107e-5	2.500000e-3	1	1.133215e-1	1.000000e+0	1.000000e+0	8.824453e+0	1.133215e-1	1	1	4.757374e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed	CDH22
Ensembl Genes	20236	RPL10	52	1.023742e-6	1.898939e-2	3.651806e-4	1.629779e+2	1.840740e-2	3	9.203700e-6	1.500000e-3	1	1.133215e-1	1.000000e+0	1.000000e+0	8.824453e+0	1.133215e-1	1	1	4.757374e-4	1.000000e+0	unnamed,unnamed,unnamed	RPL10
Ensembl Genes	7680	CDH15	53	1.173706e-6	2.177107e-2	4.107750e-4	5.406116e+1	7.399027e-2	4	3.699514e-5	2.000000e-3	1	1.133215e-1	1.000000e+0	1.000000e+0	8.824453e+0	1.133215e-1	1	1	4.757374e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed	CDH15
Ensembl Genes	3450	MYRF	54	1.188986e-6	2.205450e-2	4.084167e-4	5.388402e+1	7.423351e-2	4	3.711676e-5	2.000000e-3	1	1.133215e-1	1.000000e+0	1.000000e+0	8.824453e+0	1.133215e-1	1	1	4.757374e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed	MYRF
Ensembl Genes	14320	FAM53A	55	1.230345e-6	2.282167e-2	4.149394e-4	2.831191e+1	1.766041e-1	5	8.830205e-5	2.500000e-3	1	1.133215e-1	1.000000e+0	1.000000e+0	8.824453e+0	1.133215e-1	1	1	4.757374e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed	FAM53A
Ensembl Genes	11316	PAX8	56	1.354530e-6	2.512518e-2	4.486639e-4	2.775637e+1	1.801388e-1	5	9.006940e-5	2.500000e-3	1	1.133215e-1	1.000000e+0	1.000000e+0	8.824453e+0	1.133215e-1	1	1	4.757374e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed	PAX8
Ensembl Genes	15077	ZDHHC11	57	1.665342e-6	3.089043e-2	5.419373e-4	4.946580e+1	8.086395e-2	4	4.043198e-5	2.000000e-3	1	1.133215e-1	1.000000e+0	1.000000e+0	8.824453e+0	1.133215e-1	1	1	4.757374e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed	ZDHHC11
Ensembl Genes	26	ACAP3	58	1.760998e-6	3.266475e-2	5.631854e-4	1.358966e+2	2.207560e-2	3	1.103780e-5	1.500000e-3	1	1.133215e-1	1.000000e+0	1.000000e+0	8.824453e+0	1.133215e-1	1	1	4.757374e-4	1.000000e+0	unnamed,unnamed,unnamed	ACAP3
Ensembl Genes	15085	TERT	59	1.784816e-6	3.310655e-2	5.611280e-4	4.860247e+1	8.230034e-2	4	4.115017e-5	2.000000e-3	1	1.133215e-1	1.000000e+0	1.000000e+0	8.824453e+0	1.133215e-1	1	1	4.757374e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed	TERT
Ensembl Genes	11017	MEIS1	60	1.789518e-6	3.319377e-2	5.532295e-4	7.317508e+0	1.366585e+0	10	6.832927e-4	5.000000e-3	1	1.133215e-1	1.000000e+0	1.000000e+0	8.824453e+0	1.133215e-1	1	1	4.757374e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	MEIS1
Ensembl Genes	490	DLGAP3	61	1.894087e-6	3.513342e-2	5.759577e-4	4.787387e+1	8.355289e-2	4	4.177645e-5	2.000000e-3	1	1.133215e-1	1.000000e+0	1.000000e+0	8.824453e+0	1.133215e-1	1	1	4.757374e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed	DLGAP3
Ensembl Genes	8576	TRIM25	62	1.997133e-6	3.704482e-2	5.974971e-4	4.723335e+1	8.468592e-2	4	4.234296e-5	2.000000e-3	1	1.133215e-1	1.000000e+0	1.000000e+0	8.824453e+0	1.133215e-1	1	1	4.757374e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed	TRIM25
Ensembl Genes	2931	NAP1L4	63	2.051080e-6	3.804548e-2	6.038966e-4	4.691429e+1	8.526188e-2	4	4.263094e-5	2.000000e-3	1	1.133215e-1	1.000000e+0	1.000000e+0	8.824453e+0	1.133215e-1	1	1	4.757374e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed	NAP1L4
Ensembl Genes	14296	ZNF595	64	2.323838e-6	4.310487e-2	6.735136e-4	2.482862e+1	2.013805e-1	5	1.006903e-4	2.500000e-3	1	1.133215e-1	1.000000e+0	1.000000e+0	8.824453e+0	1.133215e-1	1	1	4.757374e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed	ZNF595
Ensembl Genes	2827	TTC40	65	2.473363e-6	4.587841e-2	7.058217e-4	2.451028e+1	2.039961e-1	5	1.019980e-4	2.500000e-3	1	1.133215e-1	1.000000e+0	1.000000e+0	8.824453e+0	1.133215e-1	1	1	4.757374e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed	TTC40
Ensembl Genes	8794	CYGB	66	2.710753e-6	5.028176e-2	7.618448e-4	1.175961e+2	2.551104e-2	3	1.275552e-5	1.500000e-3	1	1.133215e-1	1.000000e+0	1.000000e+0	8.824453e+0	1.133215e-1	1	1	4.757374e-4	1.000000e+0	unnamed,unnamed,unnamed	CYGB
Ensembl Genes	7270	RNF40	67	2.808198e-6	5.208926e-2	7.774517e-4	1.162111e+2	2.581509e-2	3	1.290755e-5	1.500000e-3	1	1.133215e-1	1.000000e+0	1.000000e+0	8.824453e+0	1.133215e-1	1	1	4.757374e-4	1.000000e+0	unnamed,unnamed,unnamed	RNF40
Ensembl Genes	20247	G6PD	68	2.814094e-6	5.219863e-2	7.676269e-4	1.161293e+2	2.583327e-2	3	1.291663e-5	1.500000e-3	1	1.133215e-1	1.000000e+0	1.000000e+0	8.824453e+0	1.133215e-1	1	1	4.757374e-4	1.000000e+0	unnamed,unnamed,unnamed	G6PD
Ensembl Genes	12499	RTEL1-TNFRSF6B	69	2.884111e-6	5.349737e-2	7.753243e-4	1.151757e+2	2.604715e-2	3	1.302358e-5	1.500000e-3	1	1.133215e-1	1.000000e+0	1.000000e+0	8.824453e+0	1.133215e-1	1	1	4.757374e-4	1.000000e+0	unnamed,unnamed,unnamed	RTEL1-TNFRSF6B
Ensembl Genes	10489	DPRX	70	2.885606e-6	5.352511e-2	7.646444e-4	2.374012e+1	2.106139e-1	5	1.053070e-4	2.500000e-3	1	1.133215e-1	1.000000e+0	1.000000e+0	8.824453e+0	1.133215e-1	1	1	4.757374e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed	DPRX
Ensembl Genes	489	SMIM12	71	3.018413e-6	5.598854e-2	7.885710e-4	4.252012e+1	9.407310e-2	4	4.703655e-5	2.000000e-3	1	1.133215e-1	1.000000e+0	1.000000e+0	8.824453e+0	1.133215e-1	1	1	4.757374e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed	SMIM12
Ensembl Genes	538	UTP11L	72	3.065858e-6	5.686860e-2	7.898417e-4	1.128381e+2	2.658676e-2	3	1.329338e-5	1.500000e-3	1	1.133215e-1	1.000000e+0	1.000000e+0	8.824453e+0	1.133215e-1	1	1	4.757374e-4	1.000000e+0	unnamed,unnamed,unnamed	UTP11L
Ensembl Genes	12500	TNFRSF6B	73	4.322493e-6	8.017792e-2	1.098328e-3	1.005487e+2	2.983627e-2	3	1.491814e-5	1.500000e-3	1	1.133215e-1	1.000000e+0	1.000000e+0	8.824453e+0	1.133215e-1	1	1	4.757374e-4	1.000000e+0	unnamed,unnamed,unnamed	TNFRSF6B
Ensembl Genes	8403	TMEM106A	74	4.359570e-6	8.086566e-2	1.092779e-3	3.871501e+1	1.033191e-1	4	5.165955e-5	2.000000e-3	1	1.133215e-1	1.000000e+0	1.000000e+0	8.824453e+0	1.133215e-1	1	1	4.757374e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed	TMEM106A
Ensembl Genes	19431	MT-ND1	75	4.518026e-6	8.380486e-2	1.117398e-3	6.645028e+2	3.009769e-3	2	1.504884e-6	1.000000e-3	1	1.133215e-1	1.000000e+0	1.000000e+0	8.824453e+0	1.133215e-1	1	1	4.757374e-4	1.000000e+0	unnamed,unnamed	MT-ND1
Ensembl Genes	20070	UTP14A	76	4.776457e-6	8.859850e-2	1.165770e-3	3.782277e+1	1.057564e-1	4	5.287820e-5	2.000000e-3	1	1.133215e-1	1.000000e+0	1.000000e+0	8.824453e+0	1.133215e-1	1	1	4.757374e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed	UTP14A
