# GREAT version 4.0.4	Species assembly: hg19	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
# Ontology summary statistics are provided in the footer.
#
# Ontology	ID	Desc	BinomRank	BinomP	BinomBonfP	BinomFdrQ	RegionFoldEnrich	ExpRegions	ObsRegions	GenomeFrac	SetCov	HyperRank	HyperP	HyperBonfP	HyperFdrQ	GeneFoldEnrich	ExpGenes	ObsGenes	TotalGenes	GeneSetCov	TermCov	Regions	Genes
Ensembl Genes	8502	HOXB5	11	7.811120e-11	1.448885e-6	1.317168e-7	6.061859e+2	6.598635e-3	4	6.598635e-6	4.000000e-3	1	5.817025e-2	1.000000e+0	1.000000e+0	1.719092e+1	5.817025e-2	1	1	9.267841e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed	HOXB5
Ensembl Genes	10296	LMTK3	12	1.141795e-10	2.117916e-6	1.764930e-7	1.856982e+2	2.692541e-2	5	2.692541e-5	5.000000e-3	1	5.817025e-2	1.000000e+0	1.000000e+0	1.719092e+1	5.817025e-2	1	1	9.267841e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed	LMTK3
Ensembl Genes	10689	TMEM18	13	1.371009e-10	2.543085e-6	1.956219e-7	3.531129e+1	2.265564e-1	8	2.265564e-4	8.000000e-3	1	5.817025e-2	1.000000e+0	1.000000e+0	1.719092e+1	5.817025e-2	1	1	9.267841e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	TMEM18
Ensembl Genes	18149	LETM2	14	1.900064e-10	3.524429e-6	2.517449e-7	1.676343e+2	2.982684e-2	5	2.982684e-5	5.000000e-3	1	5.817025e-2	1.000000e+0	1.000000e+0	1.719092e+1	5.817025e-2	1	1	9.267841e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed	LETM2
Ensembl Genes	11017	MEIS1	15	1.936575e-10	3.592153e-6	2.394769e-7	1.609852e+1	6.832927e-1	11	6.832927e-4	1.100000e-2	1	5.817025e-2	1.000000e+0	1.000000e+0	1.719092e+1	5.817025e-2	1	1	9.267841e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	MEIS1
Ensembl Genes	5467	POU4F1	16	3.584871e-10	6.649577e-6	4.155986e-7	3.121141e+1	2.563165e-1	8	2.563165e-4	8.000000e-3	1	5.817025e-2	1.000000e+0	1.000000e+0	1.719092e+1	5.817025e-2	1	1	9.267841e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	POU4F1
Ensembl Genes	11018	ETAA1	17	5.538431e-10	1.027324e-5	6.043080e-7	1.760198e+1	5.681180e-1	10	5.681180e-4	1.000000e-2	1	5.817025e-2	1.000000e+0	1.000000e+0	1.719092e+1	5.817025e-2	1	1	9.267841e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	ETAA1
Ensembl Genes	15077	ZDHHC11	18	8.620673e-10	1.599049e-5	8.883604e-7	1.236645e+2	4.043198e-2	5	4.043198e-5	5.000000e-3	1	5.817025e-2	1.000000e+0	1.000000e+0	1.719092e+1	5.817025e-2	1	1	9.267841e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed	ZDHHC11
Ensembl Genes	5466	EDNRB	19	1.791826e-9	3.323658e-5	1.749294e-6	2.535932e+1	3.154659e-1	8	3.154659e-4	8.000000e-3	1	5.817025e-2	1.000000e+0	1.000000e+0	1.719092e+1	5.817025e-2	1	1	9.267841e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	EDNRB
Ensembl Genes	12214	PIGU	20	3.278792e-9	6.081831e-5	3.040916e-6	9.447388e+1	5.292468e-2	5	5.292468e-5	5.000000e-3	1	5.817025e-2	1.000000e+0	1.000000e+0	1.719092e+1	5.817025e-2	1	1	9.267841e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed	PIGU
Ensembl Genes	15076	ZDHHC11B	21	3.295458e-9	6.112745e-5	2.910831e-6	9.437728e+1	5.297885e-2	5	5.297885e-5	5.000000e-3	1	5.817025e-2	1.000000e+0	1.000000e+0	1.719092e+1	5.817025e-2	1	1	9.267841e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed	ZDHHC11B
Ensembl Genes	12213	MAP1LC3A	22	4.132515e-9	7.665402e-5	3.484274e-6	9.016326e+1	5.545496e-2	5	5.545496e-5	5.000000e-3	1	5.817025e-2	1.000000e+0	1.000000e+0	1.719092e+1	5.817025e-2	1	1	9.267841e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed	MAP1LC3A
Ensembl Genes	17208	TBX20	23	5.037246e-9	9.343588e-5	4.062429e-6	3.076285e+1	2.275472e-1	7	2.275472e-4	7.000000e-3	1	5.817025e-2	1.000000e+0	1.000000e+0	1.719092e+1	5.817025e-2	1	1	9.267841e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	TBX20
Ensembl Genes	10688	FAM150B	24	1.009391e-8	1.872319e-4	7.801331e-6	4.214333e+1	1.423713e-1	6	1.423713e-4	6.000000e-3	1	5.817025e-2	1.000000e+0	1.000000e+0	1.719092e+1	5.817025e-2	1	1	9.267841e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	FAM150B
Ensembl Genes	9242	GPX4	25	1.849110e-8	3.429914e-4	1.371966e-5	1.539456e+2	2.598320e-2	4	2.598320e-5	4.000000e-3	1	5.817025e-2	1.000000e+0	1.000000e+0	1.719092e+1	5.817025e-2	1	1	9.267841e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed	GPX4
Ensembl Genes	14319	NKX1-1	26	3.407272e-8	6.320149e-4	2.430826e-5	5.883942e+1	8.497705e-2	5	8.497705e-5	5.000000e-3	1	5.817025e-2	1.000000e+0	1.000000e+0	1.719092e+1	5.817025e-2	1	1	9.267841e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed	NKX1-1
Ensembl Genes	9243	SBNO2	27	5.068168e-8	9.400945e-4	3.481831e-5	1.194668e+2	3.348211e-2	4	3.348211e-5	4.000000e-3	1	5.817025e-2	1.000000e+0	1.000000e+0	1.719092e+1	5.817025e-2	1	1	9.267841e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed	SBNO2
Ensembl Genes	8372	HSD17B1	28	5.627122e-8	1.043775e-3	3.727767e-5	4.296535e+2	6.982370e-3	3	6.982370e-6	3.000000e-3	1	5.817025e-2	1.000000e+0	1.000000e+0	1.719092e+1	5.817025e-2	1	1	9.267841e-4	1.000000e+0	unnamed,unnamed,unnamed	HSD17B1
Ensembl Genes	11390	MZT2A	29	5.800349e-8	1.075907e-3	3.710023e-5	2.143376e+1	3.265875e-1	7	3.265875e-4	7.000000e-3	1	5.817025e-2	1.000000e+0	1.000000e+0	1.719092e+1	5.817025e-2	1	1	9.267841e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	MZT2A
Ensembl Genes	13189	PANX2	30	7.286505e-8	1.351574e-3	4.505246e-5	1.090318e+2	3.668654e-2	4	3.668654e-5	4.000000e-3	1	5.817025e-2	1.000000e+0	1.000000e+0	1.719092e+1	5.817025e-2	1	1	9.267841e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed	PANX2
Ensembl Genes	10789	POMC	31	9.344078e-8	1.733233e-3	5.591074e-5	4.793506e+1	1.043078e-1	5	1.043078e-4	5.000000e-3	1	5.817025e-2	1.000000e+0	1.000000e+0	1.719092e+1	5.817025e-2	1	1	9.267841e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed	POMC
Ensembl Genes	17558	VGF	32	9.598989e-8	1.780516e-3	5.564114e-5	3.594660e+2	8.345713e-3	3	8.345713e-6	3.000000e-3	1	5.817025e-2	1.000000e+0	1.000000e+0	1.719092e+1	5.817025e-2	1	1	9.267841e-4	1.000000e+0	unnamed,unnamed,unnamed	VGF
Ensembl Genes	490	DLGAP3	33	1.220279e-7	2.263496e-3	6.859077e-5	9.574773e+1	4.177645e-2	4	4.177645e-5	4.000000e-3	1	5.817025e-2	1.000000e+0	1.000000e+0	1.719092e+1	5.817025e-2	1	1	9.267841e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed	DLGAP3
Ensembl Genes	489	SMIM12	34	1.952799e-7	3.622247e-3	1.065367e-4	8.504025e+1	4.703655e-2	4	4.703655e-5	4.000000e-3	1	5.817025e-2	1.000000e+0	1.000000e+0	1.719092e+1	5.817025e-2	1	1	9.267841e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed	SMIM12
Ensembl Genes	11395	GPR39	35	2.631780e-7	4.881689e-3	1.394768e-4	1.709313e+1	4.095211e-1	7	4.095211e-4	7.000000e-3	1	5.817025e-2	1.000000e+0	1.000000e+0	1.719092e+1	5.817025e-2	1	1	9.267841e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	GPR39
Ensembl Genes	8501	HOXB4	36	2.772685e-7	5.143053e-3	1.428626e-4	2.521827e+2	1.189614e-2	3	1.189614e-5	3.000000e-3	1	5.817025e-2	1.000000e+0	1.000000e+0	1.719092e+1	5.817025e-2	1	1	9.267841e-4	1.000000e+0	unnamed,unnamed,unnamed	HOXB4
Ensembl Genes	17557	AP1S1	37	3.417807e-7	6.339690e-3	1.713430e-4	2.351472e+2	1.275797e-2	3	1.275797e-5	3.000000e-3	1	5.817025e-2	1.000000e+0	1.000000e+0	1.719092e+1	5.817025e-2	1	1	9.267841e-4	1.000000e+0	unnamed,unnamed,unnamed	AP1S1
Ensembl Genes	7330	CBLN1	38	3.650663e-7	6.771615e-3	1.782004e-4	2.278105e+1	2.633768e-1	6	2.633768e-4	6.000000e-3	1	5.817025e-2	1.000000e+0	1.000000e+0	1.719092e+1	5.817025e-2	1	1	9.267841e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	CBLN1
Ensembl Genes	18150	FGFR1	39	3.675974e-7	6.818564e-3	1.748350e-4	3.624686e+1	1.379430e-1	5	1.379430e-4	5.000000e-3	1	5.817025e-2	1.000000e+0	1.000000e+0	1.719092e+1	5.817025e-2	1	1	9.267841e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed	FGFR1
Ensembl Genes	538	UTP11L	40	3.864875e-7	7.168957e-3	1.792239e-4	2.256763e+2	1.329338e-2	3	1.329338e-5	3.000000e-3	1	5.817025e-2	1.000000e+0	1.000000e+0	1.719092e+1	5.817025e-2	1	1	9.267841e-4	1.000000e+0	unnamed,unnamed,unnamed	UTP11L
Ensembl Genes	17978	SOX7	41	4.396335e-7	8.154762e-3	1.988966e-4	6.927745e+1	5.773885e-2	4	5.773885e-5	4.000000e-3	1	5.817025e-2	1.000000e+0	1.000000e+0	1.719092e+1	5.817025e-2	1	1	9.267841e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed	SOX7
Ensembl Genes	13418	KLHL40	42	7.341134e-7	1.361707e-2	3.242159e-4	1.820814e+2	1.647614e-2	3	1.647614e-5	3.000000e-3	1	5.817025e-2	1.000000e+0	1.000000e+0	1.719092e+1	5.817025e-2	1	1	9.267841e-4	1.000000e+0	unnamed,unnamed,unnamed	KLHL40
Ensembl Genes	5758	SFTA3	43	8.216678e-7	1.524112e-2	3.544446e-4	5.913375e+1	6.764326e-2	4	6.764326e-5	4.000000e-3	1	5.817025e-2	1.000000e+0	1.000000e+0	1.719092e+1	5.817025e-2	1	1	9.267841e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed	SFTA3
Ensembl Genes	8516	B4GALNT2	44	1.067191e-6	1.979533e-2	4.498938e-4	5.534123e+1	7.227884e-2	4	7.227884e-5	4.000000e-3	1	5.817025e-2	1.000000e+0	1.000000e+0	1.719092e+1	5.817025e-2	1	1	9.267841e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed	B4GALNT2
Ensembl Genes	3795	NARS2	45	2.037734e-6	3.779793e-2	8.399540e-4	1.688372e+1	3.553719e-1	6	3.553719e-4	6.000000e-3	1	5.817025e-2	1.000000e+0	1.000000e+0	1.719092e+1	5.817025e-2	1	1	9.267841e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	NARS2
Ensembl Genes	13191	ENSG00000073169	46	2.580327e-6	4.786249e-2	1.040489e-3	1.194984e+2	2.510494e-2	3	2.510494e-5	3.000000e-3	1	5.817025e-2	1.000000e+0	1.000000e+0	1.719092e+1	5.817025e-2	1	1	9.267841e-4	1.000000e+0	unnamed,unnamed,unnamed	ENSG00000073169
Ensembl Genes	17930	TDRP	47	2.971851e-6	5.512486e-2	1.172869e-3	1.580016e+1	3.797429e-1	6	3.797429e-4	6.000000e-3	1	5.817025e-2	1.000000e+0	1.000000e+0	1.719092e+1	5.817025e-2	1	1	9.267841e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	TDRP
Ensembl Genes	13417	ZBTB47	48	3.413474e-6	6.331653e-2	1.319094e-3	1.087897e+2	2.757615e-2	3	2.757615e-5	3.000000e-3	1	5.817025e-2	1.000000e+0	1.000000e+0	1.719092e+1	5.817025e-2	1	1	9.267841e-4	1.000000e+0	unnamed,unnamed,unnamed	ZBTB47
Ensembl Genes	19184	GPR144	49	4.410004e-6	8.180116e-2	1.669412e-3	9.982495e+1	3.005261e-2	3	3.005261e-5	3.000000e-3	1	5.817025e-2	1.000000e+0	1.000000e+0	1.719092e+1	5.817025e-2	1	1	9.267841e-4	1.000000e+0	unnamed,unnamed,unnamed	GPR144
Ensembl Genes	17932	DLGAP2	50	5.366724e-6	9.954736e-2	1.990947e-3	1.423384e+1	4.215305e-1	6	4.215305e-4	6.000000e-3	1	5.817025e-2	1.000000e+0	1.000000e+0	1.719092e+1	5.817025e-2	1	1	9.267841e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	DLGAP2
Ensembl Genes	18673	NFIB	51	1.138080e-5	2.111025e-1	4.139264e-3	1.245145e+1	4.818716e-1	6	4.818716e-4	6.000000e-3	1	5.817025e-2	1.000000e+0	1.000000e+0	1.719092e+1	5.817025e-2	1	1	9.267841e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	NFIB
Ensembl Genes	539	POU3F1	52	1.452513e-5	2.694266e-1	5.181281e-3	1.692942e+1	2.953439e-1	5	2.953439e-4	5.000000e-3	1	5.817025e-2	1.000000e+0	1.000000e+0	1.719092e+1	5.817025e-2	1	1	9.267841e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed	POU3F1
Ensembl Genes	2411	DDIT4	53	1.607271e-5	2.981327e-1	5.625145e-3	6.460291e+1	4.643753e-2	3	4.643753e-5	3.000000e-3	1	5.817025e-2	1.000000e+0	1.000000e+0	1.719092e+1	5.817025e-2	1	1	9.267841e-4	1.000000e+0	unnamed,unnamed,unnamed	DDIT4
Ensembl Genes	9578	ZNF136	54	1.712628e-5	3.176754e-1	5.882877e-3	6.323424e+1	4.744265e-2	3	4.744265e-5	3.000000e-3	1	5.817025e-2	1.000000e+0	1.000000e+0	1.719092e+1	5.817025e-2	1	1	9.267841e-4	1.000000e+0	unnamed,unnamed,unnamed	ZNF136
Ensembl Genes	3957	TTC12	55	1.716510e-5	3.183954e-1	5.789008e-3	2.722793e+1	1.469080e-1	4	1.469080e-4	4.000000e-3	1	5.817025e-2	1.000000e+0	1.000000e+0	1.719092e+1	5.817025e-2	1	1	9.267841e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed	TTC12
Ensembl Genes	9579	ZNF44	56	3.254471e-5	6.036718e-1	1.077985e-2	5.090644e+1	5.893164e-2	3	5.893164e-5	3.000000e-3	1	5.817025e-2	1.000000e+0	1.000000e+0	1.719092e+1	5.817025e-2	1	1	9.267841e-4	1.000000e+0	unnamed,unnamed,unnamed	ZNF44
Ensembl Genes	19263	PPP2R4	57	3.298343e-5	6.118096e-1	1.073350e-2	2.300277e+1	1.738921e-1	4	1.738921e-4	4.000000e-3	1	5.817025e-2	1.000000e+0	1.000000e+0	1.719092e+1	5.817025e-2	1	1	9.267841e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed	PPP2R4
Ensembl Genes	471	HPCA	58	3.654619e-5	6.778953e-1	1.168785e-2	2.331513e+2	8.578121e-3	2	8.578121e-6	2.000000e-3	1	5.817025e-2	1.000000e+0	1.000000e+0	1.719092e+1	5.817025e-2	1	1	9.267841e-4	1.000000e+0	unnamed,unnamed	HPCA
Ensembl Genes	14702	NKX6-1	59	3.891895e-5	7.219076e-1	1.223572e-2	1.374498e+1	3.637693e-1	5	3.637693e-4	5.000000e-3	1	5.817025e-2	1.000000e+0	1.000000e+0	1.719092e+1	5.817025e-2	1	1	9.267841e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed	NKX6-1
Ensembl Genes	19265	NTMT1	60	4.068015e-5	7.545761e-1	1.257627e-2	2.178578e+1	1.836060e-1	4	1.836060e-4	4.000000e-3	1	5.817025e-2	1.000000e+0	1.000000e+0	1.719092e+1	5.817025e-2	1	1	9.267841e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed	NTMT1
Ensembl Genes	12393	PTPN1	61	4.353967e-5	8.076173e-1	1.323963e-2	2.140507e+1	1.868716e-1	4	1.868716e-4	4.000000e-3	1	5.817025e-2	1.000000e+0	1.000000e+0	1.719092e+1	5.817025e-2	1	1	9.267841e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed	PTPN1
Ensembl Genes	675	FOXD2	62	5.906263e-5	1.000000e+0	1.767021e-2	1.977354e+1	2.022906e-1	4	2.022906e-4	4.000000e-3	1	5.817025e-2	1.000000e+0	1.000000e+0	1.719092e+1	5.817025e-2	1	1	9.267841e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed	FOXD2
Ensembl Genes	3796	TENM4	63	5.965340e-5	1.000000e+0	1.756367e-2	9.226260e+0	6.503177e-1	6	6.503177e-4	6.000000e-3	1	5.817025e-2	1.000000e+0	1.000000e+0	1.719092e+1	5.817025e-2	1	1	9.267841e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	TENM4
Ensembl Genes	14810	PITX2	64	6.110031e-5	1.000000e+0	1.770859e-2	1.248373e+1	4.005212e-1	5	4.005212e-4	5.000000e-3	1	5.817025e-2	1.000000e+0	1.000000e+0	1.719092e+1	5.817025e-2	1	1	9.267841e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed	PITX2
Ensembl Genes	9192	NFATC1	65	6.972230e-5	1.000000e+0	1.989660e-2	1.893657e+1	2.112315e-1	4	2.112315e-4	4.000000e-3	1	5.817025e-2	1.000000e+0	1.000000e+0	1.719092e+1	5.817025e-2	1	1	9.267841e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed	NFATC1
Ensembl Genes	7709	RPH3AL	66	7.007222e-5	1.000000e+0	1.969348e-2	3.925213e+1	7.642898e-2	3	7.642898e-5	3.000000e-3	1	5.817025e-2	1.000000e+0	1.000000e+0	1.719092e+1	5.817025e-2	1	1	9.267841e-4	1.000000e+0	unnamed,unnamed,unnamed	RPH3AL
Ensembl Genes	19387	PTGDS	67	7.034074e-5	1.000000e+0	1.947389e-2	1.678703e+2	1.191396e-2	2	1.191396e-5	2.000000e-3	1	5.817025e-2	1.000000e+0	1.000000e+0	1.719092e+1	5.817025e-2	1	1	9.267841e-4	1.000000e+0	unnamed,unnamed	PTGDS
Ensembl Genes	9187	ZNF236	68	8.250909e-5	1.000000e+0	2.250678e-2	1.812188e+1	2.207277e-1	4	2.207277e-4	4.000000e-3	1	5.817025e-2	1.000000e+0	1.000000e+0	1.719092e+1	5.817025e-2	1	1	9.267841e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed	ZNF236
Ensembl Genes	14320	FAM53A	69	1.071135e-4	1.000000e+0	2.879490e-2	3.397430e+1	8.830205e-2	3	8.830205e-5	3.000000e-3	1	5.817025e-2	1.000000e+0	1.000000e+0	1.719092e+1	5.817025e-2	1	1	9.267841e-4	1.000000e+0	unnamed,unnamed,unnamed	FAM53A
Ensembl Genes	5757	MBIP	70	1.128174e-4	1.000000e+0	2.989500e-2	1.669615e+1	2.395761e-1	4	2.395761e-4	4.000000e-3	1	5.817025e-2	1.000000e+0	1.000000e+0	1.719092e+1	5.817025e-2	1	1	9.267841e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed	MBIP
Ensembl Genes	16016	GCM2	71	1.140010e-4	1.000000e+0	2.978316e-2	1.317198e+2	1.518375e-2	2	1.518375e-5	2.000000e-3	1	5.817025e-2	1.000000e+0	1.000000e+0	1.719092e+1	5.817025e-2	1	1	9.267841e-4	1.000000e+0	unnamed,unnamed	GCM2
Ensembl Genes	15962	FOXF2	72	1.636629e-4	1.000000e+0	4.216365e-2	2.939682e+1	1.020519e-1	3	1.020519e-4	3.000000e-3	1	5.817025e-2	1.000000e+0	1.000000e+0	1.719092e+1	5.817025e-2	1	1	9.267841e-4	1.000000e+0	unnamed,unnamed,unnamed	FOXF2
Ensembl Genes	13650	HESX1	73	1.652441e-4	1.000000e+0	4.198785e-2	1.092931e+2	1.829941e-2	2	1.829941e-5	2.000000e-3	1	5.817025e-2	1.000000e+0	1.000000e+0	1.719092e+1	5.817025e-2	1	1	9.267841e-4	1.000000e+0	unnamed,unnamed	HESX1
Ensembl Genes	14838	NDNF	74	1.747318e-4	1.000000e+0	4.379865e-2	2.874601e+1	1.043623e-1	3	1.043623e-4	3.000000e-3	1	5.817025e-2	1.000000e+0	1.000000e+0	1.719092e+1	5.817025e-2	1	1	9.267841e-4	1.000000e+0	unnamed,unnamed,unnamed	NDNF
Ensembl Genes	676	TRABD2B	75	1.848322e-4	1.000000e+0	4.571270e-2	1.466099e+1	2.728328e-1	4	2.728328e-4	4.000000e-3	1	5.817025e-2	1.000000e+0	1.000000e+0	1.719092e+1	5.817025e-2	1	1	9.267841e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed	TRABD2B
Ensembl Genes	15514	PDLIM4	76	1.930755e-4	1.000000e+0	4.712312e-2	1.010595e+2	1.979031e-2	2	1.979031e-5	2.000000e-3	1	5.817025e-2	1.000000e+0	1.000000e+0	1.719092e+1	5.817025e-2	1	1	9.267841e-4	1.000000e+0	unnamed,unnamed	PDLIM4
Ensembl Genes	14318	CRIPAK	77	1.957196e-4	1.000000e+0	4.714809e-2	1.003700e+2	1.992626e-2	2	1.992626e-5	2.000000e-3	1	5.817025e-2	1.000000e+0	1.000000e+0	1.719092e+1	5.817025e-2	1	1	9.267841e-4	1.000000e+0	unnamed,unnamed	CRIPAK
Ensembl Genes	3181	ELP4	78	1.989970e-4	1.000000e+0	4.732302e-2	2.749420e+1	1.091139e-1	3	1.091139e-4	3.000000e-3	1	5.817025e-2	1.000000e+0	1.000000e+0	1.719092e+1	5.817025e-2	1	1	9.267841e-4	1.000000e+0	unnamed,unnamed,unnamed	ELP4
