,Chr,Start,End
58885,chr11,111250129,111250130
2106886,chr18,19659569,19659570
3386572,chrX,153719328,153719329
3327983,chr8,140988580,140988581
3063386,chr19,57615451,57615452
3385149,chrX,152958334,152958335
2939476,chr16,24266747,24266748
3065478,chr2,2274622,2274623
331393,chr11,7678129,7678130
344340,chr16,1351410,1351411
3000985,chr17,81008593,81008594
393534,chrX,149736933,149736934
2995718,chr17,78779382,78779383
321882,chr1,3137904,3137905
492513,chrY,13471603,13471604
45574,chr10,135195081,135195082
312993,chr9,127615910,127615911
226957,chr3,179754613,179754614
2711386,chrX,49012009,49012010
360919,chr19,52873173,52873174
1332974,chr19,53039444,53039445
205886,chr22,25678890,25678891
670718,chr11,1474796,1474797
337090,chr12,114007915,114007916
2131936,chr10,102572458,102572459
319344,chrX,54522218,54522219
319343,chrX,54522214,54522215
652214,chr20,52480922,52480923
2656966,chr19,15260279,15260280
95182,chr15,27884902,27884903
670717,chr11,1474777,1474778
686076,chr4,6273564,6273565
2995387,chr17,78413494,78413495
693748,chrX,153247428,153247429
3405718,chr10,119611267,119611268
441308,chr7,2999155,2999156
1446849,chr2,239162262,239162263
51568,chr11,50227294,50227295
405071,chr12,34504448,34504449
2719705,chr1,973021,973022
2643341,chrY,13487916,13487917
390756,chr9,127104235,127104236
3372187,chrX,40430394,40430395
2157381,chr8,46941288,46941289
153481,chr19,12306084,12306085
2099547,chr11,60389742,60389743
2361061,chr14,105033581,105033582
3101520,chr2,232582237,232582238
3456386,chr18,60102367,60102368
3372099,chrX,40126068,40126069
474203,chr2,220147650,220147651
2784249,chr10,43891632,43891633
94806,chr15,23032853,23032854
2801885,chr10,132350704,132350705
456236,chr11,11584859,11584860
2107185,chr18,77193732,77193733
200342,chr21,33245670,33245671
2670247,chr11,69818516,69818517
2094661,chrY,13476699,13476700
149677,chr19,2307632,2307633
479858,chr3,128322871,128322872
476761,chr21,44782011,44782012
323143,chr1,22965340,22965341
1692323,chr4,190941812,190941813
3292663,chr7,79081602,79081603
468089,chr17,80387409,80387410
3104928,chr2,239414411,239414412
2784250,chr10,43891634,43891635
3159774,chr22,48985795,48985796
129377,chr17,41278645,41278646
2230898,chr2,66673055,66673056
3292662,chr7,79081590,79081591
3103151,chr2,236444623,236444624
2809331,chr11,1375330,1375331
952280,chr11,126093121,126093122
393719,chrY,13471675,13471676
370351,chr22,36090303,36090304
3382640,chrX,136826560,136826561
2961127,chr16,89690079,89690080
1692322,chr4,190941774,190941775
2786145,chr10,61122044,61122045
3336036,chr9,14081239,14081240
624818,chrX,39770079,39770080
153480,chr19,12306071,12306072
2140705,chr17,1633180,1633181
310247,chr9,101471890,101471891
2116546,chr5,176789473,176789474
2845970,chr12,22093989,22093990
3116420,chr20,34895366,34895367
3547423,chrX,153719354,153719355
522368,chr12,85674644,85674645
364128,chr2,174877685,174877686
2851774,chr12,54447766,54447767
2106144,chr17,55037400,55037401
2195296,chr1,167088576,167088577
220488,chr3,73673982,73673983
2483798,chr20,3148558,3148559
1269462,chr18,33766314,33766315
413858,chr16,67292267,67292268
2424165,chr18,59562530,59562531
2942210,chr16,30762449,30762450
5792,chr1,19991678,19991679
2942208,chr16,30762415,30762416
2812656,chr11,3242156,3242157
2640116,chrX,136627877,136627878
110403,chr16,14395631,14395632
317225,chr9,139604635,139604636
2150310,chr22,25322425,25322426
341929,chr15,41136300,41136301
2865632,chr12,127940856,127940857
2711869,chrX,103412038,103412039
601234,chr6,10882021,10882022
448954,chrX,40440021,40440022
3046652,chr19,34176051,34176052
3439938,chr16,28913638,28913639
3066269,chr2,3750691,3750692
638375,chr14,94259308,94259309
112583,chr16,30485399,30485400
3396777,chr1,161130995,161130996
2274258,chr1,46640324,46640325
2505870,chr22,35372355,35372356
608513,chr7,35297349,35297350
1168542,chr16,33239140,33239141
642479,chr17,698459,698460
3068955,chr2,15789933,15789934
626108,chrX,90689826,90689827
119446,chr16,88633949,88633950
108558,chr16,2802109,2802110
2848177,chr12,43946280,43946281
391932,chr9,137313798,137313799
3048443,chr19,36643103,36643104
78862,chr13,33590907,33590908
787805,chr1,184595665,184595666
893733,chr11,3018378,3018379
1020365,chr12,133060217,133060218
1528809,chr22,36683227,36683228
2690514,chr2,223177012,223177013
2873525,chr13,35517355,35517356
2226994,chr16,73591087,73591088
360918,chr19,52873171,52873172
463411,chr16,1585903,1585904
3313308,chr8,18855167,18855168
2675017,chr14,36978395,36978396
608514,chr7,35297355,35297356
2304562,chr10,132068148,132068149
312868,chr9,127215911,127215912
2987984,chr17,70466483,70466484
2144987,chr19,38497607,38497608
54473,chr11,65816600,65816601
2877343,chr13,79170987,79170988
682556,chr20,31053633,31053634
3546407,chrX,100306973,100306974
319939,chrX,136116030,136116031
2795928,chr10,111051617,111051618
382039,chr6,148830831,148830832
2129470,chrY,13470256,13470257
3412936,chr11,71034995,71034996
2121812,chrY,13477085,13477086
411792,chr16,1060821,1060822
3031058,chr19,6997879,6997880
2106154,chr17,55395921,55395922
2689287,chr2,109762023,109762024
324356,chr1,46955616,46955617
67196,chr12,53069198,53069199
3031059,chr19,6997882,6997883
2214559,chr22,44759514,44759515
203498,chr21,47517783,47517784
2129433,chr9,133807798,133807799
693807,chrY,13461928,13461929
3031060,chr19,6997901,6997902
3427556,chr14,47641575,47641576
2719002,chrX,49643739,49643740
3031007,chr19,6801230,6801231
608512,chr7,35297347,35297348
2877336,chr13,79170959,79170960
2175538,chr17,34257166,34257167
481060,chr4,6611069,6611070
352894,chr17,78262132,78262133
344339,chr16,1351404,1351405
2932707,chr16,2742165,2742166
2161282,chr9,36819788,36819789
2341242,chr12,132336077,132336078
2710617,chr9,140344781,140344782
2176571,chr17,78820004,78820005
411891,chr16,1220088,1220089
2458745,chr2,1821160,1821161
203501,chr21,47517802,47517803
20286,chr1,155035008,155035009
43159,chr10,121577648,121577649
3211139,chr4,126236389,126236390
2231077,chr2,99553412,99553413
2712243,chrX,135851021,135851022
2866384,chr12,130920339,130920340
2443655,chr19,17571581,17571582
556655,chr19,12780269,12780270
524796,chr12,133180751,133180752
3077029,chr2,62507079,62507080
3407508,chr10,135273412,135273413
2226242,chr16,1518592,1518593
2751779,chr1,75598867,75598868
267706,chr6,127441704,127441705
2175736,chr17,40843294,40843295
2977646,chr17,37783973,37783974
449454,chrX,107334890,107334891
2928983,chr16,1246190,1246191
2261917,chr1,3326933,3326934
33728,chr10,30452891,30452892
2878086,chr13,91683556,91683557
215534,chr3,32861361,32861362
271491,chr6,166582855,166582856
440649,chr6,166884501,166884502
23320,chr1,200843333,200843334
481851,chr4,143395252,143395253
667858,chr1,17198850,17198851
2098640,chr10,112696789,112696790
185127,chr2,220348523,220348524
2368425,chr15,69607204,69607205
2855429,chr12,85673353,85673354
448816,chrX,31285009,31285010
2384138,chr16,30832296,30832297
2877340,chr13,79170972,79170973
608511,chr7,35297344,35297345
277054,chr7,32338219,32338220
3292661,chr7,79081573,79081574
3529102,chr7,142708620,142708621
2185436,chr3,125829231,125829232
159112,chr19,37340996,37340997
255299,chr5,175080583,175080584
3211140,chr4,126236397,126236398
42364,chr10,118030776,118030777
3211143,chr4,126236423,126236424
319053,chrX,34675865,34675866
427848,chr2,242964472,242964473
608510,chr7,35297339,35297340
2307163,chr11,376955,376956
1347272,chr2,9934641,9934642
2755587,chr1,111216759,111216760
2737903,chr1,22489763,22489764
2841470,chr11,134717499,134717500
2916539,chr15,73334912,73334913
267707,chr6,127441719,127441720
2848176,chr12,43946278,43946279
2784248,chr10,43891594,43891595
2472614,chr2,136845752,136845753
642317,chr16,89199942,89199943
644306,chr17,72786401,72786402
2420420,chr18,10725248,10725249
2132651,chr10,135164067,135164068
449997,chrX,153718687,153718688
243434,chr5,1319283,1319284
2877342,chr13,79170985,79170986
481062,chr4,6611075,6611076
2877339,chr13,79170970,79170971
243313,chr5,784673,784674
486251,chr7,5123040,5123041
539893,chr16,49311957,49311958
2162526,chr9,139279759,139279760
21409,chr1,166853789,166853790
56863,chr11,75139487,75139488
1910844,chr7,157959210,157959211
481059,chr4,6611055,6611056
2141289,chr17,25666124,25666125
321721,chr1,2526785,2526786
2708488,chr9,14313402,14313403
2670570,chr11,91960411,91960412
2191561,chr7,127069206,127069207
115070,chr16,57831904,57831905
3077703,chr2,66672841,66672842
306497,chr9,66493372,66493373
893557,chr11,2849161,2849162
386519,chr7,158046153,158046154
3241278,chr5,173100087,173100088
449398,chrX,100075293,100075294
662922,chr7,134962192,134962193
158902,chr19,36435843,36435844
9861,chr1,35351581,35351582
449995,chrX,153718665,153718666
453196,chr1,224061025,224061026
2330355,chr12,34372490,34372491
2095509,chr1,3722490,3722491
2876587,chr13,67974607,67974608
2509186,chr22,43733488,43733489
626216,chrX,103173418,103173419
1406907,chr2,133015820,133015821
273738,chr7,4535494,4535495
2260607,chr1,2389835,2389836
3211142,chr4,126236420,126236421
278865,chr7,54732008,54732009
2970982,chr17,16908674,16908675
117849,chr16,82045154,82045155
332335,chr11,61496669,61496670
2151039,chr3,75826947,75826948
2701023,chr5,150006054,150006055
656276,chr3,195349066,195349067
2691925,chr20,52759005,52759006
3341294,chr9,84315874,84315875
2095298,chr1,1220114,1220115
566017,chr2,68133665,68133666
2160134,chr8,144567309,144567310
2945225,chr16,51184878,51184879
2945226,chr16,51184886,51184887
2928337,chr16,1128617,1128618
2979137,chr17,40700174,40700175
2805945,chr10,135273658,135273659
256187,chr5,177398022,177398023
49618,chr11,31827100,31827101
1997302,chr9,66493351,66493352
585649,chr3,119813533,119813534
566018,chr2,68133670,68133671
2151997,chr5,785176,785177
324355,chr1,46955614,46955615
151665,chr19,6530791,6530792
2211692,chr19,12670423,12670424
2148978,chr20,22699929,22699930
674279,chr14,106659304,106659305
120935,chr17,1465264,1465265
2786147,chr10,61122072,61122073
1407005,chr2,133025652,133025653
470592,chr19,14486745,14486746
3211145,chr4,126236432,126236433
487446,chr7,138164724,138164725
44160,chr10,127584276,127584277
2094631,chrY,13470533,13470534
1112051,chr15,39936484,39936485
1495926,chr21,11130178,11130179
529683,chr14,66974911,66974912
368883,chr21,45337209,45337210
2121836,chrY,13488870,13488871
1664271,chr4,111552249,111552250
278498,chr7,49813963,49813964
2159374,chr8,142651296,142651297
486142,chr7,3234606,3234607
3110399,chr20,3725651,3725652
57130,chr11,76494049,76494050
561612,chr19,50058378,50058379
2578786,chr7,2836958,2836959
2995717,chr17,78779370,78779371
1197933,chr16,86704532,86704533
2154982,chr7,102083251,102083252
417008,chr17,46670994,46670995
2162218,chr9,136696793,136696794
3096605,chr2,202897141,202897142
120686,chr17,1106997,1106998
307234,chr9,79634253,79634254
3348829,chr9,124990871,124990872
131254,chr17,47210096,47210097
2855426,chr12,85673330,85673331
527191,chr13,107187335,107187336
695878,chr1,2372026,2372027
3339591,chr9,44118354,44118355
1619259,chr3,195667337,195667338
3542879,chr9,136699226,136699227
2970638,chr17,15821233,15821234
539906,chr16,49314826,49314827
2153735,chr7,813649,813650
191803,chr20,19738286,19738287
