,Chr,Start,End
3013334,chr18,77156916,77156917
3133106,chr21,38035474,38035475
2065771,chrX,70711997,70711998
2121820,chrY,13488003,13488004
3079889,chr2,74783455,74783456
3212755,chr4,145518239,145518240
578909,chr22,17694389,17694390
353730,chr17,80085324,80085325
3073981,chr2,41912846,41912847
291018,chr8,11537774,11537775
532015,chr14,105028700,105028701
472776,chr2,43295364,43295365
2642967,chrX,153744123,153744124
444871,chr8,94659278,94659279
418121,chr17,76719488,76719489
3254791,chr6,41376904,41376905
3372182,chrX,40375095,40375096
2228580,chr18,20663445,20663446
3199213,chr4,7117957,7117958
2901347,chr14,103623097,103623098
1447903,chr2,240145964,240145965
1339764,chr2,731529,731530
2641710,chrX,152928132,152928133
1514561,chr22,16228747,16228748
2913221,chr15,60257717,60257718
2995615,chr17,78512369,78512370
493365,chr1,3164526,3164527
35214,chr10,49673583,49673584
3262812,chr6,117869436,117869437
2145139,chr19,39003153,39003154
2879621,chr13,100926141,100926142
1339765,chr2,731540,731541
2965273,chr17,3439212,3439213
1503215,chr21,35204592,35204593
3281467,chr7,7763849,7763850
2637347,chrX,107069613,107069614
2898349,chr14,100206699,100206700
817959,chr1,248685532,248685533
2652165,chrX,39943372,39943373
2690936,chr2,242123844,242123845
3020793,chr19,1588449,1588450
2698928,chr4,155297093,155297094
3096588,chr2,202798776,202798777
91489,chr14,95982958,95982959
2659548,chr4,56205391,56205392
252990,chr5,140683436,140683437
3166625,chr3,14446822,14446823
1504777,chr21,37756934,37756935
2473704,chr2,168421100,168421101
148955,chr19,1729912,1729913
663146,chr7,151392009,151392010
2911260,chr15,45389674,45389675
2951189,chr16,73750607,73750608
2774998,chr1,245068266,245068267
645715,chr18,75591758,75591759
3119134,chr20,44937044,44937045
477754,chr22,37456849,37456850
2242517,chr16,23197589,23197590
843020,chr10,42379913,42379914
3082730,chr2,98365363,98365364
299006,chr8,99984702,99984703
2254441,chr19,18887542,18887543
2885272,chr14,23093998,23093999
3270707,chr6,168937527,168937528
384055,chr7,39989239,39989240
773849,chr1,154769247,154769248
633242,chr11,2324965,2324966
1248914,chr17,75143219,75143220
3257621,chr6,57036604,57036605
2252331,chr11,45247912,45247913
3504652,chr4,91626710,91626711
332751,chr11,64597308,64597309
262508,chr6,41376990,41376991
3100570,chr2,228590878,228590879
1004580,chr12,111582183,111582184
2789347,chr10,79171582,79171583
2736239,chr1,19292653,19292654
2287297,chr1,228079224,228079225
1839448,chr7,2513513,2513514
3075088,chr2,45558081,45558082
161390,chr19,46387860,46387861
2830044,chr11,70269995,70269996
1331443,chr19,51360829,51360830
2796715,chr10,115478998,115478999
2703201,chr6,137027586,137027587
155207,chr19,16199541,16199542
2870256,chr13,20994195,20994196
3211622,chr4,132505672,132505673
2140794,chr17,3527317,3527318
2704331,chr7,11012994,11012995
383897,chr7,27283095,27283096
3308960,chr7,158264534,158264535
3019522,chr19,1311555,1311556
348732,chr17,1975539,1975540
649896,chr2,100296727,100296728
107127,chr16,822826,822827
2877744,chr13,84128712,84128713
2696729,chr3,175150812,175150813
3120249,chr20,48515788,48515789
2692116,chr20,59994082,59994083
2915668,chr15,69566574,69566575
496832,chr1,38510236,38510237
238438,chr4,115391492,115391493
176394,chr2,105495765,105495766
3439939,chr16,28913647,28913648
1019567,chr12,132409735,132409736
3310069,chr8,998231,998232
2561241,chr6,3470203,3470204
3135294,chr21,44123285,44123286
2125954,chr11,134276922,134276923
3180043,chr3,125414494,125414495
3232815,chr5,127462719,127462720
3410401,chr11,47193198,47193199
3222506,chr5,8839753,8839754
3040789,chr19,17838774,17838775
3090066,chr2,134595708,134595709
273121,chr7,1659255,1659256
2830238,chr11,70456768,70456769
2150862,chr3,31936556,31936557
3028032,chr19,4564459,4564460
2783639,chr10,42646330,42646331
1319850,chr19,40888386,40888387
3308519,chr7,157700801,157700802
2859117,chr12,111473249,111473250
2847707,chr12,38553271,38553272
2811537,chr11,2542773,2542774
643993,chr17,55740811,55740812
2033091,chr9,136301722,136301723
14725,chr1,62660871,62660872
2726257,chr1,3221837,3221838
396633,chr1,67934025,67934026
3180898,chr3,126766494,126766495
2833783,chr11,89446169,89446170
1202800,chr17,170988,170989
2659340,chr3,195861213,195861214
2511125,chr22,47412711,47412712
599255,chr5,170845958,170845959
2661582,chr8,75897451,75897452
2908528,chr15,33420726,33420727
1629730,chr4,7158461,7158462
2886242,chr14,25043566,25043567
36006,chr10,65801993,65801994
3022002,chr19,1948089,1948090
3242409,chr5,176289644,176289645
2811535,chr11,2542734,2542735
2994221,chr17,77743787,77743788
2129477,chrY,13489901,13489902
3381306,chrX,129300061,129300062
3308155,chr7,157467213,157467214
3381307,chrX,129300090,129300091
2106593,chr17,79531918,79531919
3011926,chr18,74726198,74726199
272802,chr7,1198544,1198545
625535,chrX,48776072,48776073
2783638,chr10,42646328,42646329
3181736,chr3,128541096,128541097
2737411,chr1,21934833,21934834
369966,chr22,25019781,25019782
2712378,chrX,150083053,150083054
3471798,chr2,40510008,40510009
3139935,chr21,47403466,47403467
3087215,chr2,121620323,121620324
148095,chr19,1235044,1235045
226057,chr3,160292128,160292129
2127173,chr14,35034867,35034868
328465,chr10,74100894,74100895
1648420,chr4,49657907,49657908
2955394,chr16,85768072,85768073
192233,chr20,22557560,22557561
34320,chr10,35929278,35929279
2933423,chr16,3088417,3088418
2704330,chr7,11012985,11012986
328464,chr10,74100866,74100867
2932964,chr16,2855218,2855219
468118,chr17,80873080,80873081
2684945,chr19,3943257,3943258
2712274,chrX,138988664,138988665
3341114,chr9,81057982,81057983
161116,chr19,45927585,45927586
3502914,chr4,25978199,25978200
2098485,chr10,100494985,100494986
2886243,chr14,25043609,25043610
2789256,chr10,77760762,77760763
2167622,chr11,11989582,11989583
3001716,chr18,2179011,2179012
394467,chr1,3327108,3327109
90876,chr14,91730362,91730363
3406566,chr10,131641703,131641704
1341458,chr2,2157512,2157513
3098468,chr2,218977541,218977542
147357,chr19,646507,646508
1238213,chr17,54990015,54990016
2730355,chr1,7750796,7750797
359068,chr19,33134037,33134038
2232028,chr20,18109752,18109753
3348780,chr9,124951144,124951145
2717374,chr7,12991069,12991070
2899536,chr14,101539007,101539008
2133533,chr11,63926324,63926325
2234442,chr4,2756613,2756614
3082733,chr2,98365406,98365407
3060596,chr19,54057743,54057744
2332820,chr12,54763629,54763630
457022,chr11,68207362,68207363
664087,chr8,48091697,48091698
3130589,chr21,16374538,16374539
2969858,chr17,10231253,10231254
2668538,chr10,125770614,125770615
215532,chr3,32861346,32861347
148094,chr19,1235041,1235042
2956496,chr16,87369929,87369930
2408487,chr17,48545595,48545596
541564,chr16,79314101,79314102
90803,chr14,91278940,91278941
2850352,chr12,52311540,52311541
112226,chr16,29820434,29820435
2653530,chr10,79229820,79229821
3196017,chr4,2438696,2438697
3001302,chr17,81066977,81066978
2454866,chr19,51171431,51171432
468021,chr17,79984867,79984868
2168346,chr11,69403016,69403017
2700807,chr5,138883154,138883155
394468,chr1,3327117,3327118
693153,chrX,71034335,71034336
3306511,chr7,155282912,155282913
2152187,chr5,6604731,6604732
3010954,chr18,71823167,71823168
1904148,chr7,150999671,150999672
3413247,chr11,75028966,75028967
388268,chr8,142484537,142484538
2991942,chr17,75284971,75284972
10859,chr1,38510698,38510699
2184046,chr22,39635645,39635646
2868433,chr12,132933091,132933092
198776,chr20,62129062,62129063
491275,chr9,138496280,138496281
2547,chr1,6682929,6682930
249187,chr5,90143516,90143517
3161054,chr22,50072253,50072254
2817201,chr11,33905402,33905403
328463,chr10,74100863,74100864
3322185,chr8,76213064,76213065
352841,chr17,78041464,78041465
2138375,chr15,101690735,101690736
1095298,chr14,101578338,101578339
3082732,chr2,98365401,98365402
2687115,chr19,50952867,50952868
2198287,chr17,230422,230423
2947242,chr16,58077827,58077828
2947239,chr16,58077792,58077793
843262,chr10,42387705,42387706
3386737,chrX,153990242,153990243
232408,chr4,7047955,7047956
468119,chr17,80873088,80873089
302051,chr8,144403402,144403403
3379811,chrX,117904261,117904262
2165986,chr10,5152424,5152425
2803813,chr10,134437683,134437684
644307,chr17,72786405,72786406
477123,chr21,47418640,47418641
366651,chr20,38449816,38449817
3064571,chr2,392811,392812
2458439,chr2,731561,731562
2697529,chr4,7030627,7030628
2922956,chr15,94022770,94022771
3327122,chr8,134276854,134276855
2662514,chr1,3042583,3042584
625216,chrX,40035755,40035756
667790,chr1,15279373,15279374
382894,chr7,1259438,1259439
3169937,chr3,42705748,42705749
2730354,chr1,7750788,7750789
537301,chr16,1583899,1583900
2230864,chr2,61932885,61932886
439106,chr6,17702598,17702599
2957220,chr16,87873168,87873169
2801076,chr10,130726328,130726329
2801075,chr10,130726326,130726327
390240,chr9,96539481,96539482
3169936,chr3,42705738,42705739
2425166,chr18,74499561,74499562
370329,chr22,34452967,34452968
2425167,chr18,74499571,74499572
392172,chr9,139070268,139070269
2993590,chr17,77100119,77100120
390239,chr9,96539415,96539416
356188,chr19,1985398,1985399
2637320,chrX,107068973,107068974
2720000,chr1,1009439,1009440
3327121,chr8,134276828,134276829
466067,chr17,10024585,10024586
2143783,chr19,30150301,30150302
2305530,chr10,134411402,134411403
318912,chrX,21392318,21392319
473303,chr2,105495828,105495829
410082,chr15,42148756,42148757
318911,chrX,21392306,21392307
211121,chr22,46460468,46460469
2148735,chr20,5213452,5213453
640646,chr16,2743059,2743060
481204,chr4,8262724,8262725
1914428,chr8,1449173,1449174
462254,chr15,42652379,42652380
462253,chr15,42652352,42652353
323363,chr1,25856787,25856788
326099,chr1,180182711,180182712
126053,chr17,27331556,27331557
327400,chr10,3921529,3921530
52733,chr11,63531203,63531204
3390723,chr1,21043554,21043555
651200,chr2,240213003,240213004
3543488,chr9,138553806,138553807
3393415,chr1,48176920,48176921
674911,chr15,92829854,92829855
678561,chr18,74291320,74291321
449732,chrX,139015354,139015355
886228,chr10,132200453,132200454
2165753,chr1,229541873,229541874
386500,chr7,157772374,157772375
2704922,chr7,62475763,62475764
2225175,chr14,65204915,65204916
384769,chr7,98437918,98437919
384768,chr7,98437889,98437890
2223474,chr12,9479582,9479583
2716214,chr2,90016302,90016303
502899,chr1,202597259,202597260
2736003,chr1,18977026,18977027
375284,chr4,1544575,1544576
2196934,chr12,129277299,129277300
374561,chr3,183523045,183523046
512110,chr11,2341441,2341442
2784589,chr10,44892516,44892517
2179388,chr19,50058440,50058441
2799904,chr10,126686841,126686842
2177000,chr18,20609891,20609892
348236,chr16,89776535,89776536
341066,chr14,103984264,103984265
2700085,chr5,55474148,55474149
2231445,chr2,174173848,174173849
2679645,chr16,71832507,71832508
432015,chr22,48913351,48913352
446606,chr9,93669426,93669427
2454867,chr19,51171433,51171434
2454868,chr19,51171436,51171437
451153,chr1,12254819,12254820
2425165,chr18,74499533,74499534
2425163,chr18,74499511,74499512
442078,chr7,64035487,64035488
442077,chr7,64035469,64035470
427844,chr2,242830013,242830014
487413,chr7,131913202,131913203
460110,chr13,99196066,99196067
461564,chr14,102527011,102527012
469261,chr19,863244,863245
2278496,chr1,111582829,111582830
476824,chr21,45372508,45372509
2658487,chr21,43274736,43274737
482734,chr5,38879872,38879873
2247475,chr9,139410807,139410808
331205,chr11,2481370,2481371
327089,chr1,237256256,237256257
3309836,chr8,681981,681982
2861323,chr12,118454033,118454034
3059214,chr19,51169781,51169782
3061219,chr19,54822160,54822161
215531,chr3,32861318,32861319
215530,chr3,32861301,32861302
212706,chr22,50985763,50985764
625214,chrX,40035740,40035741
3079890,chr2,74783459,74783460
3079891,chr2,74783462,74783463
211122,chr22,46460470,46460471
211120,chr22,46460465,46460466
211118,chr22,46460458,46460459
3097588,chr2,209132619,209132620
3120276,chr20,48598254,48598255
1739584,chr5,134393794,134393795
3141151,chr22,17444666,17444667
3144792,chr22,23483910,23483911
3274086,chr7,960137,960138
119164,chr16,87637982,87637983
108623,chr16,2960065,2960066
3049065,chr19,38610541,38610542
262499,chr6,41376672,41376673
2107401,chr19,1606546,1606547
318802,chrX,18372930,18372931
2871073,chr13,23995003,23995004
321703,chr1,2496714,2496715
321402,chr1,1859904,1859905
2159846,chr8,143855804,143855805
320010,chrX,144899884,144899885
2884015,chr13,114538958,114538959
2153041,chr5,176693364,176693365
318913,chrX,21392324,21392325
2942209,chr16,30762446,30762447
302079,chr8,144442151,144442152
2953737,chr16,84645944,84645945
2123257,chr10,35929284,35929285
2956044,chr16,86625485,86625486
2966068,chr17,4444735,4444736
449734,chrX,139015377,139015378
2116150,chr5,133831573,133831574
2116149,chr5,133831566,133831567
2116147,chr5,133831536,133831537
454355,chr10,75415704,75415705
