# GREAT version 4.0.4	Species assembly: hg19	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
# Ontology summary statistics are provided in the footer.
#
# Ontology	ID	Desc	BinomRank	BinomP	BinomBonfP	BinomFdrQ	RegionFoldEnrich	ExpRegions	ObsRegions	GenomeFrac	SetCov	HyperRank	HyperP	HyperBonfP	HyperFdrQ	GeneFoldEnrich	ExpGenes	ObsGenes	TotalGenes	GeneSetCov	TermCov	Regions	Genes
Ensembl Genes	15077	ZDHHC11	12	1.034006e-12	1.917978e-8	1.598315e-9	6.595440e+1	1.212959e-1	8	4.043198e-5	2.666667e-3	1	1.650763e-1	1.000000e+0	1.000000e+0	6.057805e+0	1.650763e-1	1	1	3.265839e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	ZDHHC11
Ensembl Genes	10789	POMC	13	1.841207e-12	3.415255e-8	2.627119e-9	3.195671e+1	3.129234e-1	10	1.043078e-4	3.333333e-3	1	1.650763e-1	1.000000e+0	1.000000e+0	6.057805e+0	1.650763e-1	1	1	3.265839e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	POMC
Ensembl Genes	9183	ZNF516	14	2.386006e-12	4.425803e-8	3.161288e-9	1.152635e+1	1.388124e+0	16	4.627079e-4	5.333333e-3	1	1.650763e-1	1.000000e+0	1.000000e+0	6.057805e+0	1.650763e-1	1	1	3.265839e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	ZNF516
Ensembl Genes	1135	NBPF16	15	2.716404e-12	5.038658e-8	3.359105e-9	1.680789e+1	7.734463e-1	13	2.578154e-4	4.333333e-3	1	1.650763e-1	1.000000e+0	1.000000e+0	6.057805e+0	1.650763e-1	1	1	3.265839e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	NBPF16
Ensembl Genes	12364	SLC35C2	16	7.558453e-12	1.402017e-7	8.762609e-9	5.123665e+1	1.561382e-1	8	5.204608e-5	2.666667e-3	1	1.650763e-1	1.000000e+0	1.000000e+0	6.057805e+0	1.650763e-1	1	1	3.265839e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	SLC35C2
Ensembl Genes	15076	ZDHHC11B	17	8.691082e-12	1.612109e-7	9.482993e-9	5.033455e+1	1.589366e-1	8	5.297885e-5	2.666667e-3	1	1.650763e-1	1.000000e+0	1.000000e+0	6.057805e+0	1.650763e-1	1	1	3.265839e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	ZDHHC11B
Ensembl Genes	13418	KLHL40	18	1.931971e-11	3.583613e-7	1.990896e-8	1.213876e+2	4.942843e-2	6	1.647614e-5	2.000000e-3	1	1.650763e-1	1.000000e+0	1.000000e+0	6.057805e+0	1.650763e-1	1	1	3.265839e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	KLHL40
Ensembl Genes	10295	CYTH2	19	2.193098e-11	4.067977e-7	2.141041e-8	1.188317e+2	5.049157e-2	6	1.683052e-5	2.000000e-3	1	1.650763e-1	1.000000e+0	1.000000e+0	6.057805e+0	1.650763e-1	1	1	3.265839e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	CYTH2
Ensembl Genes	8502	HOXB5	20	2.483685e-11	4.606987e-7	2.303494e-8	2.525775e+2	1.979591e-2	5	6.598635e-6	1.666667e-3	1	1.650763e-1	1.000000e+0	1.000000e+0	6.057805e+0	1.650763e-1	1	1	3.265839e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed	HOXB5
Ensembl Genes	10688	FAM150B	21	3.726916e-11	6.913056e-7	3.291932e-8	2.341296e+1	4.271139e-1	10	1.423713e-4	3.333333e-3	1	1.650763e-1	1.000000e+0	1.000000e+0	6.057805e+0	1.650763e-1	1	1	3.265839e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	FAM150B
Ensembl Genes	12363	CDH22	22	3.470351e-10	6.437154e-6	2.925979e-7	3.141280e+1	2.546732e-1	8	8.489107e-5	2.666667e-3	1	1.650763e-1	1.000000e+0	1.000000e+0	6.057805e+0	1.650763e-1	1	1	3.265839e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	CDH22
Ensembl Genes	10296	LMTK3	23	3.582684e-10	6.645521e-6	2.889357e-7	7.427928e+1	8.077623e-2	6	2.692541e-5	2.000000e-3	1	1.650763e-1	1.000000e+0	1.000000e+0	6.057805e+0	1.650763e-1	1	1	3.265839e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	LMTK3
Ensembl Genes	10396	SHANK1	24	4.124019e-10	7.649643e-6	3.187351e-7	7.253747e+1	8.271587e-2	6	2.757196e-5	2.000000e-3	1	1.650763e-1	1.000000e+0	1.000000e+0	6.057805e+0	1.650763e-1	1	1	3.265839e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	SHANK1
Ensembl Genes	13417	ZBTB47	25	4.127740e-10	7.656545e-6	3.062618e-7	7.252644e+1	8.272846e-2	6	2.757615e-5	2.000000e-3	1	1.650763e-1	1.000000e+0	1.000000e+0	6.057805e+0	1.650763e-1	1	1	3.265839e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	ZBTB47
Ensembl Genes	7657	KLHDC4	26	6.740509e-10	1.250297e-5	4.808835e-7	2.883872e+1	2.774048e-1	8	9.246827e-5	2.666667e-3	1	1.650763e-1	1.000000e+0	1.000000e+0	6.057805e+0	1.650763e-1	1	1	3.265839e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	KLHDC4
Ensembl Genes	19153	LHX6	27	1.226674e-9	2.275358e-5	8.427250e-7	6.034310e+1	9.943142e-2	6	3.314381e-5	2.000000e-3	1	1.650763e-1	1.000000e+0	1.000000e+0	6.057805e+0	1.650763e-1	1	1	3.265839e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	LHX6
Ensembl Genes	2861	PKP3	28	1.519979e-9	2.819409e-5	1.006932e-6	1.104606e+2	4.526501e-2	5	1.508834e-5	1.666667e-3	1	1.650763e-1	1.000000e+0	1.000000e+0	6.057805e+0	1.650763e-1	1	1	3.265839e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed	PKP3
Ensembl Genes	9192	NFATC1	29	1.598624e-9	2.965288e-5	1.022513e-6	1.578048e+1	6.336944e-1	10	2.112315e-4	3.333333e-3	1	1.650763e-1	1.000000e+0	1.000000e+0	6.057805e+0	1.650763e-1	1	1	3.265839e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	NFATC1
Ensembl Genes	17930	TDRP	30	3.435212e-9	6.371975e-5	2.123992e-6	1.053344e+1	1.139229e+0	12	3.797429e-4	4.000000e-3	1	1.650763e-1	1.000000e+0	1.000000e+0	6.057805e+0	1.650763e-1	1	1	3.265839e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	TDRP
Ensembl Genes	11018	ETAA1	31	4.008779e-9	7.435884e-5	2.398672e-6	8.214256e+0	1.704354e+0	14	5.681180e-4	4.666667e-3	1	1.650763e-1	1.000000e+0	1.000000e+0	6.057805e+0	1.650763e-1	1	1	3.265839e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	ETAA1
Ensembl Genes	8576	TRIM25	32	5.209191e-9	9.662528e-5	3.019540e-6	4.723335e+1	1.270289e-1	6	4.234296e-5	2.000000e-3	1	1.650763e-1	1.000000e+0	1.000000e+0	6.057805e+0	1.650763e-1	1	1	3.265839e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	TRIM25
Ensembl Genes	2931	NAP1L4	33	5.421407e-9	1.005617e-4	3.047324e-6	4.691429e+1	1.278928e-1	6	4.263094e-5	2.000000e-3	1	1.650763e-1	1.000000e+0	1.000000e+0	6.057805e+0	1.650763e-1	1	1	3.265839e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	NAP1L4
Ensembl Genes	17932	DLGAP2	34	1.072273e-8	1.988959e-4	5.849880e-6	9.489230e+0	1.264592e+0	12	4.215305e-4	4.000000e-3	1	1.650763e-1	1.000000e+0	1.000000e+0	6.057805e+0	1.650763e-1	1	1	3.265839e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	DLGAP2
Ensembl Genes	5216	FBRSL1	35	1.469204e-8	2.725226e-4	7.786361e-6	1.932549e+1	4.139610e-1	8	1.379870e-4	2.666667e-3	1	1.650763e-1	1.000000e+0	1.000000e+0	6.057805e+0	1.650763e-1	1	1	3.265839e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	FBRSL1
Ensembl Genes	7654	JPH3	36	2.127896e-8	3.947034e-4	1.096398e-5	2.492117e+1	2.808857e-1	7	9.362856e-5	2.333333e-3	1	1.650763e-1	1.000000e+0	1.000000e+0	6.057805e+0	1.650763e-1	1	1	3.265839e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	JPH3
Ensembl Genes	10394	SYT3	37	2.658483e-8	4.931220e-4	1.332762e-5	3.579013e+1	1.676440e-1	6	5.588133e-5	2.000000e-3	1	1.650763e-1	1.000000e+0	1.000000e+0	6.057805e+0	1.650763e-1	1	1	3.265839e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	SYT3
Ensembl Genes	2933	CARS	38	3.426088e-8	6.355051e-4	1.672382e-5	3.427237e+1	1.750681e-1	6	5.835604e-5	2.000000e-3	1	1.650763e-1	1.000000e+0	1.000000e+0	6.057805e+0	1.650763e-1	1	1	3.265839e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	CARS
Ensembl Genes	539	POU3F1	39	3.636818e-8	6.745934e-4	1.729727e-5	1.128628e+1	8.860317e-1	10	2.953439e-4	3.333333e-3	1	1.650763e-1	1.000000e+0	1.000000e+0	6.057805e+0	1.650763e-1	1	1	3.265839e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	POU3F1
Ensembl Genes	8575	DGKE	40	4.075701e-8	7.560018e-4	1.890004e-5	5.681338e+1	8.800743e-2	5	2.933581e-5	1.666667e-3	1	1.650763e-1	1.000000e+0	1.000000e+0	6.057805e+0	1.650763e-1	1	1	3.265839e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed	DGKE
Ensembl Genes	18149	LETM2	41	4.422999e-8	8.204221e-4	2.001029e-5	5.587809e+1	8.948052e-2	5	2.982684e-5	1.666667e-3	1	1.650763e-1	1.000000e+0	1.000000e+0	6.057805e+0	1.650763e-1	1	1	3.265839e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed	LETM2
Ensembl Genes	26	ACAP3	42	4.869135e-8	9.031759e-4	2.150419e-5	1.207970e+2	3.311340e-2	4	1.103780e-5	1.333333e-3	1	1.650763e-1	1.000000e+0	1.000000e+0	6.057805e+0	1.650763e-1	1	1	3.265839e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed	ACAP3
Ensembl Genes	10788	EFR3B	43	7.467925e-8	1.385225e-3	3.221454e-5	2.999176e+1	2.000549e-1	6	6.668498e-5	2.000000e-3	1	1.650763e-1	1.000000e+0	1.000000e+0	6.057805e+0	1.650763e-1	1	1	3.265839e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	EFR3B
Ensembl Genes	3450	MYRF	44	1.296128e-7	2.404188e-3	5.464063e-5	4.490335e+1	1.113503e-1	5	3.711676e-5	1.666667e-3	1	1.650763e-1	1.000000e+0	1.000000e+0	6.057805e+0	1.650763e-1	1	1	3.265839e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed	MYRF
Ensembl Genes	77	ARHGEF16	45	1.579062e-7	2.929002e-3	6.508894e-5	1.412267e+1	5.664653e-1	8	1.888218e-4	2.666667e-3	1	1.650763e-1	1.000000e+0	1.000000e+0	6.057805e+0	1.650763e-1	1	1	3.265839e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	ARHGEF16
Ensembl Genes	15673	PCDHGA11	46	1.593746e-7	2.956239e-3	6.426608e-5	3.036559e+2	9.879605e-3	3	3.293202e-6	1.000000e-3	1	1.650763e-1	1.000000e+0	1.000000e+0	6.057805e+0	1.650763e-1	1	1	3.265839e-4	1.000000e+0	unnamed,unnamed,unnamed	PCDHGA11
Ensembl Genes	4606	KRT1	47	2.037088e-7	3.778595e-3	8.039563e-5	8.422111e+1	4.749403e-2	4	1.583134e-5	1.333333e-3	1	1.650763e-1	1.000000e+0	1.000000e+0	6.057805e+0	1.650763e-1	1	1	3.265839e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed	KRT1
Ensembl Genes	11017	MEIS1	48	2.678263e-7	4.967910e-3	1.034981e-4	6.341841e+0	2.049878e+0	13	6.832927e-4	4.333333e-3	1	1.650763e-1	1.000000e+0	1.000000e+0	6.057805e+0	1.650763e-1	1	1	3.265839e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	MEIS1
Ensembl Genes	14319	NKX1-1	49	3.051671e-7	5.660545e-3	1.155213e-4	2.353577e+1	2.549311e-1	6	8.497705e-5	2.000000e-3	1	1.650763e-1	1.000000e+0	1.000000e+0	6.057805e+0	1.650763e-1	1	1	3.265839e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	NKX1-1
Ensembl Genes	1191	LYSMD1	50	4.458674e-7	8.270394e-3	1.654079e-4	2.152847e+2	1.393503e-2	3	4.645012e-6	1.000000e-3	1	1.650763e-1	1.000000e+0	1.000000e+0	6.057805e+0	1.650763e-1	1	1	3.265839e-4	1.000000e+0	unnamed,unnamed,unnamed	LYSMD1
Ensembl Genes	4605	KRT2	51	4.665035e-7	8.653173e-3	1.696701e-4	6.831278e+1	5.855420e-2	4	1.951807e-5	1.333333e-3	1	1.650763e-1	1.000000e+0	1.000000e+0	6.057805e+0	1.650763e-1	1	1	3.265839e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed	KRT2
Ensembl Genes	76	PRDM16	52	4.806144e-7	8.914917e-3	1.714407e-4	1.563784e+1	4.476322e-1	7	1.492107e-4	2.333333e-3	1	1.650763e-1	1.000000e+0	1.000000e+0	6.057805e+0	1.650763e-1	1	1	3.265839e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	PRDM16
Ensembl Genes	1192	SCNM1	53	5.180301e-7	9.608940e-3	1.813008e-4	2.047477e+2	1.465218e-2	3	4.884060e-6	1.000000e-3	1	1.650763e-1	1.000000e+0	1.000000e+0	6.057805e+0	1.650763e-1	1	1	3.265839e-4	1.000000e+0	unnamed,unnamed,unnamed	SCNM1
Ensembl Genes	7720	ABR	54	5.293813e-7	9.819494e-3	1.818425e-4	2.139358e+1	2.804579e-1	6	9.348597e-5	2.000000e-3	1	1.650763e-1	1.000000e+0	1.000000e+0	6.057805e+0	1.650763e-1	1	1	3.265839e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	ABR
Ensembl Genes	2814	GLRX3	55	6.800877e-7	1.261495e-2	2.293627e-4	8.169049e+0	1.224133e+0	10	4.080442e-4	3.333333e-3	1	1.650763e-1	1.000000e+0	1.000000e+0	6.057805e+0	1.650763e-1	1	1	3.265839e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	GLRX3
Ensembl Genes	12214	PIGU	56	7.345299e-7	1.362480e-2	2.432999e-4	3.149129e+1	1.587741e-1	5	5.292468e-5	1.666667e-3	1	1.650763e-1	1.000000e+0	1.000000e+0	6.057805e+0	1.650763e-1	1	1	3.265839e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed	PIGU
Ensembl Genes	8806	SEPT9	57	7.627081e-7	1.414747e-2	2.482013e-4	9.429848e+0	9.544162e-1	9	3.181387e-4	3.000000e-3	1	1.650763e-1	1.000000e+0	1.000000e+0	6.057805e+0	1.650763e-1	1	1	3.265839e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	SEPT9
Ensembl Genes	9263	MEX3D	58	8.858885e-7	1.643235e-2	2.833163e-4	5.807340e+1	6.887835e-2	4	2.295945e-5	1.333333e-3	1	1.650763e-1	1.000000e+0	1.000000e+0	6.057805e+0	1.650763e-1	1	1	3.265839e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed	MEX3D
Ensembl Genes	12213	MAP1LC3A	59	9.219089e-7	1.710049e-2	2.898388e-4	3.005442e+1	1.663649e-1	5	5.545496e-5	1.666667e-3	1	1.650763e-1	1.000000e+0	1.000000e+0	6.057805e+0	1.650763e-1	1	1	3.265839e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed	MAP1LC3A
Ensembl Genes	11390	MZT2A	60	9.441006e-7	1.751212e-2	2.918687e-4	9.185898e+0	9.797626e-1	9	3.265875e-4	3.000000e-3	1	1.650763e-1	1.000000e+0	1.000000e+0	6.057805e+0	1.650763e-1	1	1	3.265839e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	MZT2A
Ensembl Genes	7313	ENSG00000259680	61	1.120653e-6	2.078699e-2	3.407704e-4	7.721802e+0	1.295035e+0	10	4.316782e-4	3.333333e-3	1	1.650763e-1	1.000000e+0	1.000000e+0	6.057805e+0	1.650763e-1	1	1	3.265839e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	ENSG00000259680
Ensembl Genes	18532	PTP4A3	62	1.274843e-6	2.364706e-2	3.814042e-4	8.852043e+0	1.016714e+0	9	3.389048e-4	3.000000e-3	1	1.650763e-1	1.000000e+0	1.000000e+0	6.057805e+0	1.650763e-1	1	1	3.265839e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	PTP4A3
Ensembl Genes	14382	AFAP1	63	1.300282e-6	2.411893e-2	3.828402e-4	1.063102e+1	7.525149e-1	8	2.508383e-4	2.666667e-3	1	1.650763e-1	1.000000e+0	1.000000e+0	6.057805e+0	1.650763e-1	1	1	3.265839e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	AFAP1
Ensembl Genes	9242	GPX4	64	1.442659e-6	2.675988e-2	4.181232e-4	5.131521e+1	7.794959e-2	4	2.598320e-5	1.333333e-3	1	1.650763e-1	1.000000e+0	1.000000e+0	6.057805e+0	1.650763e-1	1	1	3.265839e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed	GPX4
Ensembl Genes	8372	HSD17B1	65	1.506518e-6	2.794440e-2	4.299139e-4	1.432178e+2	2.094711e-2	3	6.982370e-6	1.000000e-3	1	1.650763e-1	1.000000e+0	1.000000e+0	6.057805e+0	1.650763e-1	1	1	3.265839e-4	1.000000e+0	unnamed,unnamed,unnamed	HSD17B1
Ensembl Genes	18534	TSNARE1	66	1.522468e-6	2.824026e-2	4.278827e-4	8.659847e+0	1.039279e+0	9	3.464264e-4	3.000000e-3	1	1.650763e-1	1.000000e+0	1.000000e+0	6.057805e+0	1.650763e-1	1	1	3.265839e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	TSNARE1
Ensembl Genes	5467	POU4F1	67	1.523445e-6	2.825838e-2	4.217669e-4	1.040380e+1	7.689495e-1	8	2.563165e-4	2.666667e-3	1	1.650763e-1	1.000000e+0	1.000000e+0	6.057805e+0	1.650763e-1	1	1	3.265839e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	POU4F1
Ensembl Genes	8284	KRT26	68	1.798733e-6	3.336470e-2	4.906573e-4	1.349566e+2	2.222937e-2	3	7.409791e-6	1.000000e-3	1	1.650763e-1	1.000000e+0	1.000000e+0	6.057805e+0	1.650763e-1	1	1	3.265839e-4	1.000000e+0	unnamed,unnamed,unnamed	KRT26
Ensembl Genes	8285	KRT27	69	1.953546e-6	3.623632e-2	5.251641e-4	1.312726e+2	2.285321e-2	3	7.617735e-6	1.000000e-3	1	1.650763e-1	1.000000e+0	1.000000e+0	6.057805e+0	1.650763e-1	1	1	3.265839e-4	1.000000e+0	unnamed,unnamed,unnamed	KRT27
Ensembl Genes	13138	TTLL12	70	2.178144e-6	4.040239e-2	5.771770e-4	2.517136e+1	1.986385e-1	5	6.621282e-5	1.666667e-3	1	1.650763e-1	1.000000e+0	1.000000e+0	6.057805e+0	1.650763e-1	1	1	3.265839e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed	TTLL12
Ensembl Genes	9190	SALL3	71	2.468190e-6	4.578246e-2	6.448233e-4	8.155299e+0	1.103577e+0	9	3.678590e-4	3.000000e-3	1	1.650763e-1	1.000000e+0	1.000000e+0	6.057805e+0	1.650763e-1	1	1	3.265839e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	SALL3
