,Chr,Start,End
638433,chr14,96521475,96521476
407638,chr13,96989481,96989482
449353,chrX,74494468,74494469
393328,chrX,102470652,102470653
449106,chrX,48900485,48900486
1849455,chr7,26654391,26654392
427594,chr2,240046504,240046505
669471,chr10,12633378,12633379
449694,chrX,135333536,135333537
2166747,chr10,94819989,94819990
626400,chrX,117250123,117250124
449278,chrX,68049663,68049664
1095298,chr14,101578338,101578339
660756,chr6,125667801,125667802
473274,chr2,100443418,100443419
448867,chrX,39680439,39680440
2117063,chr6,36477259,36477260
2200274,chr2,127819304,127819305
632585,chr10,127584959,127584960
3013577,chr18,77225777,77225778
1485487,chr20,57702360,57702361
2226969,chr16,71523446,71523447
448728,chrX,17756817,17756818
625825,chrX,63424782,63424783
2285580,chr1,208391279,208391280
669470,chr10,12633372,12633373
710257,chr1,17026503,17026504
3379708,chrX,117479430,117479431
3473602,chr2,90016326,90016327
625552,chrX,48931490,48931491
3527690,chr7,101504330,101504331
449292,chrX,68836163,68836164
2142611,chr17,78898064,78898065
492162,chrX,70338351,70338352
273738,chr7,4535494,4535495
393158,chrX,48659962,48659963
319345,chrX,54522221,54522222
2988444,chr17,71589016,71589017
3199965,chr4,7969313,7969314
481060,chr4,6611069,6611070
626821,chrX,136116473,136116474
2094630,chrY,13470506,13470507
148955,chr19,1729912,1729913
1646765,chr4,49151817,49151818
3254794,chr6,41376923,41376924
2736967,chr1,21005136,21005137
2942210,chr16,30762449,30762450
3144792,chr22,23483910,23483911
638375,chr14,94259308,94259309
129378,chr17,41278652,41278653
2182991,chr21,10991012,10991013
1253056,chr17,78819911,78819912
3011386,chr18,73717868,73717869
3471798,chr2,40510008,40510009
249664,chr5,100024811,100024812
449671,chrX,135056008,135056009
2629775,chrX,17756607,17756608
625551,chrX,48931484,48931485
2094661,chrY,13476699,13476700
625730,chrX,54209142,54209143
3439938,chr16,28913638,28913639
2632380,chrX,41301893,41301894
644305,chr17,72786390,72786391
384768,chr7,98437889,98437890
574253,chr20,24746447,24746448
2995822,chr17,78864280,78864281
2112013,chr21,33371062,33371063
625548,chrX,48931469,48931470
3079889,chr2,74783455,74783456
2942208,chr16,30762415,30762416
688589,chr6,166747096,166747097
2128318,chr17,78860059,78860060
3037600,chr19,14231243,14231244
449447,chrX,106693757,106693758
2202486,chr5,171960239,171960240
3389993,chr1,12681081,12681082
693199,chrX,75393002,75393003
1245997,chr17,71545836,71545837
490606,chr9,129184182,129184183
3196316,chr4,2852175,2852176
645770,chr18,77147840,77147841
342909,chr15,77847243,77847244
1023583,chr13,24134622,24134623
388029,chr8,124197463,124197464
2540892,chr4,129594956,129594957
2715260,chr13,73152600,73152601
686077,chr4,6273576,6273577
393015,chrX,21392210,21392211
129401,chr17,41401001,41401002
633033,chr11,692949,692950
625981,chrX,70712487,70712488
625214,chrX,40035740,40035741
2942211,chr16,30762461,30762462
2630884,chrX,25041215,25041216
468119,chr17,80873088,80873089
386726,chr8,2038013,2038014
386724,chr8,2037976,2037977
481059,chr4,6611055,6611056
627251,chrX,153672826,153672827
3023295,chr19,2295100,2295101
625732,chrX,54209148,54209149
3288315,chr7,56020298,56020299
1495721,chr21,11107119,11107120
490607,chr9,129184186,129184187
2784250,chr10,43891634,43891635
2696177,chr3,128273657,128273658
3079890,chr2,74783459,74783460
632368,chr10,118530958,118530959
3390723,chr1,21043554,21043555
2697529,chr4,7030627,7030628
3141151,chr22,17444666,17444667
2140705,chr17,1633180,1633181
2966432,chr17,4837077,4837078
3308960,chr7,158264534,158264535
2711869,chrX,103412038,103412039
626328,chrX,109246526,109246527
1495922,chr21,11129978,11129979
440275,chr6,133476512,133476513
2637791,chrX,117250411,117250412
2255802,chr4,2286343,2286344
398873,chr10,3100241,3100242
2719002,chrX,49643739,49643740
3377011,chrX,73639817,73639818
215534,chr3,32861361,32861362
2641426,chrX,152758220,152758221
2204476,chr1,6005653,6005654
478553,chr22,50058357,50058358
129375,chr17,41278593,41278594
376649,chr4,104857800,104857801
328824,chr10,96144862,96144863
2710830,chrX,18372098,18372099
344156,chr16,1075357,1075358
2624285,chr9,138077086,138077087
215532,chr3,32861346,32861347
319469,chrX,71351465,71351466
243434,chr5,1319283,1319284
2932710,chr16,2742435,2742436
576145,chr20,57226287,57226288
386725,chr8,2037985,2037986
2936363,chr16,9324066,9324067
479521,chr3,72211544,72211545
318738,chrX,16737854,16737855
2784249,chr10,43891632,43891633
3254792,chr6,41376907,41376908
2776863,chr10,1498579,1498580
367461,chr20,60912649,60912650
393450,chrX,129299292,129299293
3000770,chr17,80873307,80873308
1531545,chr22,39462190,39462191
2152137,chr5,2387807,2387808
481061,chr4,6611073,6611074
476761,chr21,44782011,44782012
392172,chr9,139070268,139070269
2565301,chr6,37723518,37723519
481062,chr4,6611075,6611076
2117897,chr7,623691,623692
2700808,chr5,138883162,138883163
249670,chr5,101490924,101490925
353731,chr17,80085332,80085333
642319,chr16,89199951,89199952
2808128,chr11,862475,862476
215533,chr3,32861350,32861351
2168022,chr11,61547229,61547230
2162526,chr9,139279759,139279760
163546,chr19,54487075,54487076
1914428,chr8,1449173,1449174
626524,chrX,119149359,119149360
693339,chrX,107976221,107976222
647427,chr19,31956877,31956878
2228321,chr17,76962093,76962094
2177740,chr19,2285676,2285677
3167053,chr3,16224346,16224347
448816,chrX,31285009,31285010
129402,chr17,41401006,41401007
