,Chr,Start,End
638433,chr14,96521475,96521476
407638,chr13,96989481,96989482
449353,chrX,74494468,74494469
393328,chrX,102470652,102470653
449106,chrX,48900485,48900486
1849455,chr7,26654391,26654392
427594,chr2,240046504,240046505
669471,chr10,12633378,12633379
449694,chrX,135333536,135333537
2166747,chr10,94819989,94819990
626400,chrX,117250123,117250124
449278,chrX,68049663,68049664
1095298,chr14,101578338,101578339
660756,chr6,125667801,125667802
473274,chr2,100443418,100443419
448867,chrX,39680439,39680440
2117063,chr6,36477259,36477260
2200274,chr2,127819304,127819305
632585,chr10,127584959,127584960
3013577,chr18,77225777,77225778
1485487,chr20,57702360,57702361
2226969,chr16,71523446,71523447
448728,chrX,17756817,17756818
625825,chrX,63424782,63424783
2285580,chr1,208391279,208391280
669470,chr10,12633372,12633373
710257,chr1,17026503,17026504
3379708,chrX,117479430,117479431
3473602,chr2,90016326,90016327
625552,chrX,48931490,48931491
3527690,chr7,101504330,101504331
449292,chrX,68836163,68836164
2142611,chr17,78898064,78898065
492162,chrX,70338351,70338352
273738,chr7,4535494,4535495
393158,chrX,48659962,48659963
319345,chrX,54522221,54522222
2988444,chr17,71589016,71589017
3199965,chr4,7969313,7969314
481060,chr4,6611069,6611070
626821,chrX,136116473,136116474
2094630,chrY,13470506,13470507
148955,chr19,1729912,1729913
1646765,chr4,49151817,49151818
3254794,chr6,41376923,41376924
2736967,chr1,21005136,21005137
2942210,chr16,30762449,30762450
3144792,chr22,23483910,23483911
638375,chr14,94259308,94259309
129378,chr17,41278652,41278653
2182991,chr21,10991012,10991013
1253056,chr17,78819911,78819912
3011386,chr18,73717868,73717869
3471798,chr2,40510008,40510009
249664,chr5,100024811,100024812
449671,chrX,135056008,135056009
2629775,chrX,17756607,17756608
625551,chrX,48931484,48931485
2094661,chrY,13476699,13476700
625730,chrX,54209142,54209143
3439938,chr16,28913638,28913639
2632380,chrX,41301893,41301894
644305,chr17,72786390,72786391
384768,chr7,98437889,98437890
574253,chr20,24746447,24746448
2995822,chr17,78864280,78864281
2112013,chr21,33371062,33371063
625548,chrX,48931469,48931470
3079889,chr2,74783455,74783456
2942208,chr16,30762415,30762416
688589,chr6,166747096,166747097
2128318,chr17,78860059,78860060
3037600,chr19,14231243,14231244
449447,chrX,106693757,106693758
2202486,chr5,171960239,171960240
3389993,chr1,12681081,12681082
693199,chrX,75393002,75393003
1245997,chr17,71545836,71545837
490606,chr9,129184182,129184183
3196316,chr4,2852175,2852176
645770,chr18,77147840,77147841
342909,chr15,77847243,77847244
1023583,chr13,24134622,24134623
388029,chr8,124197463,124197464
2540892,chr4,129594956,129594957
2715260,chr13,73152600,73152601
686077,chr4,6273576,6273577
393015,chrX,21392210,21392211
129401,chr17,41401001,41401002
633033,chr11,692949,692950
625981,chrX,70712487,70712488
625214,chrX,40035740,40035741
2942211,chr16,30762461,30762462
2630884,chrX,25041215,25041216
468119,chr17,80873088,80873089
386726,chr8,2038013,2038014
386724,chr8,2037976,2037977
481059,chr4,6611055,6611056
627251,chrX,153672826,153672827
3023295,chr19,2295100,2295101
625732,chrX,54209148,54209149
3288315,chr7,56020298,56020299
1495721,chr21,11107119,11107120
490607,chr9,129184186,129184187
2784250,chr10,43891634,43891635
2696177,chr3,128273657,128273658
3079890,chr2,74783459,74783460
632368,chr10,118530958,118530959
3390723,chr1,21043554,21043555
2697529,chr4,7030627,7030628
3141151,chr22,17444666,17444667
2140705,chr17,1633180,1633181
2966432,chr17,4837077,4837078
3308960,chr7,158264534,158264535
2711869,chrX,103412038,103412039
626328,chrX,109246526,109246527
1495922,chr21,11129978,11129979
440275,chr6,133476512,133476513
2637791,chrX,117250411,117250412
2255802,chr4,2286343,2286344
398873,chr10,3100241,3100242
2719002,chrX,49643739,49643740
3377011,chrX,73639817,73639818
215534,chr3,32861361,32861362
2641426,chrX,152758220,152758221
2204476,chr1,6005653,6005654
478553,chr22,50058357,50058358
129375,chr17,41278593,41278594
376649,chr4,104857800,104857801
328824,chr10,96144862,96144863
2710830,chrX,18372098,18372099
344156,chr16,1075357,1075358
2624285,chr9,138077086,138077087
215532,chr3,32861346,32861347
319469,chrX,71351465,71351466
243434,chr5,1319283,1319284
2932710,chr16,2742435,2742436
576145,chr20,57226287,57226288
386725,chr8,2037985,2037986
2936363,chr16,9324066,9324067
479521,chr3,72211544,72211545
318738,chrX,16737854,16737855
2784249,chr10,43891632,43891633
3254792,chr6,41376907,41376908
2776863,chr10,1498579,1498580
367461,chr20,60912649,60912650
393450,chrX,129299292,129299293
3000770,chr17,80873307,80873308
1531545,chr22,39462190,39462191
2152137,chr5,2387807,2387808
481061,chr4,6611073,6611074
476761,chr21,44782011,44782012
392172,chr9,139070268,139070269
2565301,chr6,37723518,37723519
481062,chr4,6611075,6611076
2117897,chr7,623691,623692
2700808,chr5,138883162,138883163
249670,chr5,101490924,101490925
353731,chr17,80085332,80085333
642319,chr16,89199951,89199952
2808128,chr11,862475,862476
215533,chr3,32861350,32861351
2168022,chr11,61547229,61547230
2162526,chr9,139279759,139279760
163546,chr19,54487075,54487076
1914428,chr8,1449173,1449174
626524,chrX,119149359,119149360
693339,chrX,107976221,107976222
647427,chr19,31956877,31956878
2228321,chr17,76962093,76962094
2177740,chr19,2285676,2285677
3167053,chr3,16224346,16224347
448816,chrX,31285009,31285010
129402,chr17,41401006,41401007
2716214,chr2,90016302,90016303
625187,chrX,40031873,40031874
2565977,chr6,42678362,42678363
2142501,chr17,77315197,77315198
3466880,chr19,45608129,45608130
2100243,chr11,119497241,119497242
2176570,chr17,78819993,78819994
2932707,chr16,2742165,2742166
326099,chr1,180182711,180182712
2729591,chr1,6562831,6562832
78473,chr13,30690572,30690573
449747,chrX,149532962,149532963
1286050,chr18,73717639,73717640
363775,chr2,129447871,129447872
1619280,chr3,195668403,195668404
466257,chr17,21241121,21241122
625980,chrX,70712483,70712484
2433553,chr19,3313301,3313302
666679,chr9,138059924,138059925
96043,chr15,34628715,34628716
3372099,chrX,40126068,40126069
663546,chr8,1896569,1896570
2936006,chr16,8308866,8308867
3376152,chrX,68726002,68726003
3079891,chr2,74783462,74783463
326098,chr1,180182696,180182697
3213934,chr4,155812455,155812456
3254793,chr6,41376913,41376914
3144262,chr22,21986589,21986590
625550,chrX,48931478,48931479
625729,chrX,54209130,54209131
2883339,chr13,114061823,114061824
2168326,chr11,68076024,68076025
2965741,chr17,3889321,3889322
2881460,chr13,112168287,112168288
2285583,chr1,208391390,208391391
3503208,chr4,38190484,38190485
2883340,chr13,114061825,114061826
675154,chr16,1061056,1061057
1027879,chr13,31404115,31404116
2674643,chr13,113422444,113422445
129379,chr17,41278655,41278656
3123626,chr20,58144282,58144283
3313757,chr8,21896750,21896751
2878648,chr13,97054047,97054048
51009,chr11,46369248,46369249
2402980,chr17,27934928,27934929
3022002,chr19,1948089,1948090
51010,chr11,46369254,46369255
2230864,chr2,61932885,61932886
2001393,chr9,74579951,74579952
663545,chr8,1896553,1896554
947058,chr11,118986871,118986872
3310041,chr8,900076,900077
273121,chr7,1659255,1659256
3041841,chr19,18507797,18507798
2755587,chr1,111216759,111216760
331205,chr11,2481370,2481371
2987984,chr17,70466483,70466484
2883341,chr13,114061833,114061834
129374,chr17,41278581,41278582
2696729,chr3,175150812,175150813
24563,chr1,208084005,208084006
1189475,chr16,74991274,74991275
2210687,chr17,63180156,63180157
2828301,chr11,68141742,68141743
2094601,chrY,13464458,13464459
665540,chr9,74579913,74579914
642320,chr16,89199956,89199957
215535,chr3,32861364,32861365
129376,chr17,41278637,41278638
491275,chr9,138496280,138496281
2879621,chr13,100926141,100926142
473944,chr2,178627794,178627795
36006,chr10,65801993,65801994
2218078,chr7,101504300,101504301
2995717,chr17,78779370,78779371
3308088,chr7,157438335,157438336
2128317,chr17,78860036,78860037
23321,chr1,200843335,200843336
2995824,chr17,78864301,78864302
368860,chr21,44863984,44863985
1286049,chr18,73717636,73717637
2640076,chrX,136116128,136116129
215530,chr3,32861301,32861302
3384025,chrX,150863035,150863036
591357,chr4,71326400,71326401
2106561,chr17,79006800,79006801
2166078,chr10,13911028,13911029
468021,chr17,79984867,79984868
486142,chr7,3234606,3234607
630764,chr1,234367057,234367058
3165935,chr3,13084130,13084131
3297695,chr7,105700450,105700451
1619259,chr3,195667337,195667338
470129,chr19,5994219,5994220
51013,chr11,46369271,46369272
1700229,chr5,8839750,8839751
1407005,chr2,133025652,133025653
2291248,chr10,5948174,5948175
411792,chr16,1060821,1060822
2717374,chr7,12991069,12991070
2182993,chr21,10991020,10991021
2163063,chr1,3308274,3308275
215531,chr3,32861318,32861319
3208014,chr4,86416403,86416404
2883337,chr13,114061771,114061772
2176571,chr17,78820004,78820005
2176572,chr17,78820015,78820016
72917,chr12,117103632,117103633
319343,chrX,54522214,54522215
2099887,chr11,68075849,68075850
2491821,chr20,60576578,60576579
947057,chr11,118986860,118986861
2127988,chr11,352504,352505
2251901,chr10,12633341,12633342
564618,chr2,28469983,28469984
3453184,chr17,79258780,79258781
318894,chrX,20286535,20286536
375284,chr4,1544575,1544576
2117895,chr7,623667,623668
2307916,chr11,692912,692913
656845,chr4,7969328,7969329
624777,chrX,38079717,38079718
2674645,chr13,113422472,113422473
481851,chr4,143395252,143395253
319472,chrX,71351478,71351479
473946,chr2,178627808,178627809
672818,chr12,131495868,131495869
2784248,chr10,43891594,43891595
159794,chr19,40419786,40419787
51008,chr11,46369240,46369241
393016,chrX,21392224,21392225
2038714,chrM,5821,5822
689113,chr7,2643352,2643353
3158478,chr22,47047228,47047229
3039613,chr19,16679408,16679409
2252659,chr12,8374811,8374812
644301,chr17,72628696,72628697
679755,chr19,29802430,29802431
3222506,chr5,8839753,8839754
3466879,chr19,45608095,45608096
2995718,chr17,78779382,78779383
3087658,chr2,122914062,122914063
2128319,chr17,78860076,78860077
543391,chr17,4841854,4841855
2325316,chr11,123134866,123134867
303139,chr8,145732225,145732226
423374,chr19,45261317,45261318
3060601,chr19,54057783,54057784
686076,chr4,6273564,6273565
2790612,chr10,86604406,86604407
283161,chr7,101961742,101961743
448727,chrX,17756762,17756763
463410,chr16,1582219,1582220
330159,chr10,134735541,134735542
2170510,chr12,133449282,133449283
3279969,chr7,5414016,5414017
638432,chr14,96521447,96521448
2198009,chr16,30581632,30581633
449028,chrX,46405427,46405428
199266,chr20,62598929,62598930
626994,chrX,149532991,149532992
2664797,chr1,114546111,114546112
2492759,chr20,61417626,61417627
2902595,chr14,104643285,104643286
115069,chr16,57831841,57831842
1824917,chr6,157731619,157731620
64610,chr12,29542590,29542591
1773097,chr6,11198313,11198314
2560438,chr6,503807,503808
2674644,chr13,113422459,113422460
3014560,chr18,77674634,77674635
2995823,chr17,78864293,78864294
2128175,chr16,15059421,15059422
2807605,chr11,723109,723110
2923997,chr15,99995302,99995303
58886,chr11,111250131,111250132
479522,chr3,72211560,72211561
369964,chr22,25019761,25019762
3060600,chr19,54057777,54057778
318783,chrX,18372250,18372251
3013380,chr18,77164242,77164243
187883,chr2,239147490,239147491
3369565,chrX,21392875,21392876
2285582,chr1,208391293,208391294
474203,chr2,220147650,220147651
3303277,chr7,148959890,148959891
2697339,chr4,2335365,2335366
2656242,chr17,34254215,34254216
2135222,chr12,117489399,117489400
33728,chr10,30452891,30452892
625325,chrX,43741675,43741676
2116149,chr5,133831566,133831567
3509863,chr5,67337284,67337285
2860577,chr12,115109690,115109691
2638267,chrX,118893134,118893135
2138531,chr16,875845,875846
2154084,chr7,4301246,4301247
2358107,chr14,96521484,96521485
2489287,chr20,46295388,46295389
56869,chr11,75139534,75139535
2144987,chr19,38497607,38497608
377446,chr5,628874,628875
3263017,chr6,119361780,119361781
2494272,chr20,62317623,62317624
3110399,chr20,3725651,3725652
3000771,chr17,80873333,80873334
3161054,chr22,50072253,50072254
129400,chr17,41400991,41400992
653773,chr22,26356451,26356452
2811537,chr11,2542773,2542774
883924,chr10,129249676,129249677
2160533,chr8,145031126,145031127
2274677,chr1,48906908,48906909
341253,chr14,105102382,105102383
506039,chr10,24497881,24497882
3065245,chr2,1730953,1730954
1969489,chr8,130848777,130848778
2161283,chr9,36819790,36819791
2836297,chr11,116410016,116410017
2392282,chr16,88099336,88099337
1842355,chr7,6179456,6179457
2168141,chr11,64642076,64642077
3082733,chr2,98365406,98365407
3183322,chr3,137428841,137428842
2449377,chr19,39908623,39908624
365396,chr2,241351632,241351633
2634832,chrX,64627646,64627647
2662062,chr9,126219701,126219702
8943,chr1,32023614,32023615
3369563,chrX,21392866,21392867
198856,chr20,62272782,62272783
2668848,chr10,134999853,134999854
2159846,chr8,143855804,143855805
390240,chr9,96539481,96539482
2736003,chr1,18977026,18977027
2137840,chr15,77308484,77308485
3128953,chr20,62272990,62272991
327089,chr1,237256256,237256257
3297547,chr7,105071436,105071437
610642,chr7,100943659,100943660
473945,chr2,178627806,178627807
449445,chrX,106693732,106693733
446606,chr9,93669426,93669427
2446198,chr19,29284616,29284617
2831250,chr11,72423436,72423437
638642,chr14,102681613,102681614
2142606,chr17,78860137,78860138
693432,chrX,119149328,119149329
568137,chr2,113992966,113992967
2678075,chr16,1738115,1738116
674911,chr15,92829854,92829855
644374,chr17,73647209,73647210
51011,chr11,46369259,46369260
1762337,chr5,178734642,178734643
882477,chr10,127584688,127584689
163228,chr19,52801742,52801743
1646228,chr4,49106407,49106408
64608,chr12,29542574,29542575
2138375,chr15,101690735,101690736
367460,chr20,60912611,60912612
2097913,chr10,24497885,24497886
785992,chr1,181130814,181130815
93311,chr14,103673774,103673775
3105884,chr2,240669088,240669089
3158487,chr22,47048858,47048859
449446,chrX,106693744,106693745
3530850,chr8,900097,900098
35082,chr10,46992018,46992019
3430948,chr14,104575459,104575460
319346,chrX,54522232,54522233
2889406,chr14,55441315,55441316
1669035,chr4,129563972,129563973
486312,chr7,6159752,6159753
3295541,chr7,100171380,100171381
1765549,chr6,379535,379536
390239,chr9,96539415,96539416
253793,chr5,151093534,151093535
62735,chr12,4433835,4433836
369966,chr22,25019781,25019782
3060597,chr19,54057750,54057751
1495926,chr21,11130178,11130179
1262728,chr18,13448028,13448029
2298071,chr10,82269562,82269563
686075,chr4,6273557,6273558
2418488,chr17,80407007,80407008
2777729,chr10,5502444,5502445
2847290,chr12,34372510,34372511
634372,chr11,70097941,70097942
3060599,chr19,54057758,54057759
2164113,chr1,42105342,42105343
997594,chr12,96524828,96524829
686841,chr5,1130300,1130301
3097588,chr2,209132619,209132620
642317,chr16,89199942,89199943
2936807,chr16,11319654,11319655
693430,chrX,119149319,119149320
2183313,chr21,44768609,44768610
693431,chrX,119149325,119149326
630287,chr1,201094570,201094571
2249404,chr3,69189581,69189582
2159531,chr8,143252369,143252370
467182,chr17,71715942,71715943
3049239,chr19,38746701,38746702
3013701,chr18,77256488,77256489
449626,chrX,132548736,132548737
2699963,chr5,41250432,41250433
232127,chr4,6611128,6611129
2652767,chr1,44771473,44771474
2298073,chr10,82269595,82269596
676752,chr17,3417217,3417218
360881,chr19,51703549,51703550
680133,chr19,44172340,44172341
2133366,chr11,57193033,57193034
72916,chr12,117103629,117103630
687868,chr6,2891244,2891245
2995821,chr17,78864275,78864276
2161282,chr9,36819788,36819789
444871,chr8,94659278,94659279
2103083,chr15,30655185,30655186
177299,chr2,113993038,113993039
3276186,chr7,1707964,1707965
3451925,chr17,74908689,74908690
77183,chr13,21676167,21676168
2668875,chr10,135255851,135255852
3369548,chrX,21392547,21392548
491409,chr9,139142011,139142012
403576,chr11,74875058,74875059
2883336,chr13,114061755,114061756
174813,chr2,89220227,89220228
657867,chr4,190611167,190611168
2704328,chr7,11012967,11012968
893552,chr11,2845746,2845747
889930,chr10,135123856,135123857
2254870,chr2,113992990,113992991
2380098,chr16,4730885,4730886
1128943,chr15,75989548,75989549
191266,chr20,10774509,10774510
2187636,chr5,30346673,30346674
479858,chr3,128322871,128322872
679919,chr19,36908633,36908634
3290644,chr7,72713576,72713577
3288080,chr7,55136397,55136398
3276797,chr7,1967834,1967835
320286,chrX,153664953,153664954
43159,chr10,121577648,121577649
3068955,chr2,15789933,15789934
2979967,chr17,42015398,42015399
500178,chr1,142618761,142618762
2578786,chr7,2836958,2836959
2266958,chr1,18090668,18090669
2197591,chr15,52581908,52581909
642318,chr16,89199944,89199945
2919414,chr15,80851689,80851690
2492703,chr20,61353941,61353942
72695,chr12,114204047,114204048
2228948,chr18,77713338,77713339
526824,chr13,97878103,97878104
3124222,chr20,60091472,60091473
3242409,chr5,176289644,176289645
3070107,chr2,23843871,23843872
67198,chr12,53069266,53069267
3230190,chr5,93468357,93468358
43156,chr10,121577595,121577596
3384943,chrX,152912855,152912856
3060598,chr19,54057756,54057757
1743146,chr5,140801040,140801041
2114477,chr4,2757902,2757903
3119437,chr20,45891150,45891151
1635494,chr4,16085716,16085717
354204,chr18,8744225,8744226
2811535,chr11,2542734,2542735
2640953,chrX,150344628,150344629
2101653,chr13,37427615,37427616
2621373,chr9,132944044,132944045
3049065,chr19,38610541,38610542
2700807,chr5,138883154,138883155
375656,chr4,3761941,3761942
2828192,chr11,68050344,68050345
226957,chr3,179754613,179754614
996021,chr12,93100897,93100898
191267,chr20,10774514,10774515
656657,chr4,3363200,3363201
365120,chr2,237828432,237828433
893557,chr11,2849161,2849162
2142839,chr17,79924068,79924069
2975591,chr17,32459312,32459313
283162,chr7,101961750,101961751
394468,chr1,3327117,3327118
656276,chr3,195349066,195349067
802612,chr1,223519253,223519254
2883338,chr13,114061812,114061813
2935461,chr16,4909785,4909786
2121828,chrY,13488555,13488556
3357846,chr9,136855982,136855983
3187236,chr3,176973614,176973615
283163,chr7,101961753,101961754
473183,chr2,85902140,85902141
2698816,chr4,144435546,144435547
663146,chr7,151392009,151392010
409722,chr14,106321097,106321098
3120256,chr20,48526704,48526705
