,Blood,Brain,Lung,Skin
1998672,1.0,0.0,0.0,0.0
3359629,1.0,0.0,0.0,0.0
1297436,0.0,1.0,0.0,0.0
1270309,0.0,1.0,0.0,0.0
339824,0.0,0.0,0.0,1.0
340190,0.0,0.0,0.0,1.0
3276280,1.0,0.0,0.0,0.0
341390,0.0,0.0,0.0,1.0
2836980,1.0,0.0,0.0,0.0
2108218,1.0,0.0,0.0,0.0
2487292,1.0,0.0,0.0,0.0
1285095,0.0,1.0,0.0,0.0
340259,0.0,0.0,0.0,1.0
2148293,1.0,0.0,0.0,0.0
1269857,0.0,1.0,0.0,0.0
1272737,0.0,1.0,0.0,0.0
339602,0.0,0.0,0.0,1.0
9859,1.0,0.0,0.0,0.0
1269708,0.0,1.0,0.0,0.0
341384,0.0,0.0,0.0,1.0
336935,0.0,0.0,0.0,1.0
344675,0.0,0.0,0.0,1.0
343201,0.0,0.0,0.0,1.0
1284592,0.0,1.0,0.0,0.0
341486,0.0,0.0,0.0,1.0
186134,0.0,1.0,0.0,0.0
1274315,0.0,1.0,0.0,0.0
1280317,0.0,1.0,0.0,0.0
386725,1.0,0.0,0.0,0.0
2357456,1.0,0.0,0.0,0.0
321619,1.0,0.0,0.0,0.0
339408,0.0,0.0,0.0,1.0
277830,0.0,1.0,0.0,0.0
2524090,1.0,0.0,0.0,0.0
337446,0.0,0.0,0.0,1.0
2443655,1.0,0.0,0.0,0.0
271991,1.0,0.0,0.0,0.0
3288315,1.0,0.0,0.0,0.0
710190,1.0,0.0,0.0,0.0
337900,0.0,0.0,0.0,1.0
3382354,1.0,0.0,0.0,0.0
338485,0.0,0.0,0.0,1.0
368266,1.0,0.0,0.0,0.0
344699,0.0,0.0,0.0,1.0
1284634,0.0,1.0,0.0,0.0
1268169,0.0,1.0,0.0,0.0
339721,0.0,0.0,0.0,1.0
2790612,1.0,0.0,0.0,0.0
2151994,1.0,0.0,0.0,0.0
2133545,1.0,0.0,0.0,0.0
1280304,0.0,1.0,0.0,0.0
1341458,1.0,0.0,0.0,0.0
2168728,1.0,0.0,0.0,0.0
1286550,0.0,1.0,0.0,0.0
1291277,0.0,1.0,0.0,0.0
2329529,1.0,0.0,0.0,0.0
337651,0.0,0.0,0.0,1.0
342923,0.0,0.0,0.0,1.0
291018,1.0,0.0,0.0,0.0
490607,1.0,0.0,0.0,0.0
2643135,1.0,0.0,0.0,0.0
539905,1.0,0.0,0.0,0.0
341075,0.0,0.0,0.0,1.0
339596,0.0,0.0,0.0,1.0
1276237,0.0,1.0,0.0,0.0
1279500,0.0,1.0,0.0,0.0
337680,0.0,0.0,0.0,1.0
3302209,1.0,0.0,0.0,0.0
1273742,0.0,1.0,0.0,0.0
2660187,1.0,0.0,0.0,0.0
338152,0.0,0.0,0.0,1.0
338725,0.0,0.0,0.0,1.0
2988444,1.0,0.0,0.0,0.0
3259369,1.0,0.0,0.0,0.0
1277294,0.0,1.0,0.0,0.0
1284768,0.0,1.0,0.0,0.0
157117,1.0,0.0,0.0,0.0
629922,1.0,0.0,0.0,0.0
3159774,1.0,0.0,0.0,0.0
337976,0.0,0.0,0.0,1.0
1272410,0.0,1.0,0.0,0.0
338238,0.0,0.0,0.0,1.0
340910,0.0,0.0,0.0,1.0
70523,1.0,0.0,0.0,0.0
194654,1.0,0.0,0.0,0.0
262796,1.0,0.0,0.0,0.0
338566,0.0,0.0,0.0,1.0
2469113,1.0,0.0,0.0,0.0
338503,0.0,0.0,0.0,1.0
1284642,0.0,1.0,0.0,0.0
649039,1.0,0.0,0.0,0.0
341029,0.0,0.0,0.0,1.0
2736003,1.0,0.0,0.0,0.0
1299284,0.0,1.0,0.0,0.0
1296327,0.0,1.0,0.0,0.0
336520,0.0,0.0,0.0,1.0
338609,0.0,0.0,0.0,1.0
338707,0.0,0.0,0.0,1.0
341244,0.0,0.0,0.0,1.0
2460844,1.0,0.0,0.0,0.0
1610278,1.0,0.0,0.0,0.0
3288080,1.0,0.0,0.0,0.0
644711,1.0,0.0,0.0,0.0
2310765,1.0,0.0,0.0,0.0
3901557,0.0,0.0,1.0,0.0
1280354,0.0,1.0,0.0,0.0
339580,0.0,0.0,0.0,1.0
341266,0.0,0.0,0.0,1.0
2038646,1.0,0.0,0.0,0.0
338621,0.0,0.0,0.0,1.0
338781,0.0,0.0,0.0,1.0
1273060,0.0,1.0,0.0,0.0
1276859,0.0,1.0,0.0,0.0
666679,1.0,0.0,0.0,0.0
3231816,1.0,0.0,0.0,0.0
2877342,1.0,0.0,0.0,0.0
1284443,0.0,1.0,0.0,0.0
341435,0.0,0.0,0.0,1.0
336450,0.0,0.0,0.0,1.0
344906,0.0,0.0,0.0,1.0
1285729,0.0,1.0,0.0,0.0
2947239,1.0,0.0,0.0,0.0
595494,1.0,0.0,0.0,0.0
1269399,0.0,1.0,0.0,0.0
3220222,1.0,0.0,0.0,0.0
1528809,1.0,0.0,0.0,0.0
336556,0.0,0.0,0.0,1.0
344866,0.0,0.0,0.0,1.0
823823,1.0,0.0,0.0,0.0
2425448,1.0,0.0,0.0,0.0
342626,0.0,0.0,0.0,1.0
2697527,1.0,0.0,0.0,0.0
339394,0.0,0.0,0.0,1.0
3377118,1.0,0.0,0.0,0.0
1289370,0.0,1.0,0.0,0.0
1277893,0.0,1.0,0.0,0.0
678561,1.0,0.0,0.0,0.0
1277473,0.0,1.0,0.0,0.0
340885,0.0,0.0,0.0,1.0
593890,1.0,0.0,0.0,0.0
2133533,1.0,0.0,0.0,0.0
2361061,1.0,0.0,0.0,0.0
1267215,0.0,1.0,0.0,0.0
274666,0.0,0.0,1.0,0.0
3322185,1.0,0.0,0.0,0.0
319344,1.0,0.0,0.0,0.0
62870,1.0,0.0,0.0,0.0
337674,0.0,0.0,0.0,1.0
338637,0.0,0.0,0.0,1.0
663545,1.0,0.0,0.0,0.0
2398244,1.0,0.0,0.0,0.0
339302,0.0,0.0,0.0,1.0
626449,1.0,0.0,0.0,0.0
339421,0.0,0.0,0.0,1.0
1267766,0.0,1.0,0.0,0.0
1278186,0.0,1.0,0.0,0.0
2135363,1.0,0.0,0.0,0.0
1299102,0.0,1.0,0.0,0.0
1285183,0.0,1.0,0.0,0.0
2776771,1.0,0.0,0.0,0.0
340866,0.0,0.0,0.0,1.0
1271076,0.0,1.0,0.0,0.0
567223,1.0,0.0,0.0,0.0
1292705,0.0,1.0,0.0,0.0
2706265,1.0,0.0,0.0,0.0
340142,0.0,0.0,0.0,1.0
343585,0.0,0.0,0.0,1.0
340862,0.0,0.0,0.0,1.0
1286163,0.0,1.0,0.0,0.0
1273865,0.0,1.0,0.0,0.0
179075,1.0,0.0,0.0,0.0
339606,0.0,0.0,0.0,1.0
339752,0.0,0.0,0.0,1.0
339804,0.0,0.0,0.0,1.0
1270017,0.0,1.0,0.0,0.0
344535,0.0,0.0,0.0,1.0
2116388,1.0,0.0,0.0,0.0
1292787,0.0,1.0,0.0,0.0
12112340,0.0,0.0,1.0,0.0
344164,0.0,0.0,0.0,1.0
2291248,1.0,0.0,0.0,0.0
486023,1.0,0.0,0.0,0.0
147537,1.0,0.0,0.0,0.0
338482,0.0,0.0,0.0,1.0
597207,1.0,0.0,0.0,0.0
337554,0.0,0.0,0.0,1.0
1280033,0.0,1.0,0.0,0.0
1284651,0.0,1.0,0.0,0.0
1273401,0.0,1.0,0.0,0.0
336856,0.0,0.0,0.0,1.0
1276170,0.0,1.0,0.0,0.0
338849,0.0,0.0,0.0,1.0
2662062,1.0,0.0,0.0,0.0
339680,0.0,0.0,0.0,1.0
393719,1.0,0.0,0.0,0.0
2928337,1.0,0.0,0.0,0.0
1282275,0.0,1.0,0.0,0.0
1289064,0.0,1.0,0.0,0.0
2909166,1.0,0.0,0.0,0.0
3543489,1.0,0.0,0.0,0.0
3013335,1.0,0.0,0.0,0.0
108941,0.0,0.0,1.0,0.0
1277938,0.0,1.0,0.0,0.0
613412,1.0,0.0,0.0,0.0
1270224,0.0,1.0,0.0,0.0
1279011,0.0,1.0,0.0,0.0
319260,1.0,0.0,0.0,0.0
337517,0.0,0.0,0.0,1.0
1279146,0.0,1.0,0.0,0.0
3024085,1.0,0.0,0.0,0.0
318898,1.0,0.0,0.0,0.0
1249875,1.0,0.0,0.0,0.0
342422,0.0,0.0,0.0,1.0
366651,1.0,0.0,0.0,0.0
271575,0.0,0.0,1.0,0.0
337997,0.0,0.0,0.0,1.0
1292182,0.0,1.0,0.0,0.0
551412,1.0,0.0,0.0,0.0
477739,1.0,0.0,0.0,0.0
338454,0.0,0.0,0.0,1.0
338253,0.0,0.0,0.0,1.0
2163063,1.0,0.0,0.0,0.0
889492,1.0,0.0,0.0,0.0
3013380,1.0,0.0,0.0,0.0
3376044,1.0,0.0,0.0,0.0
2425546,1.0,0.0,0.0,0.0
3178388,1.0,0.0,0.0,0.0
363035,1.0,0.0,0.0,0.0
344734,0.0,0.0,0.0,1.0
640639,1.0,0.0,0.0,0.0
626994,1.0,0.0,0.0,0.0
3360219,1.0,0.0,0.0,0.0
338808,0.0,0.0,0.0,1.0
1277218,0.0,1.0,0.0,0.0
1286547,0.0,1.0,0.0,0.0
341494,0.0,0.0,0.0,1.0
1275332,0.0,1.0,0.0,0.0
2122806,1.0,0.0,0.0,0.0
2214559,1.0,0.0,0.0,0.0
1273789,0.0,1.0,0.0,0.0
2969858,1.0,0.0,0.0,0.0
1274947,0.0,1.0,0.0,0.0
1281168,0.0,1.0,0.0,0.0
633120,1.0,0.0,0.0,0.0
1298857,0.0,1.0,0.0,0.0
709119,1.0,0.0,0.0,0.0
3417989,1.0,0.0,0.0,0.0
1280701,0.0,1.0,0.0,0.0
2161111,1.0,0.0,0.0,0.0
338071,0.0,0.0,0.0,1.0
2121836,1.0,0.0,0.0,0.0
1280042,0.0,1.0,0.0,0.0
2182996,1.0,0.0,0.0,0.0
338130,0.0,0.0,0.0,1.0
3123719,1.0,0.0,0.0,0.0
338571,0.0,0.0,0.0,1.0
367878,1.0,0.0,0.0,0.0
1272858,0.0,1.0,0.0,0.0
1274755,0.0,1.0,0.0,0.0
2106643,1.0,0.0,0.0,0.0
2174711,1.0,0.0,0.0,0.0
1273281,0.0,1.0,0.0,0.0
2658574,1.0,0.0,0.0,0.0
3160130,1.0,0.0,0.0,0.0
2151995,1.0,0.0,0.0,0.0
2447237,1.0,0.0,0.0,0.0
3369561,1.0,0.0,0.0,0.0
339030,0.0,0.0,0.0,1.0
2641426,1.0,0.0,0.0,0.0
2873521,1.0,0.0,0.0,0.0
2933423,1.0,0.0,0.0,0.0
384768,1.0,0.0,0.0,0.0
2214374,1.0,0.0,0.0,0.0
3060596,1.0,0.0,0.0,0.0
2638383,1.0,0.0,0.0,0.0
226957,1.0,0.0,0.0,0.0
337471,0.0,0.0,0.0,1.0
337485,0.0,0.0,0.0,1.0
189513,1.0,0.0,0.0,0.0
492162,1.0,0.0,0.0,0.0
339745,0.0,0.0,0.0,1.0
238670,1.0,0.0,0.0,0.0
1269747,0.0,1.0,0.0,0.0
342463,0.0,0.0,0.0,1.0
1519885,1.0,0.0,0.0,0.0
2133010,1.0,0.0,0.0,0.0
393475,1.0,0.0,0.0,0.0
337983,0.0,0.0,0.0,1.0
2234442,1.0,0.0,0.0,0.0
2638267,1.0,0.0,0.0,0.0
2116147,1.0,0.0,0.0,0.0
592487,1.0,0.0,0.0,0.0
338587,0.0,0.0,0.0,1.0
2898349,1.0,0.0,0.0,0.0
1285405,0.0,1.0,0.0,0.0
340034,0.0,0.0,0.0,1.0
12563,0.0,0.0,1.0,0.0
1285741,0.0,1.0,0.0,0.0
3305112,1.0,0.0,0.0,0.0
342809,0.0,0.0,0.0,1.0
2577653,1.0,0.0,0.0,0.0
339781,0.0,0.0,0.0,1.0
342467,0.0,0.0,0.0,1.0
585649,1.0,0.0,0.0,0.0
640837,1.0,0.0,0.0,0.0
1280656,0.0,1.0,0.0,0.0
14602460,0.0,0.0,1.0,0.0
1273189,0.0,1.0,0.0,0.0
1278095,0.0,1.0,0.0,0.0
338190,0.0,0.0,0.0,1.0
340209,0.0,0.0,0.0,1.0
2868433,1.0,0.0,0.0,0.0
1272447,0.0,1.0,0.0,0.0
244727,0.0,1.0,0.0,0.0
1268486,0.0,1.0,0.0,0.0
442692,1.0,0.0,0.0,0.0
12167415,0.0,0.0,1.0,0.0
638075,1.0,0.0,0.0,0.0
343143,0.0,0.0,0.0,1.0
88921,1.0,0.0,0.0,0.0
142946,0.0,1.0,0.0,0.0
337973,0.0,0.0,0.0,1.0
2574792,1.0,0.0,0.0,0.0
3430948,1.0,0.0,0.0,0.0
2976371,1.0,0.0,0.0,0.0
339574,0.0,0.0,0.0,1.0
14347660,0.0,0.0,1.0,0.0
340104,1.0,0.0,0.0,0.0
1339281,1.0,0.0,0.0,0.0
1406870,1.0,0.0,0.0,0.0
1278256,0.0,1.0,0.0,0.0
14523382,0.0,0.0,1.0,0.0
1273736,0.0,1.0,0.0,0.0
693337,1.0,0.0,0.0,0.0
338519,0.0,0.0,0.0,1.0
1284845,0.0,1.0,0.0,0.0
629124,1.0,0.0,0.0,0.0
12674733,0.0,0.0,1.0,0.0
339057,0.0,0.0,0.0,1.0
1279019,0.0,1.0,0.0,0.0
1153787,1.0,0.0,0.0,0.0
344054,0.0,0.0,0.0,1.0
2646578,1.0,0.0,0.0,0.0
1286008,0.0,1.0,0.0,0.0
467183,1.0,0.0,0.0,0.0
2111537,1.0,0.0,0.0,0.0
1269078,0.0,1.0,0.0,0.0
1293447,0.0,1.0,0.0,0.0
283927,1.0,0.0,0.0,0.0
3292662,1.0,0.0,0.0,0.0
2127988,1.0,0.0,0.0,0.0
2704922,1.0,0.0,0.0,0.0
1285165,0.0,1.0,0.0,0.0
339823,0.0,0.0,0.0,1.0
336518,0.0,0.0,0.0,1.0
2654792,1.0,0.0,0.0,0.0
1276188,0.0,1.0,0.0,0.0
1278195,0.0,1.0,0.0,0.0
1274911,0.0,1.0,0.0,0.0
640140,1.0,0.0,0.0,0.0
2661488,1.0,0.0,0.0,0.0
337825,0.0,0.0,0.0,1.0
1292192,0.0,1.0,0.0,0.0
2130016,1.0,0.0,0.0,0.0
572427,1.0,0.0,0.0,0.0
477754,1.0,0.0,0.0,0.0
2120743,1.0,0.0,0.0,0.0
2201523,1.0,0.0,0.0,0.0
340157,0.0,0.0,0.0,1.0
2170510,1.0,0.0,0.0,0.0
3048354,1.0,0.0,0.0,0.0
1287059,0.0,1.0,0.0,0.0
603520,1.0,0.0,0.0,0.0
339288,0.0,0.0,0.0,1.0
340643,0.0,0.0,0.0,1.0
339801,0.0,0.0,0.0,1.0
340496,0.0,0.0,0.0,1.0
1291417,0.0,1.0,0.0,0.0
1289691,0.0,1.0,0.0,0.0
78862,1.0,0.0,0.0,0.0
116894,0.0,0.0,1.0,0.0
1286191,0.0,1.0,0.0,0.0
248051,1.0,0.0,0.0,0.0
340800,0.0,0.0,0.0,1.0
1277480,0.0,1.0,0.0,0.0
1280695,0.0,1.0,0.0,0.0
340119,0.0,0.0,0.0,1.0
1275948,0.0,1.0,0.0,0.0
1292706,0.0,1.0,0.0,0.0
1648026,1.0,0.0,0.0,0.0
3379039,1.0,0.0,0.0,0.0
336267,0.0,0.0,0.0,1.0
1280465,0.0,1.0,0.0,0.0
345058,0.0,0.0,0.0,1.0
1285794,0.0,1.0,0.0,0.0
3162789,1.0,0.0,0.0,0.0
1277069,0.0,1.0,0.0,0.0
341546,0.0,0.0,0.0,1.0
319201,1.0,0.0,0.0,0.0
338833,0.0,0.0,0.0,1.0
341221,0.0,0.0,0.0,1.0
338100,0.0,0.0,0.0,1.0
336384,0.0,0.0,0.0,1.0
393534,1.0,0.0,0.0,0.0
2094670,1.0,0.0,0.0,0.0
277808,0.0,1.0,0.0,0.0
1284671,0.0,1.0,0.0,0.0
3490256,1.0,0.0,0.0,0.0
1267732,0.0,1.0,0.0,0.0
506799,1.0,0.0,0.0,0.0
1282024,0.0,1.0,0.0,0.0
1406907,1.0,0.0,0.0,0.0
343221,0.0,0.0,0.0,1.0
1299743,0.0,1.0,0.0,0.0
382894,1.0,0.0,0.0,0.0
3077703,1.0,0.0,0.0,0.0
342342,0.0,0.0,0.0,1.0
1278073,0.0,1.0,0.0,0.0
341070,0.0,0.0,0.0,1.0
338318,0.0,0.0,0.0,1.0
341020,0.0,0.0,0.0,1.0
2142611,1.0,0.0,0.0,0.0
232174,1.0,0.0,0.0,0.0
2883341,1.0,0.0,0.0,0.0
1278136,0.0,1.0,0.0,0.0
336445,0.0,0.0,0.0,1.0
1277908,0.0,1.0,0.0,0.0
1130764,1.0,0.0,0.0,0.0
22956,1.0,0.0,0.0,0.0
1290408,0.0,1.0,0.0,0.0
553645,1.0,0.0,0.0,0.0
1273844,0.0,1.0,0.0,0.0
2975718,1.0,0.0,0.0,0.0
343154,0.0,0.0,0.0,1.0
1273726,0.0,1.0,0.0,0.0
2374523,1.0,0.0,0.0,0.0
2129708,1.0,0.0,0.0,0.0
2114920,1.0,0.0,0.0,0.0
2446526,1.0,0.0,0.0,0.0
1272859,0.0,1.0,0.0,0.0
608526,1.0,0.0,0.0,0.0
2741310,1.0,0.0,0.0,0.0
2425689,1.0,0.0,0.0,0.0
625980,1.0,0.0,0.0,0.0
499936,1.0,0.0,0.0,0.0
337926,0.0,0.0,0.0,1.0
337465,0.0,0.0,0.0,1.0
338488,0.0,0.0,0.0,1.0
1283106,0.0,1.0,0.0,0.0
1295568,0.0,1.0,0.0,0.0
336756,0.0,0.0,0.0,1.0
341261,0.0,0.0,0.0,1.0
1275114,0.0,1.0,0.0,0.0
1277773,0.0,1.0,0.0,0.0
338812,0.0,0.0,0.0,1.0
574253,1.0,0.0,0.0,0.0
2422407,1.0,0.0,0.0,0.0
2658987,1.0,0.0,0.0,0.0
3012361,1.0,0.0,0.0,0.0
2338187,1.0,0.0,0.0,0.0
1281349,0.0,1.0,0.0,0.0
1269890,0.0,1.0,0.0,0.0
337623,0.0,0.0,0.0,1.0
338804,0.0,0.0,0.0,1.0
2751779,1.0,0.0,0.0,0.0
90369,1.0,0.0,0.0,0.0
338245,0.0,0.0,0.0,1.0
337546,0.0,0.0,0.0,1.0
1278200,0.0,1.0,0.0,0.0
337362,0.0,0.0,0.0,1.0
4354141,0.0,0.0,1.0,0.0
570909,1.0,0.0,0.0,0.0
340075,0.0,0.0,0.0,1.0
496829,1.0,0.0,0.0,0.0
341801,0.0,0.0,0.0,1.0
344199,0.0,0.0,0.0,1.0
343215,0.0,0.0,0.0,1.0
2279206,1.0,0.0,0.0,0.0
1281344,0.0,1.0,0.0,0.0
341363,0.0,0.0,0.0,1.0
336829,0.0,0.0,0.0,1.0
338943,0.0,0.0,0.0,1.0
1267890,0.0,1.0,0.0,0.0
1267211,0.0,1.0,0.0,0.0
1286829,0.0,1.0,0.0,0.0
108940,0.0,0.0,1.0,0.0
1284585,0.0,1.0,0.0,0.0
1267942,0.0,1.0,0.0,0.0
306489,1.0,0.0,0.0,0.0
1280404,0.0,1.0,0.0,0.0
335804,0.0,0.0,0.0,1.0
2884571,1.0,0.0,0.0,0.0
335806,0.0,0.0,0.0,1.0
341256,0.0,0.0,0.0,1.0
449411,1.0,0.0,0.0,0.0
1269722,0.0,1.0,0.0,0.0
3340793,1.0,0.0,0.0,0.0
339608,0.0,0.0,0.0,1.0
342318,0.0,0.0,0.0,1.0
3406218,1.0,0.0,0.0,0.0
245045,1.0,0.0,0.0,0.0
339429,0.0,0.0,0.0,1.0
339457,0.0,0.0,0.0,1.0
344944,0.0,0.0,0.0,1.0
344583,0.0,0.0,0.0,1.0
1269989,0.0,1.0,0.0,0.0
626029,1.0,0.0,0.0,0.0
2698816,1.0,0.0,0.0,0.0
1276765,0.0,1.0,0.0,0.0
672818,1.0,0.0,0.0,0.0
619632,1.0,0.0,0.0,0.0
337071,0.0,0.0,0.0,1.0
663851,1.0,0.0,0.0,0.0
1278435,0.0,1.0,0.0,0.0
131255,1.0,0.0,0.0,0.0
339652,0.0,0.0,0.0,1.0
1267891,0.0,1.0,0.0,0.0
1273151,0.0,1.0,0.0,0.0
338345,0.0,0.0,0.0,1.0
1284672,0.0,1.0,0.0,0.0
337971,0.0,0.0,0.0,1.0
1299840,0.0,1.0,0.0,0.0
343158,0.0,0.0,0.0,1.0
335948,0.0,0.0,0.0,1.0
1283955,0.0,1.0,0.0,0.0
338993,0.0,0.0,0.0,1.0
2690676,1.0,0.0,0.0,0.0
344829,0.0,0.0,0.0,1.0
282770,1.0,0.0,0.0,0.0
336854,0.0,0.0,0.0,1.0
2229104,1.0,0.0,0.0,0.0
338361,0.0,0.0,0.0,1.0
595316,1.0,0.0,0.0,0.0
341370,0.0,0.0,0.0,1.0
3169966,1.0,0.0,0.0,0.0
114470,1.0,0.0,0.0,0.0
1275986,0.0,1.0,0.0,0.0
2647018,1.0,0.0,0.0,0.0
337409,0.0,0.0,0.0,1.0
1275764,0.0,1.0,0.0,0.0
390239,1.0,0.0,0.0,0.0
338132,0.0,0.0,0.0,1.0
2454867,1.0,0.0,0.0,0.0
1285582,0.0,1.0,0.0,0.0
339151,0.0,0.0,0.0,1.0
319150,1.0,0.0,0.0,0.0
341964,0.0,0.0,0.0,1.0
1287058,0.0,1.0,0.0,0.0
1278244,0.0,1.0,0.0,0.0
1275054,0.0,1.0,0.0,0.0
339097,1.0,0.0,0.0,1.0
14770572,0.0,0.0,1.0,0.0
1298901,0.0,1.0,0.0,0.0
338012,0.0,0.0,0.0,1.0
337390,0.0,0.0,0.0,1.0
2287890,1.0,0.0,0.0,0.0
187625,1.0,0.0,0.0,0.0
2176490,1.0,0.0,0.0,0.0
1276449,0.0,1.0,0.0,0.0
3093482,1.0,0.0,0.0,0.0
344576,0.0,0.0,0.0,1.0
1281010,0.0,1.0,0.0,0.0
337604,0.0,0.0,0.0,1.0
2851396,1.0,0.0,0.0,0.0
2778450,1.0,0.0,0.0,0.0
336358,0.0,0.0,0.0,1.0
338949,0.0,0.0,0.0,1.0
1278214,0.0,1.0,0.0,0.0
2307916,1.0,0.0,0.0,0.0
338133,0.0,0.0,0.0,1.0
2242874,1.0,0.0,0.0,0.0
2887364,1.0,0.0,0.0,0.0
1278075,0.0,1.0,0.0,0.0
157057,1.0,0.0,0.0,0.0
1278819,0.0,1.0,0.0,0.0
122202,0.0,0.0,1.0,0.0
1280323,0.0,1.0,0.0,0.0
336046,0.0,0.0,0.0,1.0
625549,1.0,0.0,0.0,0.0
319797,1.0,0.0,0.0,0.0
2505870,1.0,0.0,0.0,0.0
335995,0.0,0.0,0.0,1.0
343213,0.0,0.0,0.0,1.0
2695573,1.0,0.0,0.0,0.0
337066,0.0,0.0,0.0,1.0
1268833,0.0,1.0,0.0,0.0
340051,0.0,0.0,0.0,1.0
341637,0.0,0.0,0.0,1.0
337931,0.0,0.0,0.0,1.0
1273172,0.0,1.0,0.0,0.0
336838,0.0,0.0,0.0,1.0
336689,0.0,0.0,0.0,1.0
338563,0.0,0.0,0.0,1.0
1269400,0.0,1.0,0.0,0.0
1280290,0.0,1.0,0.0,0.0
2392140,1.0,0.0,0.0,0.0
337713,0.0,0.0,0.0,1.0
3149634,1.0,0.0,0.0,0.0
1284615,0.0,1.0,0.0,0.0
2149677,1.0,0.0,0.0,0.0
3466880,1.0,0.0,0.0,0.0
9262325,0.0,0.0,1.0,0.0
177299,1.0,0.0,0.0,0.0
1276729,0.0,1.0,0.0,0.0
2228107,1.0,0.0,0.0,0.0
3246838,1.0,0.0,0.0,0.0
1278436,0.0,1.0,0.0,0.0
3311361,1.0,0.0,0.0,0.0
344910,0.0,0.0,0.0,1.0
337447,0.0,0.0,0.0,1.0
344764,0.0,0.0,0.0,1.0
1278046,0.0,1.0,0.0,0.0
1284494,0.0,1.0,0.0,0.0
1273765,0.0,1.0,0.0,0.0
341268,0.0,0.0,0.0,1.0
344502,0.0,0.0,0.0,1.0
1694778,1.0,0.0,0.0,0.0
3167814,1.0,0.0,0.0,0.0
338913,0.0,0.0,0.0,1.0
337935,0.0,0.0,0.0,1.0
2883337,1.0,0.0,0.0,0.0
3375657,1.0,0.0,0.0,0.0
1275374,0.0,1.0,0.0,0.0
1842355,1.0,0.0,0.0,0.0
2255228,1.0,0.0,0.0,0.0
650258,1.0,0.0,0.0,0.0
1306314,1.0,0.0,0.0,0.0
1293599,0.0,1.0,0.0,0.0
2662569,1.0,0.0,0.0,0.0
263523,0.0,0.0,1.0,0.0
753932,0.0,1.0,0.0,0.0
339714,0.0,0.0,0.0,1.0
1277873,0.0,1.0,0.0,0.0
3382353,1.0,0.0,0.0,0.0
318969,1.0,0.0,0.0,0.0
337987,0.0,0.0,0.0,1.0
337721,0.0,0.0,0.0,1.0
2094661,1.0,0.0,0.0,0.0
339304,0.0,0.0,0.0,1.0
595977,1.0,0.0,0.0,0.0
343516,0.0,0.0,0.0,1.0
450406,1.0,0.0,0.0,0.0
1276640,0.0,1.0,0.0,0.0
1270753,0.0,1.0,0.0,0.0
265979,0.0,1.0,0.0,0.0
344797,0.0,0.0,0.0,1.0
1248914,1.0,0.0,0.0,0.0
343117,0.0,0.0,0.0,1.0
1274261,0.0,1.0,0.0,0.0
1280605,0.0,1.0,0.0,0.0
1274710,0.0,1.0,0.0,0.0
2165909,1.0,0.0,0.0,0.0
1278167,0.0,1.0,0.0,0.0
805717,1.0,0.0,0.0,0.0
341376,0.0,0.0,0.0,1.0
2110428,1.0,0.0,0.0,0.0
338988,0.0,0.0,0.0,1.0
344891,0.0,0.0,0.0,1.0
1276002,0.0,1.0,0.0,0.0
1273164,0.0,1.0,0.0,0.0
336866,0.0,0.0,0.0,1.0
338320,0.0,0.0,0.0,1.0
2180504,1.0,0.0,0.0,0.0
344326,0.0,0.0,0.0,1.0
336027,0.0,0.0,0.0,1.0
336053,0.0,0.0,0.0,1.0
567227,1.0,0.0,0.0,0.0
635663,1.0,0.0,0.0,0.0
642319,1.0,0.0,0.0,0.0
792246,0.0,1.0,0.0,0.0
2179788,1.0,0.0,0.0,0.0
599095,1.0,0.0,0.0,0.0
2711529,1.0,0.0,0.0,0.0
1273123,0.0,1.0,0.0,0.0
2094415,1.0,0.0,0.0,0.0
2901792,1.0,0.0,0.0,0.0
1272421,0.0,1.0,0.0,0.0
1270012,0.0,1.0,0.0,0.0
1278922,0.0,1.0,0.0,0.0
339255,0.0,0.0,0.0,1.0
14524116,0.0,0.0,1.0,0.0
657332,1.0,0.0,0.0,0.0
2700085,1.0,0.0,0.0,0.0
2944150,1.0,0.0,0.0,0.0
336246,0.0,0.0,0.0,1.0
1292189,0.0,1.0,0.0,0.0
2970638,1.0,0.0,0.0,0.0
625213,1.0,0.0,0.0,0.0
2425172,1.0,0.0,0.0,0.0
472777,1.0,0.0,0.0,0.0
1278234,0.0,1.0,0.0,0.0
1267851,0.0,1.0,0.0,0.0
2293,0.0,0.0,1.0,0.0
2584086,1.0,0.0,0.0,0.0
3288702,1.0,0.0,0.0,0.0
3031060,1.0,0.0,0.0,0.0
338740,0.0,0.0,0.0,1.0
344820,0.0,0.0,0.0,1.0
1285217,0.0,1.0,0.0,0.0
1277517,0.0,1.0,0.0,0.0
3369064,1.0,0.0,0.0,0.0
3382351,1.0,0.0,0.0,0.0
3054129,1.0,0.0,0.0,0.0
339747,0.0,0.0,0.0,1.0
369116,1.0,0.0,0.0,0.0
581607,1.0,0.0,0.0,0.0
336341,0.0,0.0,0.0,1.0
336377,0.0,0.0,0.0,1.0
1407211,1.0,0.0,0.0,0.0
1279363,0.0,1.0,0.0,0.0
3231818,1.0,0.0,0.0,0.0
767320,0.0,1.0,0.0,0.0
1280006,0.0,1.0,0.0,0.0
127738,0.0,0.0,1.0,0.0
1267944,0.0,1.0,0.0,0.0
485547,1.0,0.0,0.0,0.0
