"","Chr","Start","End","SYMBOL","Spearman.Correlation","Spearman.P.value"
"29","chr9",68410822,68410823,"FRG1JP",-0.448971244583943,0.000223550399249004
"30","chr8",97156709,97156710,"GDF6",-0.524694820474677,1.01328178196826e-05
"31","chr10",46991746,46991747,"GPRIN2",-0.342239431043668,0.0060421712386252
"32","chr6",58148485,58148486,"GUSBP4",-0.413427875434129,0.00075770512534395
"33","chrY",13470541,13470542,"GYG2P1",-0.468607844225893,0.000107314952230424
"34","chr12",48184554,48184555,"HDAC7",-0.497711681167483,3.320665846484e-05
"35","chr3",193818800,193818801,"HES1",-0.480638916579292,6.6931000751826e-05
"36","chr8",145180606,145180607,"HGH1",-0.225897254874418,0.0750451813080102
"37","chr17",46687763,46687764,"HOXB7",-0.362391004369417,0.00351488748551553
"38","chr5",1911891,1911892,"IRX4",-0.538961781490867,5.18644550690983e-06
"39","chr8",143747372,143747373,"JRK",-0.539345426943826,5.09171587269311e-06
"40","chr16",33956041,33956042,"LINC00273",-0.261256854698341,0.0386206106020085
"41","chr8",58125987,58125988,"LINC01606",-0.402052261077601,0.00108963216517221
"42","chr5",17594582,17594583,"LINC02111",-0.419414659705702,0.00062261091031193
"43","chr1",149261148,149261149,"LINC02591",-0.360252001814413,0.00372905194775736
"44","chr7",56890024,56890025,"LOC100130849",-0.569762263240589,1.09521419142372e-06
"45","chr8",12420855,12420856,"LOC100506990",-0.327126092862635,0.00887280701571537
"46","chr16",33532917,33532918,"LOC390705",-0.220848768730773,0.0819682548942205
"47","chr5",175621277,175621278,"LOC643201",-0.383018730166922,0.00194621778714466
"48","chr15",21904048,21904049,"LOC646214",-0.497567166764552,3.34095247266596e-05
"49","chr2",91678981,91678982,"LSP1P4",-0.333946232688758,0.00747743628952293
"50","chr1",17019109,17019110,"MIR3675",-0.399923209988131,0.00116466215151784
"51","chr7",1913779,1913780,"MIR4655",-0.43074281807776,0.000425091521634252
"52","chr3",195423656,195423657,"MIR570",-0.499874084819348,3.03041944242723e-05
"53","chr3",197391961,197391962,"MIR922",-0.377351522277834,0.00229811885880268
"54","chr8",142534721,142534722,"MROH5",-0.486010428965955,5.39002056920754e-05
"55","chr7",100643426,100643427,"MUC17",-0.426058961152528,0.000498550759943449
"56","chr3",195480220,195480221,"MUC4",-0.480656700303884,6.68834340402644e-05
"57","chr15",22158733,22158734,"NF1P2",-0.351130718010995,0.00477771168394566
"58","chr11",31826182,31826183,"PAX6",-0.424826599222226,0.000519706932841732
"59","chr4",132671356,132671357,"PCDH10",-0.377581335152569,0.00228281178535999
"60","chr5",140590287,140590288,"PCDHB12",-0.438365254394029,0.000326340146089872
"61","chr1",145075799,145075800,"PDE4DIP",-0.358232955623543,0.00394173497716049
"62","chr12",130876928,130876929,"PIWIL1",-0.553099135839939,2.58964637127921e-06
"63","chr8",42064177,42064178,"PLAT",-0.447867122608112,0.000232664522433532
"64","chrX",115004711,115004712,"PLS3",0.278506316252735,0.027088525566035
"65","chr14",19533106,19533107,"POTEG",-0.367812974131607,0.00302012030588456
"66","chr22",16288802,16288803,"POTEH",-0.225974367615638,0.0749431648631955
"67","chr9",66456042,66456043,"PTGER4P2-CDK2AP2P2",-0.414533727191553,0.000730912078258234
"68","chr8",142440214,142440215,"PTP4A3",-0.414274735756435,0.000737108915180249
"69","chr7",157959107,157959108,"PTPRN2-AS1",-0.282255363537425,0.0250095729456088
"70","chr16",544867,544868,"RAB11FIP3",-0.366108189470744,0.00316855379097219
"71","chr13",114849703,114849704,"RASA3",-0.523188438520045,1.08562050484616e-05
"72","chr18",77831423,77831424,"RBFADN",-0.262896170074388,0.0373736303201876
"73","chr8",86573445,86573446,"REXO1L1P",-0.377465160966134,0.00229053834401328
"74","chr18",112277,112278,"ROCK1P1",-0.327561746020074,0.00877733519645586
"75","chr3",195717568,195717569,"SDHAP1",-0.3019829805303,0.0161562411797827
"76","chr3",197371986,197371987,"SDHAP4",-0.416850074464633,0.000677551731425053
"77","chr1",249097872,249097873,"SH3BP5L",-0.367706568443868,0.00302920065829591
"78","chr6",168974080,168974081,"SMOC2",-0.37928230761909,0.00217231795105537
"79","chr3",125238876,125238877,"SNX4",-0.369377507391396,0.00288937415944722
"80","chr3",181413148,181413149,"SOX2",-0.345131013876823,0.00560200694613599
"81","chr11",16411302,16411303,"SOX6",-0.422812927680856,0.000556037227530713
"82","chr8",74658598,74658599,"STAU2",-0.376677828667344,0.00234352093558517
"83","chr9",99984216,99984217,"SUGT1P4-STRA6LP",-0.383297937336192,0.00193020017509038
"84","chr21",10428261,10428262,"TEKT4P2",-0.316990227883287,0.0113641803102079
"85","chr21",10602454,10602455,"TPTE",-0.50769533261099,2.1655411482654e-05
"86","chr22",22604538,22604539,"VPREB1",-0.448123636334663,0.00023051729192326
"87","chr7",73086569,73086570,"VPS37D",-0.243403437942976,0.0545697333573711
"88","chr5",784692,784693,"ZDHHC11",-0.36194659239584,0.00355846325579728
"89","chr3",22604198,22604199,"ZNF385D",0.203181464284101,0.110239598831545
"90","chr3",44743359,44743360,"ZNF502",-0.372314336235035,0.00265748142589521
"91","chr1",143270494,143270495,NA,-0.324490373117607,0.00946993149243731
