"","Chr","Start","End","SYMBOL","Spearman.Correlation","Spearman.P.value"
"40","chr4",3801351,3801352,"ADRA2C",0.330747365913386,2.47410659002562e-06
"41","chr4",7735194,7735195,"AFAP1-AS1",0.304576082565863,1.57538947844173e-05
"42","chr2",100443418,100443419,"AFF3",0.353159963021526,4.39811745404053e-07
"43","chr2",236444623,236444624,"AGAP1",0.305509105329704,1.47915054497873e-05
"44","chr1",973021,973022,"AGRN",0.313787660749708,8.37527014840428e-06
"45","chr6",135946934,135946935,"AHI1-DT",0.279250738420164,8.04323670523158e-05
"46","chrX",129300061,129300062,"AIFM1",0.216095904702126,0.00247603257628733
"47","chr17",55226579,55226580,"AKAP1",0.25634801208068,0.00030866490531906
"48","chr16",53538754,53538755,"AKTIP",0.304164171942479,1.61973515926365e-05
"49","chr12",34372510,34372511,"ALG10",0.307154392935731,1.32285013132798e-05
"50","chr12",38724336,38724337,"ALG10B",0.256988011919913,0.000297761933330961
"51","chr2",392773,392774,"ALKAL2",0.271081685150888,0.000131749159085919
"52","chr17",4560178,4560179,"ALOX15",0.221808268779889,0.00188181219097079
"53","chr12",85673330,85673331,"ALX1",-0.33968910683741,1.26223475794892e-06
"54","chrX",63424762,63424763,"AMER1",0.225007171470033,0.00160893831522488
"55","chr3",134032331,134032332,"AMOTL2",-0.238065813256097,0.000829872838425095
"56","chr8",41554080,41554081,"ANK1",0.283118948474316,6.33268089112279e-05
"57","chr5",72861374,72861375,"ANKRA2",-0.269976861291792,0.000140675482908679
"58","chr1",142618761,142618762,"ANKRD20A12P",0.335894413875184,1.68382675661484e-06
"59","chr19",33134037,33134038,"ANKRD27",0.310194517737912,1.07429173507157e-05
"60","chr2",133031386,133031387,"ANKRD30BL",0.402967537726358,5.70107126140878e-09
"61","chr5",55474148,55474149,"ANKRD55",0.234508019818287,0.000997511796070673
"62","chr11",69818516,69818517,"ANO1",0.340296978510805,1.20485993219648e-06
"63","chr2",242123844,242123845,"ANO7",0.336186909771184,1.64705937501776e-06
"64","chr15",35413899,35413900,"ANP32AP1",0.279188503953621,8.07400637431816e-05
"65","chr16",71832511,71832512,"AP1G1",0.201536800653336,0.00483365963941669
"66","chr19",2117415,2117416,"AP3D1",0.311154673464514,1.00546540936938e-05
"67","chr22",39462190,39462191,"APOBEC3G",0.242416304342524,0.000660215724946831
"68","chr11",77282643,77282644,"AQP11",0.313124176246817,8.7714222536915e-06
"69","chr11",72423436,72423437,"ARAP1",0.278940572105895,8.19768691185801e-05
"70","chr5",141060750,141060751,"ARAP3",0.270706297907139,0.000134720909371263
"71","chr8",143703507,143703508,"ARC",0.215457702025755,0.00255204452290505
"72","chr10",31988775,31988776,"ARHGAP12",0.299064902394643,2.27611218973932e-05
"73","chr4",86416403,86416404,"ARHGAP24",0.347505027261326,6.88780557995873e-07
"74","chr1",94712750,94712751,"ARHGAP29",-0.280294031880528,7.54351261131168e-05
"75","chr8",1849798,1849799,"ARHGEF10",0.337926478296597,1.4437169722967e-06
"76","chr1",3342482,3342483,"ARHGEF16",0.358475501918585,2.86192875792287e-07
"77","chr1",16508512,16508513,"ARHGEF19",0.226859607282572,0.00146795217469839
"78","chr2",131773556,131773557,"ARHGEF4",0.342382919081215,1.02631510192839e-06
"79","chr15",74891625,74891626,"ARID3B",0.345339972010539,8.15954566027556e-07
"80","chr15",72736614,72736615,"ARIH1",0.204839303378723,0.00416894701269237
"81","chr7",13194188,13194189,"ARL4A",0.325672100095576,3.59140537610007e-06
"82","chr12",123466822,123466823,"ARL6IP4",0.306111985553021,1.41995227346693e-05
"83","chr22",19969043,19969044,"ARVCF",0.205773774424975,0.00399642548378074
"84","chr2",9307131,9307132,"ASAP2",0.215468575806689,0.00255073188585836
"85","chr1",201094570,201094571,"ASCL5",0.250475421826798,0.000427509289188162
"86","chr17",7030089,7030090,"ASGR2",0.22755662146147,0.00141789614969996
"87","chr17",32419206,32419207,"ASIC2",0.355009766364605,3.79064372622064e-07
"88","chr9",120141543,120141544,"ASTN2",0.335772009155543,1.69944445013324e-06
"89","chr13",113422444,113422445,"ATP11A",0.322595282461078,4.4871683603096e-06
"90","chr3",182496908,182496909,"ATP11B",0.283388720054168,6.22713757802343e-05
"91","chr16",28913638,28913639,"ATP2A1",0.362059103200361,2.13266862845266e-07
"92","chr17",3889321,3889322,"ATP2A3",0.283642284239974,6.12944335221322e-05
"93","chrX",152787986,152787987,"ATP2B3",0.220074307497132,0.00204675394317166
"94","chr1",203570365,203570366,"ATP2B4",0.295936512740234,2.79558728189927e-05
"95","chr19",1242157,1242158,"ATP5F1D",-0.221607387720239,0.00190028007975878
"96","chrX",40375095,40375096,"ATP6AP2",0.26016576846008,0.00024873130438735
"97","chr8",20066981,20066982,"ATP6V1B2",0.24547720385419,0.000560699515047872
"98","chr1",154301889,154301890,"ATP8B2",0.321829669535301,4.74102539024178e-06
"99","chr20",50374030,50374031,"ATP9A",0.284953614896549,5.64677135148599e-05
"100","chr7",69935934,69935935,"AUTS2",0.231264133671175,0.00117691579437802
"101","chr11",134246754,134246755,"B3GAT1",0.225690922400644,0.00155551919134827
"102","chr11",134717499,134717500,"B3GAT1-DT",0.318865621733301,5.85849730384614e-06
"103","chr13",31825944,31825945,"B3GLCT",0.244836709455117,0.000580298289272699
"104","chr17",81008593,81008594,"B3GNTL1",0.259519831840202,0.00025804378783424
"105","chr17",47210127,47210128,"B4GALNT2",-0.313543444042522,8.51907145489902e-06
"106","chr11",352504,352505,"B4GALNT4",0.231480670225056,0.00116407564481332
"107","chr6",57036604,57036605,"BAG2",0.234347977311324,0.00100573768786317
"108","chr21",11114777,11114778,"BAGE3",0.303063342988117,1.74411335528844e-05
"109","chr17",79006800,79006801,"BAIAP2-DT",0.218487706278425,0.00220909666095054
"110","chr16",88175060,88175061,"BANP",0.26358518153578,0.00020443029147488
"111","chr1",91172930,91172931,"BARHL2",-0.302048498415421,1.86672810874314e-05
"112","chr9",96714225,96714226,"BARX1",-0.342045157899958,1.05340150972164e-06
"113","chr5",17218089,17218090,"BASP1",-0.325717456468205,3.57957032389275e-06
"114","chr19",45261317,45261318,"BCL3",0.29063230915327,3.94001359208906e-05
"115","chr1",147091036,147091037,"BCL9",0.221585073821643,0.00190234165417911
"116","chrX",129113830,129113831,"BCORL1",0.240132834605988,0.000744803959305126
"117","chr14",101030386,101030387,"BEGAIN",0.259819259576312,0.000253687318826536
"118","chrX",102470134,102470135,"BEX4",0.207847687502132,0.00363630367910863
"119","chrX",152758220,152758221,"BGN",0.263591090090717,0.000204360547528935
"120","chr17",1162810,1162811,"BHLHA9",-0.294102216396176,3.15022659408849e-05
"121","chrX",102001536,102001537,"BHLHB9",0.21876762585944,0.00217963061233691
"122","chr3",4909509,4909510,"BHLHE40-AS1",0.292670400170403,3.4560850694821e-05
"123","chr20",55533289,55533290,"BMP7",0.25824641280449,0.000277360008290659
"124","chr14",19888773,19888774,"BMS1P18",0.297484970075343,2.52587342856268e-05
"125","chr10",133799532,133799533,"BNIP3",0.240418457983315,0.000733702573505928
"126","chr5",173100087,173100088,"BOD1",0.2035542358026,0.00441714226776741
"127","chr18",54806748,54806749,"BOD1L2",0.224727026727481,0.0016313048430519
"128","chr7",140655676,140655677,"BRAF",0.381163575713933,4.17949001216356e-08
"129","chr11",1474796,1474797,"BRSK2",0.327296952358119,3.1898138324688e-06
"130","chrX",79829049,79829050,"BRWD3",0.286297830721987,5.18922538512021e-05
"131","chr11",116410016,116410017,"BUD13",0.308355231998444,1.21878431784249e-05
"132","chr11",68050344,68050345,"C11orf24",0.320928403760012,5.05735319249746e-06
"133","chr11",66511627,66511628,"C11orf80",0.263620861868453,0.000204009461918626
"134","chr12",121456139,121456140,"C12orf43",0.285780484536642,5.36103119980513e-05
"135","chr14",96521447,96521448,"C14orf132",0.326118896080232,3.47642583376532e-06
"136","chr16",87369929,87369930,"C16orf95",0.361704825328604,2.19594319236668e-07
"137","chr19",51171433,51171434,"C19orf81",-0.366007925207974,1.53586028433291e-07
"138","chr1",22965340,22965341,"C1QA",0.319687108625495,5.5259859394015e-06
"139","chr16",1168048,1168049,"C1QTNF8",0.273862237487662,0.000111571709752749
"140","chr1",244507275,244507276,"C1orf100",0.375927633123758,6.60192163231464e-08
"141","chr1",220864027,220864028,"C1orf115",-0.254479215541557,0.000342660746260856
"142","chr1",36192379,36192380,"C1orf216",0.212030323786744,0.00299767716295817
"143","chr15",62683867,62683868,"C2CD4B",-0.231643291825411,0.00115451712843663
"144","chr3",184854556,184854557,"C3orf70",0.21492936909363,0.00261656583097828
"145","chr5",41250432,41250433,"C6",0.280011509439193,7.67588143630698e-05
"146","chr9",112976081,112976082,"C9orf152",0.295993833115534,2.78513660419485e-05
"147","chr9",74579951,74579952,"C9orf85",0.393866265576828,1.3326924015846e-08
"148","chr18",20663445,20663446,"CABLES1",0.251343592190776,0.000407608088934187
"149","chr22",30115366,30115367,"CABP7",0.303654491068893,1.67624132828095e-05
"150","chr16",1238632,1238633,"CACNA1H",0.286200366491782,5.22119133084631e-05
"151","chr3",50496345,50496346,"CACNA2D2",0.285665958641357,5.39978028563474e-05
"152","chr3",54232888,54232889,"CACNA2D3",0.257195620781761,0.000294302726889982
"153","chr17",65040231,65040232,"CACNG1",0.273400564520243,0.000114708234547541
"154","chr22",37133242,37133243,"CACNG2",0.287759402207105,4.73139874874808e-05
"155","chr16",24266747,24266748,"CACNG3",0.320754965347025,5.12048421094648e-06
"156","chr17",64882903,64882904,"CACNG5",0.207504548957636,0.00369378863393292
"157","chr11",15095631,15095632,"CALCB",-0.237562826476299,0.00085188377662938
"158","chr4",114682581,114682582,"CAMK2D",-0.389280554541255,2.02469618815947e-08
"159","chr1",7080897,7080898,"CAMTA1",0.247027822977946,0.000515756612197197
"160","chr17",76997410,76997411,"CANT1",0.24579922438335,0.000551078624932824
"161","chr15",42652379,42652380,"CAPN3",0.274236450084717,0.000109088466109134
"162","chr9",139279789,139279790,"CARD9",0.35062770055856,5.38237214260137e-07
"163","chr10",115478998,115478999,"CASP7",0.220658538230241,0.00198976445441337
"164","chr1",10880369,10880370,"CASZ1",0.254844032368913,0.000335762873334677
"165","chr19",1235132,1235133,"CBARP",0.348614308809955,6.31196991980225e-07
"166","chr16",49314818,49314819,"CBLN1",-0.471072278636387,4.14975831965409e-12
"167","chr17",77743787,77743788,"CBX2",0.223747537295238,0.00171175632382621
"168","chr22",21986589,21986590,"CCDC116",0.353096144549088,4.42065504224466e-07
"169","chr17",41401006,41401007,"CCDC200",0.202063315247553,0.00472168640285476
"170","chr17",80144969,80144970,"CCDC57",0.272584425451368,0.0001204556739383
"171","chr14",100039424,100039425,"CCDC85C",0.379808839513612,4.70793188688144e-08
"172","chr4",7030627,7030628,"CCDC96",0.342157238465419,1.04433853372092e-06
"173","chr17",32751554,32751555,"CCL1",0.245171160965735,0.000569986666676931
"174","chr6",132270548,132270549,"CCN2",0.288127506735641,4.62223561079332e-05
"175","chr1",1322734,1322735,"CCNL2",0.234732557285277,0.000986075126091895
"176","chr3",32932689,32932690,"CCR4",0.316916319790686,6.72517685014031e-06
"177","chr4",91626710,91626711,"CCSER1",0.296052878815799,2.77440990300065e-05
"178","chr10",86604406,86604407,"CCSER2",0.348231170663039,6.50544886160507e-07
"179","chr19",35822249,35822250,"CD22",0.31190154010016,9.54839636044028e-06
"180","chr17",72628696,72628697,"CD300E",0.329140433517239,2.78597249253205e-06
"181","chr19",51703549,51703550,"CD33",0.265222039740024,0.000185934567777194
"182","chrX",150083053,150083054,"CD99L2",0.246612521527786,0.000527455193731984
"183","chr19",10515988,10515989,"CDC37",-0.21190043439807,0.00301587303885671
"184","chr1",227506913,227506914,"CDC42BPA",-0.256510816254388,0.000305856756598362
"185","chr14",105499936,105499937,"CDCA4",-0.358001826929989,2.9745822946028e-07
"186","chr16",89251318,89251319,"CDH15",0.333796739622512,1.97139047942961e-06
"187","chr18",25393142,25393143,"CDH2",0.314352524532212,8.05143169978939e-06
"188","chr20",44937020,44937021,"CDH22",-0.43604128346328,2.08399688226922e-10
"189","chr10",73418475,73418476,"CDH23",0.211198231106298,0.00311598513372262
"190","chr20",60273466,60273467,"CDH4",0.323439676561648,4.22218649685338e-06
"191","chr2",202771784,202771785,"CDK15",0.240320008554184,0.000737511690071816
"192","chr18",34900385,34900386,"CELF4",0.376583168689964,6.23739659454461e-08
"193","chr19",3313301,3313302,"CELF5",0.325349173265282,3.67675045409424e-06
"194","chr6",126964674,126964675,"CENPW",0.29325700655569,3.32753935848525e-05
"195","chr17",79166230,79166231,"CEP131",0.276891860610604,9.28984084043635e-05
"196","chr4",175135937,175135938,"CEP44",-0.432767082860266,2.93897335129965e-10
"197","chr3",138275533,138275534,"CEP70",0.253104102482061,0.000369860611749761
"198","chr5",628874,628875,"CEP72",0.270844594469077,0.000133618870552196
"199","chr5",603227,603228,"CEP72-DT",0.215520427822134,0.00254448095066755
"200","chr5",89704399,89704400,"CETN3",0.408286267213575,3.4296829294175e-09
"201","chr3",59804390,59804391,"CFAP20DC",0.243037580937707,0.000638786511364066
"202","chr10",134735541,134735542,"CFAP46",0.314632194586983,7.89552608096597e-06
"203","chr9",135362017,135362018,"CFAP77",0.233914321673419,0.00102834091180321
"204","chr4",186123905,186123906,"CFAP97",0.287726721491609,4.74120669288275e-05
"205","chr19",863244,863245,"CFD",0.341561100983675,1.09341271893876e-06
"206","chr15",20500588,20500589,"CHEK2P2",0.204950374531502,0.00414809586961115
"207","chr20",32450337,32450338,"CHMP4B",0.325212768075979,3.71337692687347e-06
"208","chr17",78973667,78973668,"CHMP6",0.305062280949134,1.52452368994424e-05
"209","chrX",46433585,46433586,"CHST7",0.250048503783762,0.000437622311567571
"210","chr19",34176051,34176052,"CHST8",0.287117856991712,4.9274700527146e-05
"211","chr15",101694814,101694815,"CHSY1",0.332049003550457,2.24615945476272e-06
"212","chr6",139682755,139682756,"CITED2",0.270760157071443,0.000134290717567466
"213","chr16",1518592,1518593,"CLCN7",0.303484105259957,1.69554338688203e-05
"214","chr12",10106118,10106119,"CLEC12A",0.308830979982065,1.17973980626287e-05
"215","chr7",73689059,73689060,"CLIP2",0.3050257406237,1.52829186778818e-05
"216","chr16",81041636,81041637,"CMC2",-0.361287915296377,2.2727098822987e-07
"217","chr16",81509738,81509739,"CMIP",0.254463004877024,0.0003429702846139
"218","chr5",179936565,179936566,"CNOT6",0.210491836286894,0.00321971843302407
"219","chr7",155289911,155289912,"CNPY1",0.338298200720747,1.40348621984972e-06
"220","chr14",104060054,104060055,"COA8",0.39237170119815,1.52837866155162e-08
"221","chr17",55037400,55037401,"COIL",0.206277384422594,0.00390614080067315
"222","chr6",75915385,75915386,"COL12A1",-0.291139520353378,3.81394486026491e-05
"223","chr8",139870192,139870193,"COL22A1",0.293331456964661,3.31155075944828e-05
"224","chr9",116932649,116932650,"COL27A1",0.343208222740249,9.62900539967932e-07
"225","chr13",110903606,110903607,"COL4A1",0.27947107319271,7.93518145294583e-05
"226","chr21",47418640,47418641,"COL6A1",0.323907716474609,4.08178835278055e-06
"227","chr21",47517783,47517784,"COL6A2",-0.246355181437888,0.000534826785840238
"228","chr3",130098304,130098305,"COL6A5",0.301570743297318,1.92723055673687e-05
"229","chr6",70845556,70845557,"COL9A1",0.323464382459804,4.21466209688367e-06
"230","chr17",17184051,17184052,"COPS3",-0.235777104502242,0.00093443862067905
"231","chr2",237828432,237828433,"COPS8",0.343303405769336,9.55832364810152e-07
"232","chr4",47776367,47776368,"CORIN",0.361560396278752,2.22225147708001e-07
"233","chr16",84645944,84645945,"COTL1",0.224501197243286,0.00164954115317227
"234","chr4",73960993,73960994,"COX18",0.259525707382307,0.000257957637366792
"235","chr4",828301,828302,"CPLX1",0.223123271083891,0.0017649031679145
"236","chr16",89660254,89660255,"CPNE7",0.301031648878111,1.99772474094796e-05
"237","chr12",39300361,39300362,"CPNE8",-0.484607421159411,8.07793305907648e-13
"238","chr2",99553406,99553407,"CRACDL",-0.280304281583494,7.53875086536722e-05
"239","chr16",1690182,1690183,"CRAMP1",0.307079945124861,1.32957119232999e-05
"240","chr8",75897451,75897452,"CRISPLD1",-0.322823732100099,4.41395876228865e-06
"241","chr19",18875021,18875022,"CRTC1",0.306870668107894,1.34863802351179e-05
"242","chr22",25816756,25816757,"CRYBB2P1",-0.230771804085079,0.00120659450678897
"243","chr16",21308607,21308608,"CRYM-AS1",0.337739291088302,1.46439003033786e-06
"244","chr1",110466319,110466320,"CSF1",0.323285809504752,4.26933628837591e-06
"245","chr8",3444482,3444483,"CSMD1",0.338097214088769,1.42510385341952e-06
"246","chr19",1948089,1948090,"CSNK1G2-AS1",0.337304457577219,1.51350870516661e-06
"247","chr20",555374,555375,"CSNK2A1",0.292409688728025,3.51470524543434e-05
"248","chr15",75989548,75989549,"CSPG4",0.328528670701865,2.91426091289093e-06
"249","chr20",24746447,24746448,"CST7",0.330617288217246,2.49805982677941e-06
"250","chrX",100075324,100075325,"CSTF2",0.229305160940162,0.0012991190879654
"251","chr10",126849495,126849496,"CTBP2",-0.297208027536364,2.57223452784232e-05
"252","chr18",77476246,77476247,"CTDP1",0.318826854627632,5.87464923668223e-06
"253","chr16",30918989,30918990,"CTF1",0.329335354852844,2.74623916576372e-06
"254","chr15",79237293,79237294,"CTSH",-0.263991123434567,0.000199689839065151
"255","chr7",117513382,117513383,"CTTNBP2",-0.214607906869375,0.00265654400108093
"256","chrX",119695213,119695214,"CUL4B",0.204443577533365,0.00424400479118058
"257","chr7",101504330,101504331,"CUX1",0.252692526299602,0.000378382958712019
"258","chr12",111473249,111473250,"CUX2",-0.277772906958489,8.80443452463722e-05
"259","chr4",49151817,49151818,"CWH43",0.415135216697302,1.75914027789761e-09
"260","chr15",21997337,21997338,"CXADRP2",0.312745352453176,9.00551054104865e-06
"261","chr2",218977541,218977542,"CXCR2",0.248502870658982,0.000476118257352909
"262","chr5",139062399,139062400,"CXXC5",0.359652077730287,2.59951694557171e-07
"263","chrX",71044028,71044029,"CXorf49B",0.403790854638989,5.27285149691364e-09
"264","chr11",7678129,7678130,"CYB5R2",0.307965498465568,1.25167812790848e-05
"265","chr17",74534700,74534701,"CYGB",0.241164438101186,0.000705423654942205
"266","chr8",143961102,143961103,"CYP11B1",0.338303430695143,1.40292789463708e-06
"267","chr20",52759005,52759006,"CYP24A1",0.273475529578125,0.000114193386197562
"268","chr2",72171098,72171099,"CYP26B1",0.257743290142151,0.000285355772282395
"269","chr10",94819904,94819905,"CYP26C1",0.230496396517343,0.00122349432907359
"270","chr2",10219435,10219436,"CYS1",-0.391513594779481,1.65295183255201e-08
"271","chr17",76719488,76719489,"CYTH1",0.318765286241443,5.90038803148116e-06
"272","chr1",58628768,58628769,"DAB1",-0.331170498682309,2.39769254465411e-06
"273","chr7",6463996,6463997,"DAGLB",0.219422735406313,0.00211206193398124
"274","chr6",117869436,117869437,"DCBLD1",0.271979863947311,0.000124885623282175
"275","chr4",155297093,155297094,"DCHS2",0.303500896861132,1.69363186613145e-05
"276","chr3",36874042,36874043,"DCLK3",0.258460683506867,0.000274018425558022
"277","chr2",15789933,15789934,"DDX1",0.256688809230966,0.00030281379211956
"278","chr1",10497,10498,"DDX11L1",0.321986339736332,4.68799201051932e-06
"279","chr15",102520733,102520734,"DDX11L9",0.256333516654703,0.000308916089211247
"280","chr8",6881626,6881627,"DEFA11P",0.272620743794987,0.00012019428694608
"281","chr11",71600682,71600683,"DEFB131B",0.209753265617943,0.00333150609957505
"282","chr9",117996897,117996898,"DELEC1",0.250321162089385,0.000431138214382151
"283","chr9",126219681,126219682,"DENND1A",0.35059720439084,5.39542085385047e-07
"284","chr8",142189600,142189601,"DENND3",0.29516765434301,2.93939002538166e-05
"285","chr22",32266991,32266992,"DEPDC5",0.275038698950498,0.000103938113998078
"286","chr11",46369271,46369272,"DGKZ",0.341911824513212,1.06428083628771e-06
"287","chr1",12681081,12681082,"DHRS3",0.276604261249622,9.4536449887726e-05
"288","chr10",127584276,127584277,"DHX32",0.377262505539135,5.88008049704566e-08
"289","chr14",95463209,95463210,"DICER1",0.245507210192565,0.000559796512579307
"290","chr21",47950499,47950500,"DIP2A",0.294139322151747,3.14265021672859e-05
"291","chr9",139604635,139604636,"DIPK1B",0.235472008804011,0.000949257798388222
"292","chrX",153990242,153990243,"DKC1",0.257037954245345,0.000296926353507341
"293","chr8",1449132,1449133,"DLGAP2",0.33465347724934,1.84870111258896e-06
"294","chr1",35351579,35351580,"DLGAP3",-0.227514402235961,0.00142088312319344
"295","chr20",34979348,34979349,"DLGAP4",0.235429640919167,0.000951332694601917
"296","chr2",172965046,172965047,"DLX2",-0.286499780861308,5.12357528112e-05
"297","chr1",46955614,46955615,"DMBX1",-0.292382482030195,3.52087627803349e-05
"298","chr19",46274941,46274942,"DMPK",0.303968762789962,1.64118303675854e-05
"299","chr9",972249,972250,"DMRT3",-0.241783913341858,0.000682707759315282
"300","chr1",50882441,50882442,"DMRTA2",-0.388864024967182,2.10242602131324e-08
"301","chr7",813649,813650,"DNAAF5",0.225829209618753,0.0015449142983087
"302","chr2",220147650,220147651,"DNAJB2",0.307664652694459,1.27764267193844e-05
"303","chr2",25470899,25470900,"DNMT3A",0.305086080545504,1.52207411265512e-05
"304","chr17",64743,64744,"DOC2B",0.348748923877977,6.24530702201942e-07
"305","chr2",74783546,74783547,"DOK1",0.319440755235255,5.62377176845721e-06
"306","chr19",2210488,2210489,"DOT1L",0.255788198985425,0.00031850472467682
"307","chr16",89690079,89690080,"DPEP1",0.212421424382084,0.00294348732056976
"308","chr19",38610541,38610542,"DPF1",0.320302063855128,5.2888880237794e-06
"309","chr3",193576867,193576868,"DPPA2P3",0.238826487521257,0.000797578119000855
"310","chr6",74063663,74063664,"DPPA5",0.280478485032886,7.45825048442955e-05
"311","chr10",134018000,134018001,"DPYSL4",0.254171010406969,0.000348590470929185
"312","chr18",28681823,28681824,"DSC2",-0.393326261347312,1.40043346836641e-08
"313","chr15",45389674,45389675,"DUOX2",0.208039636965291,0.00360450020140546
"314","chr1",228756847,228756848,"DUSP5P1",0.251633644231485,0.000401152892800969
"315","chr12",89746184,89746185,"DUSP6",-0.304298667045717,1.60512743084378e-05
"316","chr10",135491067,135491068,"DUX4L3",0.290078955383424,4.08202201604916e-05
"317","chr7",158716403,158716404,"DYNC2I1",0.242774496350112,0.000647781299755151
"318","chr21",38918896,38918897,"DYRK1A",-0.253065601658764,0.000370650219259253
"319","chr12",68025910,68025911,"DYRK2",0.219954479783623,0.00205862472934709
"320","chr5",158532295,158532296,"EBF1",-0.345853960472382,7.83874692465315e-07
"321","chr8",25901660,25901661,"EBF2",-0.389148873179425,2.04896542755808e-08
"322","chr1",21623929,21623930,"ECE1-AS1",0.376821405750538,6.10977615476198e-08
"323","chr1",41847254,41847255,"EDN2",-0.349880856221702,5.71078084687163e-07
"324","chr4",148213669,148213670,"EDNRA",0.3383997740204,1.39268060406921e-06
"325","chr20",62129062,62129063,"EEF1A2",0.332905812071818,2.10718799065602e-06
"326","chr16",5550227,5550228,"EEF2KMT",-0.360080916575685,2.50973522536597e-07
"327","chr17",28292080,28292081,"EFCAB5",0.280178199097472,7.5975220155704e-05
"328","chr22",44144518,44144519,"EFCAB6",0.247299255575982,0.000508240816177727
"329","chr19",1311555,1311556,"EFNA2",0.2821748447306,6.71542197508216e-05
"330","chr1",155035008,155035009,"EFNA3",0.312848095775784,8.94144321578059e-06
"331","chr13",107187335,107187336,"EFNB2",-0.354990346325419,3.79658226201143e-07
"332","chr7",55136397,55136398,"EGFR",0.241564230394945,0.000690685090164234
"333","chr14",34429879,34429880,"EGLN3",0.206745559349499,0.00382386172473564
"334","chr3",4761184,4761185,"EGOT",0.2329138100361,0.00108228063543781
"335","chr11",65353035,65353036,"EHBP1L1",0.384879254406705,3.00673157247017e-08
"336","chr11",64642076,64642077,"EHD1",0.31898829425611,5.80766438646039e-06
"337","chr4",140036121,140036122,"ELF2",0.271963562473237,0.00012500715629161
"338","chr7",1707964,1707965,"ELFN1",0.369405719821599,1.15381228831004e-07
"339","chr12",96524828,96524829,"ELK3",0.287346752769268,4.85665342593368e-05
"340","chr7",37531764,37531765,"ELMO1",0.334877465556854,1.81784573498011e-06
"341","chr16",85832206,85832207,"EMC8",-0.281924631484138,6.82044055655045e-05
"342","chrX",153607954,153607955,"EMD",0.2343939624024,0.00100336778247874
"343","chr10",119301828,119301829,"EMX2OS",-0.302607046851862,1.79827042239342e-05
