,Chr,Start,End,Pearson Correlation,Pearson P-value,Spearman Correlation,Spearman P-value,Kendall Correlation,Kendall P-value
25,chrM,105,106,0.37008968487019933,0.11884380102505265,0.47290025544585323,0.04087343465740525,0.4047039156305022,0.04492849308290652
26,chrM,162,163,0.28766389786854485,0.23239155328886196,0.3254722774520596,0.17390749061224198,0.28216632399155017,0.16732141830922176
27,chrM,4920,4921,0.2876638978685448,0.23239155328886196,0.3254722774520596,0.17390749061224198,0.28216632399155017,0.16732141830922176
28,chrM,8148,8149,0.28766389786854485,0.23239155328886196,0.3254722774520596,0.17390749061224198,0.28216632399155017,0.16732141830922176
29,chrM,8152,8153,0.3421685779037058,0.1515912782667004,0.47290025544585323,0.04087343465740525,0.4047039156305022,0.04492849308290652
30,chrM,12192,12193,0.39481499845131746,0.09434941638869383,0.47290025544585323,0.04087343465740525,0.4047039156305022,0.04492849308290652
31,chrM,12207,12208,0.3700896848701992,0.11884380102505283,0.47290025544585323,0.04087343465740525,0.4047039156305022,0.04492849308290652
32,chrM,16544,16545,0.28496853960801255,0.23699200151823513,0.23396117901005373,0.3350211439408003,0.2023519578152511,0.31602413391125184
33,chr21,9826150,9826151,0.34991480667642966,0.1419429884074556,0.4099274997520884,0.08131960205619669,0.288539104384448,0.09612066586550197
34,chr21,9826156,9826157,0.31916895252980865,0.18288312448742208,0.39460689525847564,0.09453883078709464,0.277081829626867,0.11092046793053381
35,chr21,9826970,9826971,-0.18007904176005834,0.46068410843140123,-0.12085335575844507,0.622127430899458,-0.09208694820780255,0.5953836625327698
36,chr4,49514467,49514468,-0.14151266223636566,0.563342630697449,-0.13319006522295349,0.5867304885925035,-0.09793675175119078,0.5713064961883836
37,chrM,6573,6574,0.30158322756240014,0.20955414522686938,0.47290025544585323,0.04087343465740525,0.4047039156305022,0.04492849308290652
38,chr1,567239,567240,0.43289433551331724,0.06412583035936453,0.5478011259279112,0.015182664026422467,0.45397411286734957,0.01775083130497571
39,chr1,2583700,2583701,0.25268853198609303,0.2966110715105147,0.263609484664393,0.27550510477702234,0.1769905653495228,0.3051185986266348
40,chr1,2585183,2585184,-0.31214526004005677,0.19324592414064462,-0.12118959529873098,0.6211516063466445,-0.06713435237395692,0.6972837083295209
41,chr1,2585200,2585201,0.5483770495103996,0.015054574744398409,0.46063407939234075,0.04717158477544162,0.2815681612846735,0.10360566394466807
42,chr1,2629140,2629141,-0.05428614837589377,0.8253061991903735,0.027422463169785846,0.9112697032317567,0.054928106487782936,0.7502844137556168
43,chr1,16891008,16891009,-0.14537161601051618,0.5526390319522574,0.0698830513036478,0.7761953135509498,0.042721860601608944,0.8044911519216468
44,chr1,16891060,16891061,-0.2062713239713282,0.39685998726748767,0.03184544110039647,0.8970257879514743,-0.006103122943086992,0.9717905215575257
45,chr1,16891112,16891113,-0.27779114459487053,0.2495257150974551,-0.04823161830332867,0.844549644137261,-0.036726281906696544,0.8318744376390277
46,chr1,16891582,16891583,-0.33301528939070885,0.16356544522650596,-0.17457186602480582,0.4747329328103729,-0.1231474798341631,0.47846701077799414
47,chr1,16891654,16891655,0.08499140477770036,0.7293840380516929,0.046883566064472575,0.848846121190054,0.06713435237395692,0.6972837083295209
48,chr1,16893231,16893232,-0.2740030572237725,0.2563071456785408,-0.032744401416938726,0.8941342899699206,-0.024484187937797695,0.8874496024672589
49,chr1,114850729,114850730,0.5231822137712884,0.02152619653566513,0.5370943287490344,0.017726679203320335,0.4170465359686878,0.02112489289921688
50,chr1,121351763,121351764,0.6084382622240573,0.005705290236024149,0.706837940328313,0.0007151553025359916,0.5664784072371504,0.00111810970143302
51,chr1,121351985,121351986,-0.5448446895573875,0.015853966379090544,-0.6424982548296626,0.003011791306946852,-0.48968375875595394,0.004645468269305724
52,chr1,121352332,121352333,-0.6485376652860395,0.002668120094901037,-0.7561081744887332,0.0001802131628922883,-0.6323303776935776,0.0002657868707856573
53,chr1,121353179,121353180,-0.4501952915727677,0.053092874051099574,-0.36179959472394874,0.1279862930112459,-0.2502280406665667,0.14709449863776247
54,chr1,121354266,121354267,-0.40581352226193457,0.08472680280188258,-0.41133694754678773,0.08017584715252817,-0.2990530242112626,0.08313608659021735
55,chr1,121354385,121354386,-0.32097957593771526,0.18027361459066243,-0.3236036742103419,0.17653648284837958,-0.21486954581820597,0.21530171124444353
56,chr1,121354547,121354548,-0.4120972861433903,0.07956378848662894,-0.3656588712691415,0.12367042766495229,-0.23942606534028665,0.1673614526007675
57,chr1,121354908,121354909,0.3433311781881365,0.15011504253689786,0.3766144317794034,0.11198258215838192,0.2832392036185752,0.10306519941200154
58,chr1,121355037,121355038,-0.629698674667623,0.0038619734355888123,-0.6693391295132266,0.001722518543054996,-0.5203258661486544,0.0028916194216974064
59,chr1,121355042,121355043,-0.48703756246931457,0.03443965499502942,-0.4299076063939938,0.06619234682690327,-0.3135181377683891,0.0748997896624769
60,chr1,121355046,121355047,-0.47827674411504617,0.03832607863496196,-0.5495802521092398,0.01478976019128468,-0.4188236278125898,0.017113833634871525
61,chr1,121355170,121355171,-0.3495643405308922,0.14237001744083827,0.03234453355281935,0.8954203057300332,0.01852734518345501,0.9153184898760602
62,chr1,121355203,121355204,-0.46111351333267336,0.0469122958125691,-0.427945027144459,0.06757711172742666,-0.32308109439174565,0.06500445394681333
63,chr1,121355212,121355213,-0.47500748680759214,0.03985997623583506,-0.5181972284832544,0.023034230169243778,-0.39763827002061003,0.023086623913188928
64,chr1,121356273,121356274,0.41369234105136743,0.07829101346128563,0.40956775637454346,0.0816134466699837,0.2990530242112626,0.08313608659021735
65,chr1,121357925,121357926,-0.5120523618909578,0.0250063503669535,-0.4076297379259425,0.0832099245782813,-0.30261330466309844,0.0824286006385849
66,chr1,121357934,121357935,-0.4996393654977674,0.029393427700886123,-0.540585479885073,0.016862489689365042,-0.4026331107102683,0.021101454699362896
67,chr1,121357994,121357995,0.09234013830268807,0.7069311281441448,0.04734663448124925,0.8473697753110562,0.036726281906696544,0.8318744376390277
68,chr1,121358058,121358059,-0.3894554320061584,0.09931633158528036,-0.03557153735334886,0.8850493212409001,-0.018869417361956277,0.9149539361360648
69,chr1,121358091,121358092,-0.49197635572221243,0.03238768013836135,-0.4136507746031607,0.07832398927648047,-0.2832392036185752,0.10320863778879948
70,chr1,121359905,121359906,-0.36020857119535116,0.12979613305209187,-0.08720919811140541,0.7225847274890925,-0.05525216892468153,0.7500067937698581
71,chr1,121359957,121359958,-0.44418462419984095,0.05674876097078318,-0.3906462285224405,0.09819675937032546,-0.28392438663285113,0.10852891049550493
72,chr1,121360137,121360138,-0.1278114542217655,0.6020588574959104,-0.15000475784246256,0.539909248467527,-0.11017884572008964,0.5241935956532373
73,chr1,121360151,121360152,-0.3913380693630387,0.09755051810696967,0.042096177117310514,0.8641365831373854,0.04487271682235787,0.8017207841249756
74,chr1,121360188,121360189,-0.5613145376240859,0.012397347028407037,-0.48298919002267976,0.03619566412007553,-0.38449674541448053,0.02589048301165998
75,chr1,121360293,121360294,-0.4797224653797222,0.037662466957466084,-0.47765850133099713,0.038612601076830136,-0.34993040318964974,0.04359203511284672
76,chr1,121360302,121360303,-0.4376762834108609,0.060918402474131494,-0.480525792767055,0.03729758008818215,-0.34481294353565667,0.047285842347455996
77,chr1,121366809,121366810,-0.5477950637137526,0.015184016918013903,-0.4439619536976026,0.056887754651174204,-0.32018344756882405,0.06535779826209363
78,chr1,121386244,121386245,-0.7058428481341235,0.0007332676757352104,-0.7291807073173892,0.00039677419150399595,-0.5866992641427419,0.0007555050425654088
79,chr1,121386261,121386262,-0.46421450438266737,0.04526140157592795,-0.40568614912981665,0.08483393980216807,-0.32406460075929133,0.0647373762669887
80,chr1,121386432,121386433,-0.35520421505754457,0.13560622166412206,0.18431953367086093,0.45001246552459073,0.19144923356236843,0.2718684427418039
81,chr1,121386446,121386447,-0.3765753432086652,0.11202282189571962,-0.13022304536308582,0.5951658314561621,-0.08778507857514893,0.6184323387731165
82,chr1,121386474,121386475,-0.34897535709312877,0.14308968639408026,-0.1395074882226934,0.5689399763234295,-0.09851798386733049,0.5708634776344138
83,chr1,121386483,121386484,-0.4724152864116627,0.041109457274437496,-0.48738338230275735,0.034292773055014894,-0.30261330466309844,0.0824286006385849
84,chr1,121405229,121405230,-0.41461329013244774,0.07756302789704428,-0.19823637614579123,0.4159020121290923,-0.15914722159568503,0.35759436515613097
85,chr1,121405243,121405244,-0.48996618005799364,0.03321107247947336,-0.4553241764598642,0.05011700116073652,-0.34277863112916773,0.047540897197813965
86,chr1,121405252,121405253,-0.5726666377629367,0.010388940890635915,-0.6250120348434764,0.004218872831123482,-0.4878867564976485,0.005090375682083065
87,chr1,121405361,121405362,-0.7322453346312027,0.0003643746935904762,-0.7439448879287064,0.0002604386490289653,-0.5920029254794383,0.0006031752243805042
88,chr1,121430276,121430277,0.4852993140795692,0.03518535246887231,0.6312300063798011,0.0037508984607896056,0.48582617268287864,0.006095629484689404
89,chr1,121430333,121430334,0.5002272658159823,0.029172965231123667,0.6011588840429314,0.006481208316051673,0.45570532987288875,0.010192027454471283
90,chr1,121430356,121430357,-0.4640453127243365,0.04535031226160997,-0.35597406083382166,0.13470076557465968,-0.27420850833478494,0.11807537363914558
91,chr1,121430383,121430384,-0.4521102168689981,0.051966530460486014,-0.27592413660898146,0.25285365039885244,-0.19498397940688153,0.26939942007293693
92,chr1,121430445,121430446,-0.3536586822207326,0.13743687389088435,-0.05225994796913594,0.8317361206913064,-0.06157373991708155,0.7231607764072894
93,chr1,121442411,121442412,-0.5066284210972001,0.026855155055457856,-0.4973552675367767,0.030262331466925717,-0.34481294353565667,0.047285842347455996
94,chr1,121471613,121471614,-0.3002907458052404,0.21161003804580533,-0.020381486896297124,0.9339965735677617,-0.01852734518345501,0.9153184898760602
95,chr1,121471719,121471720,-0.41488294197961695,0.07735082586820981,-0.058903161694026096,0.8106949403044004,-0.0061573739917081555,0.9717418334325173
96,chr1,121471733,121471734,-0.47473499957609144,0.039989926466983475,-0.4628105561673479,0.04600323184345856,-0.3694424395024894,0.0335510820100175
97,chr1,121478482,121478483,-0.3360616374481664,0.15951065638828085,0.2500048139373906,0.30194388202745726,0.24777422197554969,0.1560197561334309
98,chr1,121478593,121478594,0.30495536892312114,0.20425224315843382,0.16239453135157453,0.5065389518373701,0.08569465778229193,0.6203443641740093
99,chr1,121478756,121478757,-0.5404286191641757,0.016900584412895676,-0.47122529355220877,0.04169303801970078,-0.34481294353565667,0.047285842347455996
100,chr1,121478766,121478767,0.42651959498586833,0.06859635578949135,0.557899409043664,0.013058996988576904,0.4795167418688154,0.013722944049869885
101,chr1,121478835,121478836,-0.3935845913735132,0.09547334631102752,-0.06911982512657286,0.7785812710793047,-0.01852734518345501,0.9153184898760602
102,chr1,121478882,121478883,-0.6860609609851458,0.0011820355722721243,-0.6410097404330714,0.0031018889845587957,-0.4604347410390128,0.007924885694246379
103,chr1,121479001,121479002,-0.6396603345915293,0.003185480274392559,-0.6793793235987671,0.0013778331086043874,-0.5295341632869014,0.002315656520549674
104,chr1,121479348,121479349,-0.4730595917650869,0.04079611744007389,-0.4717153432215102,0.041451948409517436,-0.3659469872156748,0.03859668590665431
105,chr1,121479482,121479483,-0.28992252510006894,0.22858115966424575,0.07975364437681484,0.7455181127556851,0.07388848790049787,0.6706455460147673
106,chr1,121480063,121480064,-0.3054391867876681,0.20349889460242548,0.0473674324767532,0.8473034789214177,0.030695649402600854,0.8594951211085824
107,chr1,121480168,121480169,-0.4069920269886993,0.08374023855795527,-0.3416037553226581,0.1523120850158255,-0.2570839733468758,0.13725609485586512
108,chr1,121480177,121480178,-0.4054982216216566,0.08499219235068492,-0.4382594219811745,0.060535682596232814,-0.3376521434286094,0.051512461866312975
109,chr1,121480956,121480957,0.440092691319268,0.05934426584637185,0.40384506369297196,0.0863936584883469,0.3385995887898602,0.07000606182605235
110,chr1,121481027,121481028,-0.545842606339771,0.015624779329811884,-0.5228468259101733,0.021625142487478384,-0.3716613329633246,0.033273540208436425
111,chr1,121481688,121481689,-0.4626241381727859,0.04610242771544192,-0.3702245624145068,0.11869901033969082,-0.28843668674691797,0.10172939321766376
112,chr1,121481696,121481697,-0.36919633891263276,0.11980598059635374,0.08556153130929788,0.7276342741034876,0.06962164761946912,0.6946713831622946
113,chr1,121481876,121481877,-0.3618021175022429,0.12798343749757687,0.169109871792626,0.488874448593574,0.16203230037964567,0.3557291533965491
114,chr1,121481918,121481919,-0.5672434676151845,0.011312798157990779,-0.5386056809748896,0.01734834298025095,-0.4411299558041143,0.011718893295734997
115,chr1,121481927,121481928,-0.27252703010652946,0.25898068991091366,-0.15943712939736387,0.5144137099881012,-0.09851798386733049,0.5708634776344138
116,chr1,121482087,121482088,-0.47405252387223396,0.04031683339380858,-0.4642418270430845,0.045247055958063075,-0.3500615396642542,0.04646584547942983
117,chr1,121482193,121482194,-0.3052647434671937,0.2037703066648566,0.1823450863926521,0.45496545235193375,0.1739667431340169,0.3202232679946365
118,chr1,121482207,121482208,-0.48917021601778116,0.03354156491904112,-0.4240716765062887,0.07037341971396899,-0.28667253144091154,0.10212699430987073
119,chr1,121482378,121482379,-0.5732434362946971,0.010294375828144218,-0.5711846579917754,0.010635126439193659,-0.4583823106547669,0.00865270614613274
120,chr1,121482724,121482725,-0.34251029616546347,0.15115633677169243,0.10864925559626162,0.6579435103456766,0.0867209776914424,0.6193919429396367
121,chr1,121482738,121482739,-0.38612227757336626,0.10249925553899089,-0.05895503591076764,0.8105311069722392,-0.06194355549388742,0.7228544396473927
122,chr1,121482880,121482881,-0.33230927368251323,0.16451515148771179,-0.26007110231990443,0.28223869301615556,-0.20140305712187073,0.24322275437445984
123,chr1,121483169,121483170,0.16535927382151683,0.49870291558155116,0.11540306211570278,0.6380283653882504,0.049704783752576254,0.7763195491624302
124,chr1,121483217,121483218,-0.4632240659005689,0.045783779349703894,-0.39590888349402603,0.0933583074668943,-0.3144902893659379,0.07497515841502483
125,chr1,121483332,121483333,-0.43324563627216106,0.0638859818340916,-0.43098712135268,0.06543976445562417,-0.3060523492224712,0.0768686353933146
126,chr1,121483458,121483459,-0.32665383026776496,0.17225890811918076,-0.29381462893036914,0.22211035366969978,-0.2325997854090781,0.17876899727653706
127,chr1,121483514,121483515,0.3454363577153049,0.14746734208455198,-0.015647030513484872,0.9493070387543994,-0.013490130521016738,0.9411551009487841
128,chr1,121483577,121483578,-0.6170010212784041,0.004891532919649443,-0.6207491987328754,0.004566632495344207,-0.47553519304201186,0.006348767320765306
129,chr1,121483782,121483783,-0.29134731574222383,0.2261983913989501,0.023483017510951033,0.9239784170714216,0.006175781727818336,0.9717255479492952
130,chr1,121483924,121483925,-0.4846195623178242,0.03548033922679589,-0.5605529815798797,0.012542505842527179,-0.42141698775035685,0.016938714430187317
131,chr1,121483952,121483953,-0.4570536247916856,0.049142718541673125,-0.36319894013607457,0.12640928366004653,-0.27958940860824144,0.11030327735622109
132,chr1,121484121,121484122,-0.6305139076759431,0.003802508351520954,-0.5974463543251218,0.006908861571014435,-0.4679604233698198,0.007098102813486383
133,chr1,121484221,121484222,-0.5169348701167844,0.02342901220088683,-0.5972661812219244,0.006930186718799082,-0.46318362958637516,0.007853262019017995
134,chr1,121484371,121484372,-0.5063599140688708,0.026949384219624062,-0.5563050381053637,0.013377439041583278,-0.4026331107102683,0.021155250891000163
135,chr1,121484561,121484562,-0.4562488433685474,0.04959428012195443,-0.3802784726783544,0.10825643346648839,-0.25004395690303866,0.1549564165962666
136,chr1,121484611,121484612,-0.4698959164904687,0.04235247789769073,-0.5279803386031177,0.02014941182811645,-0.3552246585246078,0.04281423708683672
137,chr1,121484682,121484683,-0.5581456942959935,0.013010353590681874,-0.4898143961007387,0.0332738987837442,-0.38907424885255515,0.025488676452522556
138,chr1,121484720,121484721,-0.5601917612245604,0.012611832969456317,-0.5480456206188827,0.015128180854433114,-0.39904344223381105,0.021379221698514517
139,chr1,121484801,121484802,-0.5928160707589287,0.007474155927708062,-0.5571915799987588,0.013199611799218738,-0.4261289392194652,0.014418332719940096
140,chr1,121484866,121484867,-0.40301946362062724,0.0870998714834359,-0.010290878214121394,0.9666482234821971,-0.025559235877170842,0.8860123862893293
141,chr1,121484901,121484902,-0.534093818113524,0.01849722334823146,-0.42959028397192606,0.06641479377314098,-0.3375593418191022,0.054854765876374674
142,chr1,121484937,121484938,-0.4753452534836193,0.03969934560077995,-0.48892785420734364,0.033642701305589745,-0.3221064885682146,0.06515956772484481
143,chr1,121485000,121485001,0.4406213257140603,0.05900401730677094,0.4288706483491741,0.06692133798810154,0.38896144727368814,0.04280396152595209
144,chr1,121485050,121485051,-0.4766812316565597,0.03906887931422809,-0.37200235142970245,0.11680228035850229,-0.25551247367559504,0.14479285605464304
145,chr1,121485059,121485060,-0.5529312733852696,0.014071806630583994,-0.5503417395712681,0.014624096534512954,-0.384050044062102,0.027826346074487408
146,chr1,121485140,121485141,-0.6261905143361667,0.004126674928852576,-0.6483478027825896,0.0026784060689451802,-0.4893540884017107,0.005064904677668765
147,chr1,121485205,121485206,-0.37839259896197985,0.11016297598368403,0.015993019878996213,0.9481875262969697,0.0562598903031837,0.7489651961956865
148,chr1,121485240,121485241,-0.5921387516204334,0.007559911680869238,-0.6421773267393823,0.0030310313563731792,-0.4679604233698198,0.007098102813486383
149,chr1,121485290,121485291,-0.57085376689111,0.010690731185642219,-0.49844142499043437,0.029846678734052307,-0.39749414128599164,0.024654301545207546
150,chr1,121485390,121485391,-0.5205268819670165,0.022319445088547392,-0.5703574416103003,0.01077457572577336,-0.3801527047368609,0.030253760691529904
151,chr1,121485399,121485400,-0.5821286916935517,0.008923340458115428,-0.6496782018307072,0.0026070166630142158,-0.4831597328523219,0.005650587439795209
152,chr1,142536289,142536290,0.6281816378861529,0.00397466814503051,0.6624103908264497,0.0020000370187522177,0.4651995708181562,0.007164282498003984
153,chr1,142536998,142536999,-0.6821868941391562,0.0012924966699782371,-0.8075522222073159,2.907938882014766e-05,-0.6689903993339842,0.00012721914218325576
154,chr1,142537037,142537038,-0.5746529442484024,0.010066210462674871,-0.507321793396961,0.026613018392791,-0.36437112194128185,0.03650949092039863
155,chr1,142537118,142537119,0.002785766410206142,0.9909693756242124,-0.26551929707180316,0.27191246054484874,-0.19144923356236843,0.27166865432827125
156,chr1,142537296,142537297,-0.6849114828494797,0.0012139528585006186,-0.7382824852927933,0.00030706059213276345,-0.6095800251791074,0.00045326934698916875
157,chr1,142537395,142537396,0.3422664716345379,0.15146659004918522,0.12422536299256101,0.6123688501563973,0.08077027359793641,0.6444401953879262
158,chr1,142537637,142537638,0.17566805932831484,0.471919633532353,0.00929641198141885,0.9698697287659441,0.049113039044161366,0.7770028113414862
159,chr1,142537865,142537866,-0.14585323424907565,0.5513095600005007,-0.004426862848294692,0.9856498547586634,-0.06753042868572187,0.696952785660423
160,chr1,142538133,142538134,-0.12561748246323604,0.6083580882042604,0.04295944875428971,0.8613757992514524,0.012314747983416311,0.9435191004927312
161,chr1,142538136,142538137,-0.06130463222019088,0.8031184273518877,-0.10332765940379166,0.673793161257789,-0.11149839988899736,0.5230635899331011
162,chr1,142538345,142538346,0.28329913760190983,0.23987045017475456,0.11160599057815472,0.6491967616232712,0.10467535785903864,0.5470383296642518
163,chr1,142538408,142538409,-0.41903180605891704,0.0741397636195463,-0.45943113794990625,0.047826979440695,-0.3468839107657696,0.04693910773569094
164,chr1,142538443,142538444,-0.4853208459253025,0.03517603959543242,-0.4340232966928239,0.06335743158479949,-0.2955539516019915,0.08906683898341286
165,chr1,142538464,142538465,-0.46351964588523853,0.04562740421805866,-0.3975322837768633,0.09190144469888936,-0.288539104384448,0.09612066586550197
166,chr1,142538489,142538490,-0.5229441596061872,0.021596390233851105,-0.3758937627994809,0.11272614042133641,-0.26635728862371594,0.1272641044660481
167,chr1,142539014,142539015,-0.5304151127246167,0.019477958675001843,-0.44199515316269206,0.058126645693187276,-0.3571276915190731,0.03991973651019081
168,chr1,142539178,142539179,-0.2763439490864106,0.2521029006348179,-0.2324102995354713,0.3383267374120644,-0.15347824701300428,0.3761110798160838
169,chr1,142539559,142539560,-0.4429730351133878,0.057508158302109334,-0.37125071336231885,0.11760155004254594,-0.2570839733468758,0.13725609485586512
170,chr1,142543516,142543517,0.21531158129860753,0.37601932252818737,0.23717566431728596,0.32823015698610014,0.18363140953348273,0.2884669315631053
171,chr1,143283205,143283206,-0.4486109815139712,0.05403866600536416,-0.36063090749736576,0.12931396348523375,-0.2570839733468758,0.13725609485586512
172,chr1,143283245,143283246,-0.3128575305113701,0.19217757434713814,-0.12384338205709737,0.6134712092518828,-0.042721860601608944,0.8044911519216468
173,chr1,143283265,143283266,-0.39226489457907476,0.09668962424181458,-0.25564812438929385,0.2907968973937607,-0.14037182769100084,0.4160218526872581
174,chr1,143283272,143283273,-0.45627285246285165,0.049580763112172015,-0.31018682963883853,0.19620381338630657,-0.18363140953348273,0.2884669315631053
175,chr1,143283283,143283284,-0.303226695867022,0.2069589873927526,-0.10713008092873152,0.6624542918420071,-0.030695649402600854,0.8594951211085824
176,chr1,153115422,153115423,-0.4937558429485359,0.03167210338302309,-0.4986883837417561,0.029752796560869692,-0.36726281906696545,0.033755401077376686
177,chr10,38816551,38816552,-0.30657816222569756,0.20173266656127023,-0.37539171660421666,0.11324621601948807,-0.29380164936107045,0.09469546903457726
178,chr10,38817191,38817192,-0.22292266816289272,0.3589601690207688,-0.13496003286711233,0.5817225206109934,-0.07345256381339309,0.6711309888733533
179,chr10,38817216,38817217,-0.40516372039342435,0.08527440976924171,-0.4377012868306539,0.0609019552297077,-0.3468839107657696,0.04693910773569094
180,chr10,38817221,38817222,-0.44319746538469496,0.05736691486145733,-0.35253320833417123,0.13878081660817793,-0.2709244556351589,0.11908025091864341
181,chr10,38817361,38817362,-0.28805480361943653,0.23172916878699723,-0.1310927508378325,0.5926880211711758,-0.06157373991708155,0.7231607764072894
182,chr10,38817366,38817367,-0.17723340637394755,0.4679168074830322,0.01017731395391339,0.9670160830125906,0.04896837587559539,0.7771276226893826
183,chr10,38817536,38817537,-0.46607058090648673,0.04429476108810148,-0.3300781602803941,0.16754113175211094,-0.25004395690303866,0.1549564165962666
184,chr10,38817646,38817647,-0.39068211915801243,0.09816315815343098,-0.28331922229086026,0.23983568693955082,-0.21486954581820597,0.21530171124444353
185,chr10,38817735,38817736,-0.4631106126901614,0.045843909912966746,-0.3829860979466409,0.10556075868206778,-0.2902617412074618,0.09559966095384335
186,chr10,38817770,38817771,-0.09194623855560102,0.7081289554384474,-0.13413394430332914,0.5840576063388225,-0.11664346772988324,0.501160954426531
187,chr10,42356137,42356138,-0.5152848758817746,0.023953032919492107,-0.46325343708234057,0.04576822236076434,-0.35097031752736485,0.043471142167447706
188,chr10,42356187,42356188,-0.6495467462675051,0.002613999627127041,-0.5422906989160997,0.016452760348244645,-0.3867651824727707,0.025720047877879213
189,chr10,42356749,42356750,0.47151492930506894,0.04155041616240631,0.4331375348628385,0.0639597156838354,0.2709244556351589,0.11908025091864341
190,chr10,42357024,42357025,0.15754855267924928,0.5194725302371641,0.01993841109420371,0.9354285484843798,0.006175781727818336,0.9717255479492952
191,chr10,42380409,42380410,-0.15304768923396425,0.5316219342331026,-0.09699092038339635,0.6928388563152312,-0.06157373991708155,0.7231607764072894
192,chr10,42380438,42380439,-0.16464945222953473,0.5005736787395836,-0.015922720550198236,0.9484149852931789,-0.01830936882926098,0.9155124358877293
193,chr10,42383249,42383250,-0.14124038067860176,0.5641012736489758,-0.21691627956643988,0.372385374607238,-0.14119998725196392,0.41548587963922634
194,chr10,42383301,42383302,-0.45815402725343624,0.04853036116608718,-0.40381983244142344,0.08641517874188807,-0.29732906637065964,0.08869855012028308
195,chr10,42383458,42383459,-0.3362208157950544,0.1593007015060014,0.09707633732675272,0.692580920345544,0.06813791104327617,0.6964543626396471
196,chr10,42383611,42383612,-0.1755390532476349,0.4722502840380977,0.0478521866260889,0.8457585393240395,0.024703126911273344,0.8872563400291396
197,chr10,42383660,42383661,-0.38161960027671216,0.10691511250977066,-0.17201432856973425,0.4813290446673252,-0.12658481385358022,0.47542553496348006
