,Chr,Start,End,Pearson Correlation,Pearson P-value,Spearman Correlation,Spearman P-value,Kendall Correlation,Kendall P-value
48,chr1,213324846,213324847,0.2603414048693379,0.0002462537787571787,0.22994615515600614,0.0012579100533154559,0.1576856316173774,0.0014829249623038747
49,chr1,214153409,214153410,-0.31025057620039415,1.0701536197321139e-05,-0.35907454181473775,2.725304588839951e-07,-0.25701417826214507,1.8932944508059398e-07
50,chr1,220864027,220864028,-0.2722016700584552,0.00012324292623174297,-0.25447921554155684,0.00034266074626085634,-0.1830964944197647,0.00021158752066908335
51,chr1,236156946,236156947,0.32467630160919336,3.860818858190018e-06,0.3524169110535765,4.66747826973502e-07,0.2254964916660359,4.568327894780223e-06
52,chr10,22624591,22624592,-0.17280007196248187,0.01597764672968847,-0.1433870493572273,0.04609061288009829,-0.10181224964728122,0.03848178189546693
53,chr10,30452891,30452892,0.12544456422197817,0.08136151950887763,-0.006176989710292756,0.9318795386236882,-0.01423314851046333,0.7737830404866443
54,chr10,35929278,35929279,-0.19909092218153165,0.005385704073017865,-0.2287046938081897,0.0013388403704166732,-0.16311476048489468,0.0009788183156744037
55,chr10,46992018,46992019,0.280218243405554,7.578809641243552e-05,0.3393917507432023,1.2912419824588425e-06,0.23100227284454894,2.7629200046265765e-06
56,chr10,46993083,46993084,-0.19989411754994557,0.005198488820799589,-0.1949474457200958,0.006450806529667706,-0.1442352659801138,0.0035672888235433716
57,chr10,46993092,46993093,-0.14881629645858555,0.038366117958895246,-0.09502318935576816,0.1875200914404286,-0.06754436479915052,0.1700183573071269
58,chr10,46993098,46993099,-0.18963608445756835,0.008089045253371977,-0.15378624297101742,0.03228177607788108,-0.10941959094305548,0.025925100505148374
59,chr10,46993100,46993101,-0.20351344527676518,0.00442523359537177,-0.14603141339836864,0.04217974866651019,-0.10387698363226638,0.034905849969792735
60,chr10,46993106,46993107,-0.1975277110425167,0.005767472294848105,-0.2188731876503561,0.0021686116698059785,-0.16281983430107047,0.000989727188517004
61,chr10,49673583,49673584,-0.013747885962318612,0.8491074254222173,0.0056366787120765895,0.9378255872578525,-0.0028733009025341313,0.9532197067606449
62,chr10,50745833,50745834,0.33185242736478343,2.2792529010579088e-06,0.3625250301132951,2.0521101921968005e-07,0.24071450796246746,9.74358787294851e-07
63,chr10,65801993,65801994,0.25299234036669666,0.00037215704384565694,0.28418301769783816,5.925895791020037e-05,0.1915654476130053,9.780310230793392e-05
64,chr10,65802007,65802008,0.25261290394355146,0.0003800525465722787,0.2790963328938385,8.119780024022588e-05,0.18745100978268225,0.0001322912028347201
65,chr10,68609431,68609432,-0.03521812616914197,0.6258948586236417,-0.007791154052057549,0.9141396224470683,-0.0026534464478602275,0.9567517674616806
66,chr10,88730561,88730562,-0.1308269204212585,0.06902518320879232,-0.09162800632439684,0.20385050457110565,-0.06448947473117361,0.1864245418320466
67,chr10,104170425,104170426,-0.2854704927683999,5.4665236438126774e-05,-0.3811259445876595,4.193365826455796e-08,-0.27363931053628315,4.4810578789702715e-08
68,chr10,105313230,105313231,-0.038419077750001265,0.5948270674479647,0.010484805909049268,0.8846345419783187,0.001893741091583447,0.9691012117990551
69,chr10,118030755,118030756,-0.27435321536959983,0.0001083242737030094,-0.3046958290552913,1.5627147547233865e-05,-0.22456547512649858,4.996100910117387e-06
70,chr10,118030776,118030777,-0.27643925835315336,9.548841127855881e-05,-0.271412641934943,0.00012918008652158258,-0.18995992613883186,0.00010841122276735854
71,chr10,121577595,121577596,0.2701601070110526,0.0001391568949497375,0.2774965287841796,8.954082977977153e-05,0.17801558372175197,0.000337976507585772
72,chr10,121577648,121577649,0.30273220727270556,1.7832592079291524e-05,0.33537571150724566,1.750961329031013e-06,0.22312461675967374,7.592365988913649e-06
73,chr10,126849495,126849496,-0.23579379329810926,0.0009336341758050921,-0.2972080275363636,2.5722345278423195e-05,-0.22120976174504223,2.1557868207661997e-05
74,chr10,127584276,127584277,0.3847461449892108,3.042630721772134e-08,0.37726250553913465,5.880080497045656e-08,0.25514069212282814,1.8005400881337176e-07
75,chr10,127584593,127584594,-0.0831226219752064,0.2492071108227917,-0.23323487230845663,0.0010646949875851679,-0.17526632574970502,0.0015351267171514326
76,chr10,134499683,134499684,0.24139581375373084,0.0006968589021602328,0.2981213810178723,2.422306725844406e-05,0.19562009544736628,6.879078913919045e-05
77,chr10,135048848,135048849,-0.22660740137935823,0.001486458810185495,-0.22944751089656906,0.0012898621724842356,-0.16308212560741192,0.0009107745061712256
78,chr10,135195081,135195082,0.3334806178527818,2.018590786060115e-06,0.33016806803734267,2.582491501011524e-06,0.21184299234815268,1.4530773172507949e-05
79,chr10,135491067,135491068,0.20131157769976543,0.004882281185888753,0.29007895538342415,4.082022016049164e-05,0.19742612913584454,6.349463162450271e-05
80,chr11,6478110,6478111,0.3634326706409084,1.9034786914724575e-07,0.3964025811963201,1.0545730288074903e-08,0.2617467806102154,1.1615293380746829e-07
81,chr11,6651257,6651258,0.295882370121509,2.805492549929372e-05,0.27904872430274924,8.143518429750106e-05,0.18451807045583316,0.00018092259826926437
82,chr11,11644161,11644162,0.300546502764067,2.063240633145517e-05,0.30740326855993855,1.300614610347814e-05,0.20622052175018377,3.344031553819113e-05
83,chr11,15095631,15095632,-0.20299902554323543,0.0045284253514395025,-0.23756282647629906,0.0008518837766293795,-0.17288064187605354,0.0005245358486467781
84,chr11,18518141,18518142,0.29955818633485276,2.2030365054989832e-05,0.20688368061891282,0.0037998879570998825,0.133508759780403,0.007029646354802326
85,chr11,23752836,23752837,0.06306631775014393,0.3823331448498049,0.06404697450229697,0.3749618379601757,0.0415687985252381,0.3965238067595105
86,chr11,31827100,31827101,-0.09710002611166021,0.17801514655091258,-0.0386445932184301,0.592664846508012,-0.023731911293635867,0.6271152006577467
87,chr11,32355250,32355251,-0.24036565264712648,0.0007357434097834102,-0.22723241505971775,0.0014409815246114546,-0.16998859538720817,0.0008523647777811494
88,chr11,46369240,46369241,0.3134053240371908,8.601433441332405e-06,0.33301968955114153,2.0893463956519213e-06,0.21925175272144395,7.359010040023962e-06
89,chr11,46369248,46369249,0.31324580514264644,8.697495202966427e-06,0.3270242770509002,3.254081382680017e-06,0.21580728369605226,1.048283070898694e-05
90,chr11,46369254,46369255,0.31939795724574016,5.64092638076749e-06,0.3410445705780508,1.1377068563466334e-06,0.2228548781310097,5.107644132720089e-06
91,chr11,46369259,46369260,0.30471199304034885,1.5610112632322022e-05,0.3288646080676379,2.843133752190378e-06,0.21238652151749748,1.375159401342045e-05
92,chr11,46369271,46369272,0.31738336558895713,6.507075587354905e-06,0.3419118245132116,1.064280836287715e-06,0.22319709659859333,4.972460868702239e-06
93,chr11,50227294,50227295,0.294537119639895,3.062498559718529e-05,0.32097796907734943,5.0394478839672495e-06,0.21837870727045364,1.0733846031960469e-05
94,chr11,63531191,63531192,0.24066259786205624,0.0007243346266298533,0.21332413526965682,0.0028217806757527917,0.1354262611147582,0.006286469848357265
95,chr11,63531203,63531204,0.23702266182756915,0.0008761188811901331,0.21465715725192275,0.0026503833383065443,0.13393603018328656,0.006444497717237862
96,chr11,65305947,65305948,0.28085015803794416,7.289186685209007e-05,0.2752647472075159,0.00010252856064223417,0.17945379030169226,0.0003718549684058321
97,chr11,65353035,65353036,0.32306683868765085,4.337299724641556e-06,0.38487925440670506,3.006731572470167e-08,0.26000894868552793,2.0245636193548707e-07
98,chr11,65816600,65816601,-0.11546013412642503,0.10890222094711272,-0.12326089494250222,0.08684761504073953,-0.08481906313006765,0.08394687763626361
99,chr11,67188898,67188899,-0.00874038432818712,0.9037266492210729,-0.023736011483528812,0.7425229453522356,-0.019943826778458094,0.6908811574067345
100,chr11,75139487,75139488,0.28848959106024435,4.517172951793899e-05,0.24253041461884875,0.0006562307545824383,0.15220062252667138,0.0018387454781860903
101,chr11,75139534,75139535,0.21565334220145144,0.0025285211073214344,0.14107670449522125,0.04975121864164424,0.08842595502316519,0.07086900088461759
102,chr11,75139544,75139545,0.20313607108670306,0.004500724993138634,0.10044694210679855,0.16345366286687676,0.058429973821248676,0.2324006287342113
103,chr11,76494049,76494050,-0.18018247035798005,0.011935572667044427,-0.12903420340024924,0.07295254191009,-0.09948190722304866,0.05146613750081817
104,chr11,78497091,78497092,0.2319315364269452,0.0011377514383917981,0.21081851654781003,0.0031713638363220454,0.1456160707963452,0.0028816974455268696
105,chr11,111250129,111250130,0.3797508404691412,4.731933225347504e-08,0.388229438010081,2.2263991301277444e-08,0.2639535528886522,6.494941147396829e-08
106,chr11,111250131,111250132,0.32668099552357954,3.3367432593982627e-06,0.3581002465573534,2.950831164327963e-07,0.24546159598858383,4.922425758344983e-07
107,chr11,111383558,111383559,-0.2589044976997669,0.00026721581225339335,-0.2267061403540414,0.001479188177957816,-0.16034452565097693,0.0010816204417427881
108,chr11,111383583,111383584,-0.29848312261569016,2.3652388022828173e-05,-0.30628795696164074,1.4031004116772287e-05,-0.21927690811753123,7.918147504516091e-06
109,chr11,113185132,113185133,-0.23450783295964234,0.0009975213641236294,-0.33790923142118195,1.4456100200970303e-06,-0.24121716405403756,1.4483513581752968e-06
110,chr11,117668095,117668096,-0.08333034328284111,0.24802207223301972,-0.04599253130525113,0.524255740196937,-0.03687491593118507,0.449785655948285
111,chr11,126978395,126978396,0.3025887763758992,1.8004716709268518e-05,0.3099437522288586,1.0929889746311036e-05,0.20142424686688154,3.68529573855224e-05
112,chr11,132812633,132812634,0.29565597844044333,2.847270111754722e-05,0.2791516363811995,8.092286295607348e-05,0.1900907894928398,0.0001008091211674797
113,chr12,4433835,4433836,0.3081125534348257,1.2391690525667335e-05,0.33472437556119883,1.838880956152673e-06,0.2254132452311236,6.335764464063296e-06
114,chr12,6178606,6178607,0.3264455132562608,3.3945983265635506e-06,0.3237922405892542,4.116009318610681e-06,0.21053733190838517,1.6312263992924383e-05
115,chr12,6876625,6876626,-0.3372052841897809,1.5249293560746208e-06,-0.4286180100046333,4.5197198763354325e-10,-0.30890844843973525,9.309361410689574e-10
116,chr12,26348983,26348984,-0.2908507179235073,3.8852538967603796e-05,-0.3822143527015905,3.8093926461264967e-08,-0.2792143051559679,9.658695534046825e-08
117,chr12,29542574,29542575,0.2852714167649441,5.5352962152874234e-05,0.26388547316840943,0.00020091362466791903,0.1705931282299862,0.0005619682625674638
118,chr12,29542586,29542587,0.27925752672528936,8.039887123684189e-05,0.25133928320489385,0.0004077047083424171,0.15867283273588859,0.0013410476373782235
119,chr12,29542590,29542591,0.2921446258308683,3.57526333895507e-05,0.2577170184977054,0.0002857791179795042,0.1680213967904792,0.0006441311437930442
120,chr12,34362436,34362437,0.3109585584726956,1.0191746033664218e-05,0.2480394435079978,0.0004882571706252164,0.17618276130209112,0.00033911121970287196
121,chr12,38724336,38724337,0.3255684771899898,3.618584001597788e-06,0.2569880119199135,0.000297761933330961,0.16683961587292295,0.0006798985257269488
122,chr12,53068991,53068992,0.31725067283413033,6.568347966126346e-06,0.3060652849745394,1.4244565955239667e-05,0.20544894545824505,3.1609867856252664e-05
123,chr12,53069198,53069199,0.32182790015361873,4.741627574872133e-06,0.32735566553965106,3.176134501355547e-06,0.21897560532536217,8.943191733219449e-06
124,chr12,53069266,53069267,0.33212722726380595,2.2331183012189822e-06,0.34121569268495994,1.122846204458776e-06,0.2228638533017786,5.861094452006934e-06
125,chr12,53069270,53069271,0.32328417786057506,4.269838948164841e-06,0.307633939196904,1.2803218999133634e-05,0.20250381297368297,4.0315340365665485e-05
126,chr12,53069276,53069277,0.3246142188884642,3.8782366356571294e-06,0.32589575627431233,3.5334043028592417e-06,0.21727574393510896,9.87970224682037e-06
127,chr12,53069279,53069280,0.3229495553870012,4.374123411796756e-06,0.2988692428518769,2.3057265189665298e-05,0.19758879843347912,6.010053750166782e-05
128,chr12,54576379,54576380,0.2101031553252031,0.0032781179672110813,0.16933067772588656,0.018258581037364524,0.10803405780728836,0.027110692237848198
129,chr12,72667526,72667527,-0.2098994223843222,0.003309109858437924,-0.20720584350348475,0.00374449583251354,-0.14443825454805312,0.0031292268289021875
130,chr12,96183508,96183509,-0.08762222029126426,0.22440905186120294,-0.08768227906047518,0.22409034157412444,-0.06458841950088426,0.18604532658350847
131,chr12,96183525,96183526,-0.1630741635615005,0.023091861342839533,-0.10523661702163119,0.1441905909142164,-0.07326961220366351,0.1337535886634289
132,chr12,113795614,113795615,0.3302747503470505,2.5621977624532324e-06,0.32934005664813204,2.7452874347831346e-06,0.2163756502929,1.1237546642868482e-05
133,chr12,114204047,114204048,0.3400800143909397,1.2250466388389333e-06,0.34176764740808363,1.0761656558609683e-06,0.22312462948667094,5.0499717254012655e-06
134,chr12,117103629,117103630,0.2683019315033702,0.00015529161463479459,0.1911692496272054,0.007581883781595025,0.12704786860391562,0.0094482372681582
135,chr12,117103632,117103633,0.2995583208197201,2.203016888293552e-05,0.2124108437851259,0.0029449415889500766,0.13980313222891544,0.004256405596804978
136,chr12,130647289,130647290,-0.1353396140096668,0.059897586711890535,-0.10820278385682174,0.13315821273809406,-0.07788235953790126,0.11080180765847751
137,chr13,21676104,21676105,0.2807243950456969,7.345986086000529e-05,0.25045961695463903,0.0004278797899685482,0.16281636810229103,0.0008685862374000865
138,chr13,21676139,21676140,0.36792991573092915,1.3069633172742872e-07,0.336700754393171,1.5843144391295086e-06,0.21716673559087205,8.779496732685153e-06
139,chr13,21676167,21676168,0.36324659682972754,1.9330821436589482e-07,0.3552568700163832,3.715853122508421e-07,0.23589865981074012,1.430092510792206e-06
140,chr13,30690572,30690573,0.30593593858023543,1.4370028804433088e-05,0.30806295095655617,1.2433751469496262e-05,0.21085985266668586,1.7126698059694225e-05
141,chr13,33590907,33590908,-0.26695893564681217,0.0001680228326100506,-0.23993548357146213,0.000752564635465204,-0.1763373497440974,0.00044044263388664097
142,chr13,48894474,48894475,-0.04229801566816006,0.5581456752319647,0.01971841748376145,0.7849320711563657,0.011948324885663103,0.8067940743068087
143,chr13,107187342,107187343,-0.2974859167696049,2.5257163098190046e-05,-0.35018488344296256,5.574842555835627e-07,-0.2535672886209702,2.6264707482637436e-07
144,chr14,20684591,20684592,0.24144156302850117,0.0006951768122056912,0.22268320723754548,0.0018032677525542389,0.1510932219218962,0.0021794287804269203
145,chr14,21560028,21560029,0.2968905031701837,2.6263770021096954e-05,0.23040017963390041,0.001229449420357304,0.15313587165153467,0.001983412862987362
146,chr14,24839756,24839757,0.28876728811814817,4.438123087712985e-05,0.2238569219153155,0.0017025956634126082,0.1501313718311191,0.002225235999270643
147,chr14,57272053,57272054,-0.25466712946598746,0.0003390914536283287,-0.3023596334279589,1.8282962505804363e-05,-0.21688592352805403,1.3586334009585083e-05
148,chr14,70701025,70701026,0.2952640079001979,2.920993722830332e-05,0.2964134166698837,2.7097525609949517e-05,0.20169714003210795,4.007348589641522e-05
149,chr14,88790328,88790329,-0.28842244580043297,4.536484579865987e-05,-0.3889399827739188,2.08804027301918e-08,-0.27601912949236884,3.424546228488092e-08
150,chr14,91278940,91278941,0.2620644045428889,0.00022313772668764172,0.22533199627158865,0.0015833553896837692,0.1463495413789849,0.002739487600363552
151,chr14,91723888,91723889,0.2929808501980129,3.387482990719696e-05,0.3321178515900699,2.2346775637602066e-06,0.2113513440160141,1.678545125923094e-05
152,chr14,91723906,91723907,0.2715818287943871,0.00012788492889791023,0.2753939475647971,0.00010173097485416707,0.1774947990933573,0.0002802046376098695
153,chr14,91730362,91730363,-0.14550794412460732,0.042931005783539304,-0.10893051110960808,0.13055319071770663,-0.07539869610881844,0.12291947704790257
154,chr14,93206990,93206991,0.28382502155980904,6.059932226362517e-05,0.23555287605639433,0.0009453090007683029,0.1565354960480929,0.0014812699769679112
155,chr14,95982958,95982959,-0.16598249591963998,0.02072285969666203,-0.2661370297286125,0.0001762879583561255,-0.208019639701417,8.520236442519476e-05
156,chr14,103673774,103673775,0.07255635101967876,0.31471011168423185,0.10200376065117363,0.15699210034639854,0.0734280413560641,0.13692616962294135
157,chr14,103673776,103673777,0.06546436915304747,0.3644629370805188,0.08738819990664959,0.22565397986944707,0.06363477242030595,0.1948198628619071
158,chr14,104394495,104394496,0.30403251404740067,1.634156431997258e-05,0.36117543154293474,2.2938584607159055e-07,0.23511452943934755,1.855947143932032e-06
159,chr14,104394944,104394945,0.37572977295402044,6.715910742654982e-08,0.37556368448379257,6.813053974579387e-08,0.25269184350470625,2.841820094208183e-07
160,chr14,105888808,105888809,0.26425885704904006,0.00019661962715290598,0.2691002580679132,0.00014815667075766117,0.17108211913984658,0.0004593131284496424
161,chr14,106938234,106938235,0.2552006299713258,0.0003291451815860342,0.19612599398589467,0.006130199167969468,0.12650226522020325,0.010169651494959844
162,chr15,20500588,20500589,0.1415075578667495,0.049050777321568366,0.20495037453150194,0.004148095869611152,0.14343102898680724,0.0037579514536317973
163,chr15,23032853,23032854,0.3897507051149653,1.9402849959399594e-08,0.3818197934704267,3.9445052916005295e-08,0.2540898463871337,1.9483783849099804e-07
164,chr15,27884902,27884903,0.25738825854365494,0.0002911264101026401,0.1909715628357908,0.007645648244924401,0.1330764110525133,0.0067471700858298695
165,chr15,34628715,34628716,0.37729907646934546,5.861413997050586e-08,0.37755715595434386,5.7312954465509055e-08,0.24794790293015992,3.8778210230350985e-07
166,chr15,35413899,35413900,0.32046680889386564,5.22703052492448e-06,0.27918850395362105,8.074006374318163e-05,0.1810909328389624,0.0002892831667771706
167,chr15,41795066,41795067,-0.20744365961171002,0.0037040744531006537,-0.21535964686717174,0.0025639090419266874,-0.15326226609974086,0.00224656260104749
168,chr15,41795074,41795075,-0.22803014932461663,0.0013847857119079418,-0.23871106156250563,0.000802402919788953,-0.17766870488110595,0.00041333081201619056
169,chr15,45422292,45422293,-0.11359947091401489,0.11476287823196425,-0.06410638430731676,0.3745180896168252,-0.04580402038896511,0.3480573957402837
170,chr15,67073365,67073366,0.2094122195862309,0.0033842996639486707,0.23893830621845732,0.0007929295882707063,0.15595597342535555,0.0014668774600931247
171,chr15,96864261,96864262,-0.26053750140665966,0.0002435147874826739,-0.28930589823573816,4.288498061289367e-05,-0.21419084709859915,1.4707855821419852e-05
172,chr15,101420807,101420808,-0.17057242893863142,0.01741162629169661,-0.173305003088095,0.015667317286100546,-0.12347858002993241,0.012342263202958033
173,chr15,101420818,101420819,-0.18410333539404677,0.01017882831657278,-0.15060417283891714,0.03607441643244694,-0.10438528031562586,0.033875673401722504
174,chr16,822826,822827,0.2957000280460636,2.839095644837926e-05,0.28147276942015237,7.014011112991436e-05,0.1910426011155597,9.515308408642348e-05
175,chr16,850567,850568,-0.2463431534806716,0.000535173649364069,-0.2882537424658495,4.585348635049485e-05,-0.21384275447655207,2.793262215906204e-05
176,chr16,1205676,1205677,0.2568859238396826,0.0002994767607319333,0.274137729428509,0.00010973849584532652,0.18453710602190365,0.00015680407152983788
177,chr16,2141754,2141755,0.260320247519101,0.00024655100279134194,0.22680123092571527,0.0014722169415953782,0.1484198928394874,0.0027637770127358304
178,chr16,2802100,2802101,0.31822712640330053,6.129970807037152e-06,0.2982328864981512,2.4045786426165343e-05,0.19625095196333028,5.9757691810597704e-05
179,chr16,2802109,2802110,0.3388072821419154,1.3501216209111704e-06,0.32832745279126857,2.9576719830529537e-06,0.22226833007145214,5.2763081033465034e-06
180,chr16,2960065,2960066,0.30686496379471184,1.3491613379010839e-05,0.2869117198255201,4.9920755752352474e-05,0.1892641264414006,0.00010791727981467961
181,chr16,4356802,4356803,0.3741093120105519,7.723377663413226e-08,0.3793822622418533,4.887232071685238e-08,0.25921759341500533,1.1390245802669654e-07
182,chr16,14395631,14395632,-0.25744438402924835,0.00029020699366741776,-0.28398810359312543,5.9985237209638775e-05,-0.2064288318560127,2.9545636747001547e-05
183,chr16,21308607,21308608,0.33258120170895406,2.15884606039195e-06,0.337739291088302,1.4643900303378573e-06,0.21787707821907032,8.662480345971641e-06
184,chr16,21308638,21308639,0.31921968911362264,5.712917223265732e-06,0.29332342666166183,3.3132718173276396e-05,0.1892996091973865,0.0001355632077753426
185,chr16,28332375,28332376,0.37924191893160836,4.9476440507523355e-08,0.38347397124379806,3.40720196367792e-08,0.24902396978127458,4.36475194352913e-07
186,chr16,28566001,28566002,0.3242968610257187,3.968447350978258e-06,0.3266083151380347,3.3544990725753893e-06,0.21084091227134133,1.676116290284955e-05
187,chr16,29820434,29820435,0.33357746216245243,2.0040176702866907e-06,0.31473815072169414,7.837210851901238e-06,0.20758005395147616,2.3091745038041237e-05
188,chr16,30485399,30485400,0.3114179458437652,9.873362094112557e-06,0.297342912634097,2.5495549101814984e-05,0.18680295952051576,0.0001311145025106628
189,chr16,30795743,30795744,0.23540915923774453,0.0009523372444008056,0.24606816939090426,0.0005431606184581739,0.15711375212454748,0.0013104307304542847
